task,send_elapsed_s,latency_ms,server_exec_ms,worker_id
ecgclass__app5,0.0006,434.460,430.993,0
ecgclass__app1,0.0003,466.653,463.221,0
ecgclass__app5,0.4351,83.563,81.803,0
ecgclass__app1,0.4670,170.353,168.501,0
ecgclass__app4,0.0005,678.679,675.245,0
ecgclass__app5,0.5187,206.630,205.206,0
ecgclass__app2,0.0004,733.386,729.960,0
ecgclass,0.0002,750.430,746.639,0
ecgclass__app3,0.0005,755.377,751.720,0
ecgclass__app1,0.6374,191.354,189.902,0
ecgclass__app4,0.6792,201.827,199.859,0
ecgclass__app5,0.7253,212.957,209.937,0
ecgclass__app2,0.7338,214.653,212.726,0
ecgclass,0.7506,213.712,212.059,0
ecgclass__app3,0.7559,217.656,215.657,0
ecgclass__app1,0.8288,210.088,208.523,0
ecgclass__app4,0.8811,220.017,218.362,0
ecgclass__app5,0.9383,213.248,211.540,0
ecgclass__app2,0.9485,218.165,214.122,0
ecgclass,0.9644,217.770,216.102,0
ecgclass__app3,0.9736,217.669,215.823,0
ecgclass__app1,1.0389,209.210,207.725,0
ecgclass__app4,1.1011,217.012,215.034,0
ecgclass__app5,1.1516,216.938,215.228,0
ecgclass__app2,1.1667,216.064,214.477,0
ecgclass,1.1822,215.947,214.260,0
ecgclass__app3,1.1912,214.147,212.464,0
ecgclass__app1,1.2481,219.402,217.853,0
ecgclass__app4,1.3182,216.411,213.716,0
ecgclass__app5,1.3685,218.362,216.730,0
ecgclass__app2,1.3828,219.631,218.053,0
ecgclass,1.3981,211.245,209.803,0
ecgclass__app3,1.4054,212.505,211.099,0
ecgclass__app1,1.4675,216.052,214.477,0
ecgclass__app4,1.5346,218.000,216.402,0
ecgclass__app5,1.5869,216.796,215.136,0
ecgclass__app2,1.6024,219.143,217.470,0
ecgclass,1.6094,215.725,214.337,0
ecgclass__app3,1.6179,219.672,218.086,0
ecgclass__app1,1.6836,216.385,214.754,0
ecgclass__app4,1.7526,215.633,214.035,0
ecgclass__app5,1.8037,213.830,212.264,0
ecgclass__app2,1.8216,213.732,212.191,0
ecgclass,1.8251,217.371,215.810,0
ecgclass__app3,1.8376,212.718,211.263,0
ecgclass__app1,1.9000,218.648,216.901,0
ecgclass__app4,1.9683,218.909,217.170,0
ecgclass__app5,2.0176,210.021,208.554,0
ecgclass,2.0425,211.904,210.370,0
ecgclass__app2,2.0353,219.376,217.579,0
ecgclass__app3,2.0504,218.183,216.529,0
ecgclass__app1,2.1187,218.016,216.374,0
ecgclass__app4,2.1872,218.802,217.046,0
ecgclass__app5,2.2276,209.503,208.011,0
ecgclass__app2,2.2547,215.453,214.032,0
ecgclass,2.2545,215.900,213.931,0
ecgclass__app3,2.2686,216.482,214.704,0
ecgclass__app1,2.3367,217.832,216.095,0
ecgclass__app4,2.4061,216.984,215.244,0
ecgclass__app5,2.4371,208.731,207.251,0
ecgclass,2.4704,219.839,217.978,0
ecgclass__app2,2.4702,220.375,218.354,0
ecgclass__app3,2.4851,211.067,209.748,0
ecgclass__app1,2.5545,219.276,217.583,0
ecgclass__app4,2.6231,217.573,215.913,0
ecgclass__app5,2.6459,210.857,209.264,0
ecgclass__app2,2.6906,216.502,214.970,0
ecgclass__app3,2.6962,211.422,210.093,0
ecgclass,2.6902,217.491,215.935,0
ecgclass__app1,2.7738,218.740,217.117,0
ecgclass__app4,2.8407,215.769,214.028,0
ecgclass__app5,2.8568,215.677,213.965,0
ecgclass__app3,2.9076,213.620,212.146,0
ecgclass__app2,2.9071,215.589,214.243,0
ecgclass,2.9077,215.565,214.180,0
ecgclass__app1,2.9926,216.430,214.762,0
ecgclass__app4,3.0565,215.496,213.700,0
ecgclass__app5,3.0725,214.574,212.939,0
ecgclass__app3,3.1212,214.169,212.571,0
ecgclass,3.1233,216.490,215.125,0
ecgclass__app2,3.1227,217.689,216.390,0
ecgclass__app1,3.2091,212.679,211.124,0
ecgclass__app4,3.2720,220.444,218.711,0
ecgclass__app5,3.2871,211.344,210.016,0
ecgclass__app3,3.3354,219.303,217.656,0
