task,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms
ecgclass,255,4.6364,215.862,216.471,220.76,221.778,214.323
ecgclass__app1,254,4.6182,216.431,216.972,220.739,221.786,214.834
ecgclass__app2,254,4.6182,216.488,216.907,220.526,221.848,214.932
ecgclass__app3,254,4.6182,216.709,217.086,220.671,221.729,215.1
ecgclass__app4,253,4.6,216.807,217.116,220.292,221.694,215.208
ecgclass__app5,253,4.6,216.657,216.792,220.384,221.32,215.047
