batch_start_ns,observed_batch_size,send_time_rel_first
1775261045259630673,1,16.688022
1775261051373906396,2,10.003491
1775261051432759375,6,10.010296
1775261051477326378,6,10.040066
1775261051530130622,6,10.071168
1775261051592803518,9,10.087745
1775261051644638429,8,10.12281
1775261051704307574,7,10.165479
1775261051759863139,8,10.179189
1775261051824290042,8,10.217797
1775261051886613193,8,10.238117
1775261051934279191,4,10.267625
1775261051990290336,8,10.293934
1775261052052129026,9,10.32037
1775261052099797265,5,10.344293
1775261052156214937,6,10.353685
1775261052209427669,8,10.385901
1775261052269711360,8,10.419621
1775261052331208805,8,10.455358
1775261052383953516,7,10.479418
1775261052427677163,5,10.507944
1775261052478825754,7,10.517851
1775261052550103417,9,10.55517
1775261052602781996,6,10.571003
1775261052661061079,8,10.597096
1775261052718412413,9,10.636117
1775261052786170342,8,10.668017
1775261052839164424,8,10.689623
1775261052893208372,6,10.727451
1775261052959306899,7,10.761125
1775261053011685774,8,10.791251
1775261053066282227,7,10.81153
1775261053126157220,8,10.835474
1775261053173162310,30,10.860133
1775261053277429119,15,10.96208
1775261053336655275,9,11.021767
1775261053388048797,7,11.050013
1775261053448489455,7,11.064251
1775261053509870505,7,11.08919
1775261053550798079,6,11.105489
1775261053611274899,8,11.128524
1775261053668214024,7,11.140809
1775261053730348287,8,11.172287
1775261053793244873,9,11.217435
1775261053850281352,10,11.236759
1775261053907699968,7,11.265733
1775261053962837174,8,11.283855
1775261054026827678,9,11.307082
1775261054081882401,7,11.339295
1775261054131494525,4,11.365041
1775261054177166876,7,11.394777
1775261054242308221,7,11.434726
1775261054294487897,5,11.455483
1775261054352820293,8,11.478978
1775261054398889392,6,11.508292
1775261054458038544,7,11.525419
1775261054521589289,7,11.549871
1775261054580146665,10,11.586225
1775261054638536774,7,11.606014
1775261054700048429,8,11.621142
1775261054768287010,8,11.635475
1775261054819628619,7,11.651399
1775261054881269041,7,11.676856
1775261054941276290,4,11.716976
1775261054997574697,10,11.741104
1775261055049863328,7,11.773156
1775261055103370433,7,11.811553
1775261055160523218,6,11.840382
1775261055228077318,9,11.866084
1775261055284692319,8,11.928206
1775261055339809844,7,11.948108
1775261055392531664,7,11.981363
1775261055438651725,7,11.997651
1775261055492681233,9,12.018984
1775261055536463323,7,12.036866
1775261055583777300,5,12.06967
1775261055642654115,7,12.085075
1775261055704222958,10,12.106981
1775261055764699073,8,12.131723
1775261055817165597,5,12.188407
1775261055883268548,9,12.202994
1775261055935723071,9,12.227378
1775261055988345352,7,12.247948
1775261056037202876,5,12.259834
1775261056102743404,7,12.40231
1775261056156817008,7,12.402354
1775261056218901153,9,12.40239
1775261056278666347,7,12.406539
1775261056342990471,10,12.436174
1775261056401092701,9,12.461546
1775261056462514958,7,12.505044
1775261056533626890,9,12.52108
1775261056601858265,8,12.565691
1775261056664184022,9,12.59514
1775261056722263191,8,12.612536
1775261056775857954,6,12.630417
1775261056835728913,7,12.646124
1775261056903358842,5,12.66812
1775261056962533209,8,12.680251
1775261057019466919,7,12.702627
1775261057086526923,7,12.738175
1775261057137287391,8,12.772546
1775261057175123832,3,12.800192
1775261057240933391,7,12.808067
1775261057306506630,9,12.828665
1775261057359752438,8,12.868458
