task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,5,1,0.0001,0.3636,363.5755,363.5755,348.051,271.9968,0.0032,75.5461,6.336,15.5245,1775531908743618710,0
nyudepth,5,1,0.3637,0.3848,21.1849,21.1849,9.8133,8.7012,0.0031,0.736,4.8056,11.3716,1775531909105676476,0
nyudepth,5,1,0.3848,0.4249,40.0689,40.0689,28.5484,27.467,0.0032,0.7214,4.9033,11.5205,1775531909126971988,0
nyudepth,5,1,0.4249,0.4658,40.8211,40.8211,29.0904,27.9952,0.003,0.7347,4.6115,11.7307,1775531909166760612,0
nyudepth,5,1,0.4658,0.5058,40.0047,40.0047,27.5882,26.4739,0.0025,0.7049,5.9178,12.4166,1775531909208902645,0
nyudepth,5,1,0.5058,0.5464,40.5874,40.5874,29.4022,28.1149,0.0022,0.7015,4.7183,11.1852,1775531909247720316,0
nyudepth,5,1,0.5464,0.5865,40.0879,40.0879,28.3,27.2536,0.0023,0.6914,5.3358,11.7879,1775531909288937055,0
nyudepth,5,1,0.5865,0.627,40.5605,40.5605,29.4047,28.3285,0.0027,0.7389,4.7755,11.1558,1775531909328476681,0
nyudepth,5,1,0.6271,0.6681,41.0349,41.0349,28.3971,27.3158,0.003,0.7206,6.0592,12.6378,1775531909370333323,0
nyudepth,5,1,0.6681,0.7078,39.7189,39.7189,27.6315,26.6163,0.0024,0.6821,5.7199,12.0874,1775531909411040983,0
nyudepth,5,1,0.7078,0.7488,40.9563,40.9563,29.7184,28.6647,0.0025,0.7151,4.5695,11.2378,1775531909449621650,0
nyudepth,5,1,0.7488,0.7889,40.1132,40.1132,28.8927,27.8665,0.003,0.6963,4.7882,11.2205,1775531909490808169,0
nyudepth,5,1,0.7889,0.8301,41.1627,41.1627,30.1232,28.3392,0.0025,1.451,4.6616,11.0395,1775531909530806711,0
nyudepth,5,1,0.8301,0.8698,39.7243,39.7243,28.5818,27.4048,0.002,0.8246,4.7779,11.1425,1775531909572097391,0
nyudepth,5,1,0.8698,0.9103,40.4947,40.4947,29.56,28.5228,0.0026,0.6822,4.5047,10.9346,1775531909611560740,0
nyudepth,5,1,0.9103,0.9506,40.2901,40.2901,29.5561,28.5229,0.0022,0.6939,4.4479,10.734,1775531909652010788,0
nyudepth,5,1,0.9506,0.9912,40.525,40.525,29.8893,28.8682,0.0022,0.6607,4.3073,10.6357,1775531909692171624,0
nyudepth,5,1,0.9912,1.0317,40.5493,40.5493,29.5755,28.5156,0.0024,0.7035,4.5993,10.9738,1775531909733000020,0
nyudepth,5,1,1.0317,1.0723,40.5326,40.5326,28.1848,27.1468,0.0028,0.6734,5.8231,12.3478,1775531909774785738,0
nyudepth,5,1,1.0723,1.113,40.7271,40.7271,29.581,28.4614,0.0027,0.7322,4.5581,11.1461,1775531909814091810,0
nyudepth,5,1,1.1131,1.1535,40.4849,40.4849,29.2188,28.1359,0.0025,0.7042,4.6718,11.2661,1775531909854945535,0
nyudepth,5,1,1.1536,1.1942,40.6325,40.6325,29.5346,28.4183,0.0031,0.7561,4.5464,11.0979,1775531909895317522,0
nyudepth,5,1,1.1942,1.235,40.807,40.807,28.3225,26.8132,0.0034,0.7607,5.9416,12.4845,1775531909937358146,0
