task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,10,1,0.0001,0.3941,394.0227,394.0227,377.3848,275.927,0.0036,100.9211,7.4785,16.6379,1775521576240269464,0
nyudepth,10,1,0.3941,0.4222,28.1291,28.1291,15.1366,14.0434,0.0036,0.7325,6.1183,12.9925,1775521576632945767,0
nyudepth,10,1,0.4222,0.4959,73.6673,73.6673,62.3116,61.143,0.0042,0.7854,4.8544,11.3557,1775521576659824950,0
nyudepth,10,1,0.4959,0.5754,79.4463,79.4463,68.0286,66.86,0.0039,0.7413,4.7755,11.4177,1775521576733425765,0
nyudepth,10,1,0.5754,0.655,79.5751,79.5751,68.0728,66.902,0.0047,0.7641,4.8347,11.5022,1775521576812944606,0
nyudepth,10,1,0.655,0.7344,79.4313,79.4313,68.0281,66.5494,0.0046,0.789,4.7848,11.4032,1775521576892482644,0
nyudepth,10,1,0.7344,0.8134,78.9804,78.9804,67.2195,66.0024,0.0036,0.7702,5.2073,11.7609,1775521576972349798,0
nyudepth,10,1,0.8134,0.893,79.5646,79.5646,67.8067,66.609,0.0039,0.7893,5.1792,11.7578,1775521577051315319,0
nyudepth,10,1,0.893,0.9726,79.6151,79.6151,66.9937,65.8477,0.0035,0.7389,5.9443,12.6214,1775521577131657894,0
nyudepth,10,1,0.9726,1.0585,85.8471,85.8471,72.7412,71.0639,0.0203,1.1812,5.6763,13.106,1775521577211018481,0
nyudepth,10,1,1.0585,1.1334,74.9478,74.9478,63.1571,61.9395,0.0039,0.8122,4.9701,11.7908,1775521577296172548,0
nyudepth,10,1,1.1334,1.2155,82.0179,82.0179,69.532,68.2922,0.004,0.8295,5.1339,12.4859,1775521577371311086,0
nyudepth,10,1,1.2155,1.2953,79.8619,79.8619,66.2357,64.6482,0.0041,1.1845,6.1948,13.6262,1775521577454405506,0
nyudepth,10,1,1.2954,1.3742,78.8317,78.8317,65.0729,63.8958,0.0044,0.7698,5.8155,13.7587,1775521577533906602,0
nyudepth,10,1,1.3742,1.4519,77.6958,77.6958,65.0209,63.8561,0.0034,0.759,6.0229,12.675,1775521577612988130,0
nyudepth,10,1,1.4519,1.5314,79.5033,79.5033,67.7596,66.6341,0.004,0.7034,4.9748,11.7437,1775521577689650008,0
nyudepth,10,1,1.5315,1.6107,79.2654,79.2654,68.0628,66.8599,0.0038,0.7667,4.6113,11.2026,1775521577768801595,0
nyudepth,10,1,1.6107,1.6904,79.695,79.695,68.5505,67.3398,0.0045,0.7833,4.3745,11.1445,1775521577847842510,0
