req_idx,send_time,latency_ms
0,1773543676.207026,336.790
1,1773543676.352669,200.912
2,1773543676.739877,62.699
3,1773543676.962854,68.104
4,1773543676.964429,66.541
5,1773543677.166202,67.519
6,1773543677.214782,18.943
7,1773543677.293893,67.347
8,1773543677.343441,17.802
9,1773543677.492482,74.390
10,1773543677.495056,71.821
11,1773543677.500272,66.609
12,1773543677.642056,62.274
13,1773543677.729433,62.039
14,1773543677.802559,61.717
15,1773543677.898394,67.342
16,1773543677.947886,17.854
17,1773543677.981832,61.525
18,1773543678.042191,67.673
19,1773543678.063447,46.421
20,1773543678.155008,62.298
21,1773543678.228395,67.482
22,1773543678.242789,53.093
23,1773543678.281105,66.499
24,1773543678.309997,37.610
25,1773543678.424770,62.185
26,1773543678.485418,67.291
27,1773543678.533072,19.640
28,1773543678.635894,74.237
29,1773543678.663488,46.648
30,1773543678.685025,25.114
31,1773543679.035598,67.507
32,1773543679.052220,50.889
33,1773543679.095560,61.868
34,1773543679.176537,67.693
35,1773543679.178992,65.243
36,1773543679.288364,67.781
37,1773543679.331887,24.262
38,1773543679.455365,68.072
39,1773543679.463954,59.487
40,1773543679.631644,62.410
41,1773543679.752186,62.244
42,1773543679.820519,66.978
43,1773543679.837905,49.596
44,1773543679.922619,73.868
45,1773543679.928090,68.401
46,1773543679.967374,29.120
47,1773543680.027603,62.048
48,1773543680.146793,62.220
49,1773543680.341237,73.801
50,1773543680.365852,49.191
51,1773543680.374229,40.817
52,1773543680.434147,61.868
53,1773543680.706338,62.729
54,1773543680.874290,68.442
55,1773543680.897902,44.835
56,1773543680.956833,61.886
57,1773543681.020808,67.356
58,1773543681.065228,22.940
59,1773543681.082654,62.031
60,1773543681.433087,67.941
61,1773543681.462691,38.342
62,1773543681.543153,67.865
63,1773543681.553637,57.385
64,1773543681.669170,62.148
65,1773543681.727722,62.164
66,1773543681.952145,67.345
67,1773543681.972744,46.750
68,1773543682.200804,68.272
69,1773543682.222444,46.636
70,1773543682.276171,66.674
71,1773543682.313521,29.328
72,1773543682.412032,68.816
73,1773543682.415540,65.314
74,1773543682.513993,62.100
75,1773543682.753366,62.464
76,1773543682.826928,61.799
77,1773543682.915845,73.762
78,1773543682.917330,72.281
79,1773543682.959562,30.057
80,1773543682.981995,79.724
81,1773543682.994706,67.018
82,1773543683.000973,60.754
83,1773543683.003192,58.538
84,1773543683.075835,62.002
85,1773543683.138922,61.506
86,1773543683.240552,72.948
87,1773543683.270105,43.400
88,1773543683.280448,33.060
89,1773543683.525825,68.617
90,1773543683.530441,64.006
91,1773543683.790736,62.541
92,1773543683.870378,67.555
93,1773543683.901825,36.113
94,1773543683.926257,73.278
95,1773543683.937732,61.808
96,1773543683.941081,58.462
97,1773543684.367047,74.144
98,1773543684.405657,35.538
99,1773543684.408049,33.148
100,1773543684.748610,62.520
101,1773543684.855263,62.227
102,1773543685.046720,67.851
103,1773543685.076288,38.285
104,1773543685.131669,61.842
105,1773543685.325771,68.217
106,1773543685.373424,20.570
107,1773543685.383888,62.530
108,1773543685.483547,67.666
109,1773543685.503071,48.146
110,1773543685.565321,62.334
111,1773543685.618772,73.281
112,1773543685.627609,64.449
113,1773543685.631843,60.219
114,1773543685.757208,73.609
115,1773543685.761719,69.102
116,1773543685.806012,24.813
117,1773543685.830433,66.570
118,1773543685.871931,25.075
119,1773543685.982184,62.303
120,1773543686.175715,67.401
121,1773543686.208279,34.841
122,1773543686.437402,62.340
123,1773543686.549861,74.761
124,1773543686.570370,54.257
125,1773543686.625731,67.529
