elapsed_s,allocated_mb,reserved_mb
0.00,498.9,534.0
0.50,500.4,554.0
1.00,500.4,554.0
1.50,500.4,554.0
2.00,518.3,554.0
2.50,500.4,554.0
3.00,500.4,554.0
3.50,500.4,554.0
4.01,512.3,554.0
4.51,500.4,554.0
5.01,500.4,554.0
5.51,500.4,554.0
6.01,524.3,554.0
6.51,500.4,554.0
7.01,500.4,554.0
7.51,500.4,554.0
8.01,512.3,554.0
8.51,500.4,554.0
9.01,500.4,554.0
9.51,500.4,554.0
10.01,509.3,554.0
10.51,500.4,554.0
11.01,500.4,554.0
11.51,500.4,554.0
12.01,512.3,554.0
12.51,500.4,554.0
13.01,500.4,554.0
13.51,500.4,554.0
14.01,511.3,554.0
14.52,500.4,554.0
15.02,500.4,554.0
15.52,500.4,554.0
16.02,521.8,554.0
16.52,500.4,554.0
17.02,500.4,554.0
17.52,500.4,554.0
18.02,507.8,554.0
18.52,500.4,554.0
19.02,500.4,554.0
19.52,500.4,554.0
20.02,502.3,554.0
20.52,500.4,554.0
21.02,500.4,554.0
21.52,500.4,554.0
22.02,500.4,554.0
22.52,500.4,554.0
23.02,500.4,554.0
23.52,500.4,554.0
24.02,500.4,554.0
24.52,507.8,554.0
25.02,500.4,554.0
25.52,500.4,554.0
26.02,500.4,554.0
26.53,511.8,554.0
27.03,500.4,554.0
27.53,500.4,554.0
28.03,500.4,554.0
28.53,513.3,554.0
29.03,500.4,554.0
29.53,500.4,554.0
30.03,500.4,554.0
30.53,500.4,554.0
31.03,500.4,554.0
31.53,500.4,554.0
32.03,500.4,554.0
32.53,500.4,554.0
33.03,500.4,554.0
33.53,500.4,554.0
34.03,500.4,554.0
34.53,500.4,554.0
35.03,506.3,554.0
35.53,500.4,554.0
36.03,500.4,554.0
36.53,500.4,554.0
37.03,516.3,554.0
37.53,500.4,554.0
38.03,500.4,554.0
38.53,500.4,554.0
39.04,511.8,554.0
39.54,500.4,554.0
40.04,500.4,554.0
40.54,500.4,554.0
41.04,500.4,554.0
41.54,500.4,554.0
42.04,500.4,554.0
42.54,500.4,554.0
43.04,500.4,554.0
43.54,505.8,554.0
44.04,500.4,554.0
44.54,500.4,554.0
45.04,500.4,554.0
45.54,518.3,554.0
46.04,500.4,554.0
46.54,500.4,554.0
47.04,500.4,554.0
47.54,507.8,554.0
48.04,500.4,554.0
48.54,500.4,554.0
49.04,500.4,554.0
49.54,498.9,554.0
50.04,500.4,554.0
50.54,500.4,554.0
51.05,500.4,554.0
51.55,500.4,554.0
52.05,500.4,554.0
52.55,500.4,554.0
53.05,500.4,554.0
53.55,500.4,554.0
54.05,509.8,554.0
54.55,500.4,554.0
55.05,500.4,554.0
55.55,500.4,554.0
56.05,507.8,554.0
56.55,500.4,554.0
57.05,500.4,554.0
57.55,500.4,554.0
58.05,521.8,554.0
58.55,500.4,554.0
59.05,500.4,554.0
59.55,500.4,554.0
