task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,1,1,0.0001,1.2548,1254.7147,1254.7147,1227.676,825.721,0.0054,401.1833,8.0063,27.0388,1775527266331898778,0
nyudepth,1,1,1.2549,1.3052,50.3583,50.3583,28.7442,27.5068,0.0021,0.7992,7.3411,21.6141,1775527267585978160,0
nyudepth,1,1,1.3052,1.6936,388.3271,388.3271,368.6242,367.5044,0.0025,0.7863,4.3776,19.7029,1775527267633391995,0
nyudepth,1,1,1.6936,2.0868,393.2197,393.2197,371.5898,370.7374,0.0012,0.5739,7.0727,21.6299,1775527268024435287,0
nyudepth,1,1,2.0868,2.4823,395.5126,395.5126,376.369,375.5422,0.0014,0.5743,4.077,19.1435,1775527268414677233,0
nyudepth,1,1,2.4824,2.8767,394.3529,394.3529,374.4923,373.6181,0.0014,0.6055,5.9044,19.8607,1775527268812037585,0
nyudepth,1,1,2.8767,3.2705,393.8,393.8,375.9054,375.0492,0.0012,0.5882,3.7422,17.8946,1775527269204245609,0
nyudepth,1,1,3.2705,3.6648,394.3005,394.3005,374.5328,373.6713,0.0013,0.5832,5.9795,19.7677,1775527269600302756,0
nyudepth,1,1,3.6649,4.0602,395.3769,395.3769,377.1576,376.2822,0.0015,0.5882,3.8052,18.2193,1775527269992445337,0
nyudepth,1,1,4.0603,4.455,394.7399,394.7399,374.3136,373.473,0.0014,0.5773,5.991,20.4262,1775527270390027508,0
nyudepth,1,1,4.455,4.8497,394.6786,394.6786,374.6295,373.5074,0.0018,0.5909,5.8739,20.0491,1775527270784666953,0
nyudepth,1,1,4.8497,5.2438,394.1374,394.1374,376.3266,375.4708,0.0015,0.5821,3.8252,17.8108,1775527271177314891,0
nyudepth,1,1,5.2439,5.639,395.1788,395.1788,375.1826,374.3252,0.0014,0.5916,5.6655,19.9962,1775527271573311749,0
nyudepth,1,1,5.6391,6.0342,395.1573,395.1573,374.3856,373.5034,0.0012,0.5864,6.0308,20.7717,1775527271968872481,0
nyudepth,1,1,6.0342,6.4281,393.9061,393.9061,373.9787,373.1214,0.0013,0.5864,5.7814,19.9274,1775527272363797027,0
nyudepth,1,1,6.4282,6.8232,395.014,395.014,375.3777,374.5064,0.0013,0.5985,5.4989,19.6364,1775527272757437627,0
nyudepth,1,1,6.8232,7.2178,394.6378,394.6378,375.1811,374.2949,0.0015,0.6171,5.1973,19.4567,1775527273152166676,0
nyudepth,1,1,7.2178,7.6122,394.3672,394.3672,374.6863,373.8546,0.0013,0.5724,5.6381,19.6809,1775527273547262678,0
nyudepth,1,1,7.6122,8.0082,396.0075,396.0075,378.6018,377.3821,0.0014,0.9404,3.3116,17.4058,1775527273939319886,0
nyudepth,1,1,8.0083,8.4018,393.575,393.575,373.9623,373.1219,0.0014,0.5797,5.4691,19.6126,1775527274337504567,0
nyudepth,1,1,8.4018,8.7969,395.0303,395.0303,377.4297,376.5831,0.0014,0.5829,3.2129,17.6006,1775527274728840304,0
nyudepth,1,1,8.7969,9.1914,394.5446,394.5446,375.3101,374.412,0.0016,0.6061,5.3775,19.2345,1775527275126053963,0
