task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,stfq,4114,24.2,11345.136,10668.389,24059.634,25466.831,361.452,357.099,0.003,0.195,10981.179,0.0,10983.685
gestureclass,stfq,10170,59.8235,11115.258,12621.639,24610.402,25371.309,287.727,284.231,0.002,0.126,10825.637,0.0,10827.532
