task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,sharing,797,79.7,68.376,62.158,109.461,207.501,14.636,9.212,0.002,0.638,35.665,53.74
vocseg,sharing,803,80.3,70.54,64.572,120.393,181.401,14.803,9.201,0.002,0.605,36.93,55.737
