task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,no_sharing,2860,9.8621,39.374,35.179,63.28,78.681,31.568,30.282,0.002,0.814,6.826,7.807
gestureclass,no_sharing,2947,10.1621,38.894,34.592,63.194,77.921,30.691,29.426,0.002,0.79,7.179,8.202
