task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
ecgclass,1,1,0.0,0.368,368.0248,368.0248,364.6752,348.1962,0.0025,2.3158,3.3497,1775956175125340746,0
ecgclass,1,1,0.9938,1.1037,109.8192,109.8192,106.9098,105.7713,0.0015,2.259,2.9094,1775956176119112966,0
ecgclass,1,1,1.8085,1.9241,115.6068,115.6068,112.5779,110.158,0.0033,1.9016,3.0289,1775956176933448449,0
ecgclass,1,1,2.1706,2.2852,114.6345,114.6345,111.5813,109.2042,0.0034,1.9171,3.0533,1775956177295502093,0
ecgclass,1,1,2.4646,2.5792,114.6092,114.6092,111.5974,109.1608,0.0034,1.9166,3.0119,1775956177589502251,0
ecgclass,1,1,2.5914,2.7013,109.8537,109.8537,107.2655,106.0644,0.0017,1.8966,2.5883,1775956177716327849,0
ecgclass,1,1,4.227,4.3364,109.3516,109.3516,106.862,105.7397,0.0015,1.8358,2.4896,1775956179351859166,0
ecgclass,1,1,4.7009,4.8099,109.0014,109.0014,106.4523,105.2965,0.0013,1.8885,2.5491,1775956179825814016,0
ecgclass,1,1,5.6139,5.7229,108.9947,108.9947,106.4524,105.3164,0.0015,1.9093,2.5423,1775956180738812375,0
ecgclass,1,1,6.0474,6.1678,120.4362,120.4362,117.4018,114.9325,0.0035,1.9088,3.0344,1775956181172298609,0
ecgclass,1,1,6.6124,6.7225,110.0211,110.0211,107.4122,106.1077,0.0017,1.9312,2.6089,1775956181737387509,0
ecgclass,1,1,8.077,8.1864,109.3884,109.3884,106.9136,105.7864,0.0015,1.8218,2.4747,1775956183201867052,0
ecgclass,1,1,8.8523,8.9684,116.1366,116.1366,113.191,110.1971,0.0035,1.8315,2.9456,1775956183977101494,0
ecgclass,1,1,13.3009,13.411,110.0791,110.0791,107.4442,106.1238,0.0017,1.9341,2.6348,1775956188425875070,0
ecgclass,1,1,13.5203,13.6298,109.5133,109.5133,106.989,105.7896,0.0017,1.8647,2.5243,1775956188645162716,0
ecgclass,1,1,14.1705,14.2798,109.309,109.309,106.8888,105.7884,0.0014,1.7624,2.4202,1775956189295303602,0
ecgclass,1,1,14.331,14.4401,109.0279,109.0279,106.3747,104.1786,0.0033,1.564,2.6532,1775956189455620319,0
ecgclass,1,1,14.6685,14.7775,108.9683,108.9683,106.4894,105.3849,0.0015,1.8163,2.4788,1775956189793321076,0
ecgclass,1,1,15.3622,15.4709,108.7148,108.7148,106.2332,105.2272,0.0014,1.8299,2.4816,1775956190487055288,0
ecgclass,1,1,16.9296,17.0384,108.8603,108.8603,106.3659,105.325,0.0015,1.822,2.4943,1775956192054400043,0
ecgclass,1,1,17.8424,17.9529,110.5227,110.5227,107.5947,105.2678,0.0037,1.816,2.928,1775956192967232088,0
ecgclass,1,1,18.2424,18.3591,116.6101,116.6101,113.4657,109.2311,0.0035,1.905,3.1444,1775956193367365433,0
ecgclass,1,1,19.064,19.1736,109.607,109.607,106.9327,105.7239,0.0017,1.8606,2.6743,1775956194188855542,0
ecgclass,1,1,19.3169,19.4289,111.9676,111.9676,108.8575,106.5974,0.0143,1.9171,3.1101,1775956194441828468,0
ecgclass,1,1,19.8245,19.9358,111.3956,111.3956,108.2958,105.9284,0.0034,1.9321,3.0998,1775956194949403097,0
ecgclass,1,1,21.9321,22.0416,109.5624,109.5624,106.9027,105.7666,0.0015,2.001,2.6597,1775956197057070794,0
ecgclass,1,1,23.1879,23.3025,114.6095,114.6095,111.6032,109.178,0.0034,1.884,3.0063,1775956198312834472,0
ecgclass,1,1,27.6581,27.7726,114.5458,114.5458,111.5316,109.156,0.0034,1.9007,3.0142,1775956202783016646,0
ecgclass,1,1,27.935,28.0445,109.5006,109.5006,106.9689,105.775,0.0016,1.8559,2.5317,1775956203059899034,0
ecgclass,1,1,28.5092,28.6187,109.5164,109.5164,106.9411,105.7395,0.0018,1.914,2.5753,1775956203634092914,0
ecgclass,1,1,28.8741,28.988,113.9205,113.9205,111.1131,109.6243,0.0019,1.9524,2.8074,1775956203999074464,0
ecgclass,1,1,28.94,29.0958,155.797,155.797,107.3065,105.4695,0.0017,47.7135,48.4905,1775956204110738471,0
ecgclass,1,1,29.8988,30.0134,114.5751,114.5751,111.6159,109.2561,0.0032,1.8818,2.9593,1775956205023679008,0
ecgclass,1,1,33.0566,33.1662,109.581,109.581,106.8633,105.8165,0.0015,1.9052,2.7177,1775956208181524250,0
ecgclass,1,1,33.1713,33.2783,106.9314,106.9314,104.5789,103.6855,0.0013,1.4408,2.3525,1775956208295799833,0
ecgclass,1,1,33.8961,34.0081,112.02,112.02,109.4814,108.2778,0.0014,1.8601,2.5387,1775956209020953837,0
ecgclass,1,1,34.72,34.8292,109.1402,109.1402,106.4141,105.2884,0.0015,1.8551,2.7261,1775956209844892597,0
ecgclass,1,1,34.7508,34.9352,184.3593,184.3593,105.4554,103.728,0.0026,77.9719,78.9039,1775956209951788984,0
ecgclass,1,1,36.3297,36.4402,110.4469,110.4469,107.4626,105.2382,0.0034,1.8551,2.9843,1775956211454613658,0
ecgclass,1,1,38.6876,38.7973,109.6556,109.6556,107.0068,105.8751,0.0015,1.8618,2.6488,1775956213812512423,0
ecgclass,1,1,41.6163,41.7258,109.4813,109.4813,106.7972,105.7809,0.0015,1.8523,2.6842,1775956216741156152,0
ecgclass,1,1,41.751,41.8589,107.8472,107.8472,105.8417,104.6294,0.0016,1.2109,2.0055,1775956216875240399,0
ecgclass,1,1,42.8881,43.0038,115.7041,115.7041,112.5892,109.2147,0.0033,1.9422,3.1148,1775956218013074551,0
ecgclass,1,1,43.6446,43.7547,110.1041,110.1041,107.4429,106.1654,0.0017,1.8482,2.6612,1775956218769509227,0
ecgclass,1,1,45.4316,45.5462,114.5906,114.5906,111.602,109.2347,0.0035,1.8709,2.9887,1775956220556501748,0
ecgclass,1,1,45.6144,45.7242,109.7353,109.7353,107.0786,105.7842,0.0017,1.817,2.6567,1775956220739284183,0
ecgclass,1,1,46.4881,46.6016,113.4183,113.4183,110.6506,109.1776,0.0021,1.8835,2.7677,1775956221613036852,0
ecgclass,1,1,46.569,46.7085,139.4856,139.4856,106.42,105.1837,0.0016,32.263,33.0656,1775956221724280196,0
ecgclass,1,1,46.6638,46.8144,150.6393,150.6393,105.3573,104.2106,0.0017,44.4143,45.282,1775956221831212464,0
ecgclass,1,1,46.9027,47.0115,108.7942,108.7942,106.5933,105.392,0.0017,1.3814,2.2009,1775956222027086459,0
ecgclass,1,1,47.334,47.4448,110.7929,110.7929,108.1183,105.8775,0.0034,1.5173,2.6746,1775956222458539424,0
ecgclass,1,1,47.3778,47.6371,259.2978,259.2978,191.1314,177.7947,0.0035,66.9317,68.1664,1775956222567771852,0
ecgclass,1,1,47.4177,47.6373,219.6298,219.6298,191.1314,177.7947,0.0035,27.0751,28.4983,1775956222567771852,0
ecgclass,1,1,49.9148,50.0251,110.3482,110.3482,107.5922,106.1274,0.0015,1.9145,2.756,1775956225039701333,0
ecgclass,1,1,49.9196,50.1302,210.5556,210.5556,104.718,103.7807,0.0013,105.0518,105.8376,1775956225147686535,0
ecgclass,1,1,51.0463,51.1552,108.9723,108.9723,106.31,105.2138,0.0015,1.8356,2.6623,1775956226171129617,0
ecgclass,1,1,51.8761,51.9852,109.0031,109.0031,106.3816,105.2387,0.0015,1.8365,2.6215,1775956227001002857,0
ecgclass,1,1,52.0404,52.148,107.6076,107.6076,105.1577,104.2232,0.0013,1.6458,2.4499,1775956227165044208,0
ecgclass,1,1,52.5326,52.6425,109.9305,109.9305,107.5006,106.1763,0.002,1.5552,2.4299,1775956227657130245,0
ecgclass,1,1,52.7388,52.8479,109.1278,109.1278,106.9803,105.7884,0.0017,1.4496,2.1475,1775956227863243741,0
ecgclass,1,1,53.4086,53.5243,115.6931,115.6931,112.646,110.2866,0.0033,1.8473,3.0471,1775956228533504284,0
ecgclass,1,1,53.4555,53.6325,176.9183,176.9183,107.5103,106.3226,0.0017,68.6443,69.4079,1775956228647201598,0
ecgclass,1,1,53.5896,53.7384,148.8512,148.8512,105.3622,104.2034,0.0017,42.6426,43.489,1775956228755225656,0
ecgclass,1,1,54.0159,54.1263,110.4548,110.4548,108.1128,106.2184,0.002,1.4699,2.342,1775956229140362690,0
ecgclass,1,1,54.1217,54.2331,111.3176,111.3176,106.2648,104.9142,0.002,4.1778,5.0528,1775956229248936238,0
ecgclass,1,1,56.5375,56.6471,109.5295,109.5295,106.8576,105.7601,0.0016,1.8487,2.6719,1775956231662412930,0
