task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,fifo,4114,24.2,14738.674,15245.05,28524.809,29765.269,391.329,373.857,0.003,1.065,14315.814,0.0,14347.345
vocseg,fifo,10170,59.8235,13247.137,16321.859,28274.937,29683.534,316.407,297.88,0.003,0.902,12903.024,0.0,12930.73
