task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing,1172,1.9864,37.222,34.521,54.404,77.791,31.332,30.115,0.003,0.624,3.085,0.0,5.891
vocseg,no_sharing,1177,1.9949,36.974,34.51,54.425,64.079,31.189,29.899,0.003,0.714,3.008,0.0,5.785
