task,n_requests,throughput_rps,avg_latency_ms
gestureclass,120,12.0,83.65005869418383
diasbp,120,12.0,83.67706757271662
heartrate,120,12.0,83.69647827930748
eclfore,119,11.9,84.41178994488065
sysbp,119,11.9,84.44377741612055
ecgclass,119,11.9,84.46734364950606
