req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,client_infer_submit_time,device_start_time,device_end_time,client_receive_time,client_prep_time(ms),client_submit_to_backend_start(ms),backend_exec_time(ms),backend_to_client_return(ms),end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms)
3,0.0,site2,192.168.245.195:8060,papageissvri,diasbp__app27,1776739573.0562823,1776739573.056286,1776739573.0716517,1776739573.0980906,1776739573.0994003,0.003814697265625,13.178825378417969,26.43895149230957,3.496408462524414,43.11800003051758,24.850562,0.003372,0.7981149999999999
5,0.0,site2,192.168.245.195:8030,papageissvri,etth1fore__app15,1776739573.0565689,1776739573.0565724,1776739573.072083,1776739573.1042745,1776739573.1053758,0.0035762786865234375,13.320326805114746,32.19151496887207,3.291487693786621,48.80690574645996,30.539447,0.00321,0.69916
2,0.0,site2,192.168.245.195:8040,papageissvri,diasbp__app19,1776739573.0561283,1776739573.0561326,1776739573.0714574,1776739573.1050148,1776739573.1058671,0.004291534423828125,13.181805610656738,33.55741500854492,2.9953718185424805,49.73888397216797,31.284119999999998,0.00423,1.400156
6,0.0,site2,192.168.245.195:8050,papageissvri,etth1fore__app23,1776739573.0567095,1776739573.0567129,1776739573.0725548,1776739573.1050804,1776739573.1061714,0.003337860107421875,13.686180114746094,32.52553939819336,3.246784210205078,49.46184158325195,30.463540000000002,0.0044,1.151546
4,0.0,site2,192.168.245.195:8010,papageissvri,etth1fore,1776739573.0564263,1776739573.05643,1776739573.0719962,1776739573.105379,1776739573.1065187,0.003814697265625,13.33010196685791,33.38289260864258,3.3756494522094727,50.092458724975586,31.621107000000002,0.0028569999999999997,0.901867
7,0.0,site2,192.168.245.195:8070,papageissvri,etth1fore__app31,1776739573.0568671,1776739573.0568707,1776739573.0723608,1776739573.108549,1776739573.1096163,0.0035762786865234375,13.421297073364258,36.188364028930664,3.1359195709228516,52.7491569519043,34.529166000000004,0.002963,0.73666
0,0.0,site2,192.168.245.195:8000,papageissvri,diasbp,1776739573.0557504,1776739573.0557556,1776739573.0711672,1776739573.1101067,1776739573.1110733,0.005245208740234375,13.139724731445312,38.939476013183594,3.2384395599365234,55.322885513305664,37.336235,0.003327,0.772965
1,0.0,site2,192.168.245.195:8020,papageissvri,diasbp__app11,1776739573.0559604,1776739573.0559654,1776739573.071386,1776739573.115575,1776739573.1237242,0.0050067901611328125,13.219714164733887,44.1889762878418,10.35010814666748,67.7638053894043,42.403965,0.002937,0.9041509999999999
12,0.0,site2,192.168.245.193:8000,momentbase,heartrate,1776739573.0595605,1776739573.0595639,1776739573.0776968,1776739573.1414165,1776739573.1435225,0.003337860107421875,16.735196113586426,63.719749450683594,3.5036802291870117,83.96196365356445,49.928502,0.0052959999999999995,12.872774
13,0.0,site2,192.168.245.193:8040,momentbase,heartrate__app17,1776739573.059702,1776739573.0597053,1776739573.0770574,1776739573.1465678,1776739573.1485803,0.003337860107421875,16.082406044006348,69.51045989990234,3.28218936920166,88.87839317321777,58.751549,0.0034549999999999997,10.073235
14,0.0,site2,192.168.245.193:8060,momentbase,heartrate__app25,1776739573.0598361,1776739573.0598392,1776739573.0809789,1776739573.1482468,1776739573.1502073,0.0030994415283203125,19.9282169342041,67.26789474487305,3.1719207763671875,90.37113189697266,57.812037,0.0027879999999999997,8.856311
15,0.0,site2,192.168.245.193:8020,momentbase,heartrate__app9,1776739573.059986,1776739573.0599897,1776739573.0802674,1776739573.1512666,1776739573.153229,0.0035762786865234375,19.128799438476562,70.9991455078125,3.1113624572753906,93.24288368225098,63.67911800000001,0.00386,6.566624
26,0.0,site2,192.168.245.193:8050,momentbase,sysbp__app21,1776739573.0662758,1776739573.0662801,1776739573.0897324,1776739573.152913,1776739573.1549056,0.004291534423828125,22.310972213745117,63.18068504333496,3.1337738037109375,88.62972259521484,58.094500000000004,0.003453,4.4086300000000005
24,0.0,site2,192.168.245.193:8010,momentbase,sysbp,1776739573.0659735,1776739573.0659776,1776739573.0866249,1776739573.1530793,1776739573.1550395,0.0040531158447265625,19.29187774658203,66.45441055297852,3.3156871795654297,89.0660285949707,64.12101700000001,0.002386,1.622825
27,0.0,site2,192.168.245.193:8070,momentbase,sysbp__app29,1776739573.0664248,1776739573.0664284,1776739573.0900817,1776739573.153001,1776739573.1551547,0.0035762786865234375,22.559404373168945,62.91937828063965,3.247499465942383,88.7298583984375,59.399530999999996,0.002152,2.931411
25,0.0,site2,192.168.245.193:8030,momentbase,sysbp__app13,1776739573.0661244,1776739573.0661294,1776739573.092242,1776739573.1539438,1776739573.1558974,0.0050067901611328125,24.827241897583008,61.70177459716797,3.2389163970947266,89.77293968200684,60.225366,0.00245,0.736306
20,0.0,site2,192.168.245.191:8000,dinosmall,nyudepth,1776739573.0629852,1776739573.0629892,1776739573.123639,1776739573.1572368,1776739573.1827297,0.0040531158447265625,41.45336151123047,33.597707748413086,44.68941688537598,119.74453926086426,28.881615,0.003307,3.449111
31,0.0,site2,192.168.245.191:8070,dinosmall,vocseg__app28,1776739573.0687664,1776739573.068771,1776739573.1308599,1776739573.1609957,1776739573.193421,0.0045299530029296875,38.76805305480957,30.1358699798584,55.74607849121094,124.65453147888184,25.790318,0.003535,3.5840669999999997
30,0.0,site2,192.168.245.191:8050,dinosmall,vocseg__app20,1776739573.0679944,1776739573.0679986,1776739573.1483722,1776739573.1753035,1776739573.2033753,0.004291534423828125,57.92236328125,26.931285858154297,50.52304267883301,135.38098335266113,21.822863,0.0035889999999999997,4.214608
22,0.0,site2,192.168.245.191:8060,dinosmall,nyudepth__app24,1776739573.064496,1776739573.0645013,1776739573.1374986,1776739573.194926,1776739573.2152238,0.005245208740234375,51.57804489135742,57.427406311035156,41.7170524597168,150.7277488708496,45.752492,0.005580999999999999,10.422943
29,0.0,site2,192.168.245.191:8030,dinosmall,vocseg__app12,1776739573.0672812,1776739573.067285,1776739573.1626267,1776739573.224621,1776739573.2393289,0.003814697265625,65.40536880493164,61.994314193725586,44.64411735534668,172.04761505126953,51.462916,0.0053,9.176633
8,0.0,site2,192.168.245.194:8010,swinsmall,eurosatclass,1776739573.0570066,1776739573.05701,1776739573.1060357,1776739573.2387373,1776739573.2444577,0.003337860107421875,26.143908500671387,132.70163536071777,28.602242469787598,187.45112419128418,121.458558,0.002392,10.593092
32,0.06327305120725943,site2,192.168.245.191:8000,dinosmall,nyudepth,1776739573.1141527,1776739573.1141596,1776739573.1635296,1776739573.2286015,1776739573.2506008,0.0069141387939453125,30.173540115356445,65.07182121276855,41.19586944580078,136.44814491271973,57.119054000000006,0.002448,7.182376
23,0.0,site2,192.168.245.191:8020,dinosmall,nyudepth__app8,1776739573.065228,1776739573.0652323,1776739573.1692102,1776739573.2286828,1776739573.2595718,0.004291534423828125,76.16674900054932,59.47256088256836,58.70020389556885,194.34380531311035,54.434963,0.002718,4.302747
28,0.0,site2,192.168.245.191:8010,dinosmall,vocseg,1776739573.0665793,1776739573.0665832,1776739573.1671646,1776739573.228742,1776739573.2686143,0.003814697265625,74.32699203491211,61.57732009887695,66.12682342529297,202.03495025634766,55.23939,0.002735,5.630935
21,0.0,site2,192.168.245.191:8040,dinosmall,nyudepth__app16,1776739573.0637233,1776739573.0637279,1776739573.1692648,1776739573.2287729,1776739573.2768657,0.0045299530029296875,80.70778846740723,59.50808525085449,72.9219913482666,213.14239501953125,56.062279,0.004011,2.667998
41,0.13945438589517303,site2,192.168.245.195:8030,papageissvri,etth1fore__app15,1776739573.2064896,1776739573.2064931,1776739573.2091691,1776739573.2405899,1776739573.2794602,0.0035762786865234375,0.4857778549194336,31.42070770263672,41.060566902160645,72.97062873840332,29.872813,0.00282,0.68313
