task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
vocseg,stfq,124,3.1,172.567,104.314,432.86,524.826,104.712,101.908,0.003,1.721,64.492,0.0,67.855
nyudepth,stfq,569,14.225,9588.615,10020.378,18390.26,19094.088,153.657,150.723,0.003,0.728,9429.909,0.0,9434.958
