task,send_elapsed_s,latency_ms,server_exec_ms,worker_id
ecgclass,0.0002,366.117,364.026,0
ecgclass__app1,0.0003,437.312,92.750,0
ecgclass__app2,0.0004,440.852,96.553,0
ecgclass__app3,0.0005,444.492,100.277,0
ecgclass__app4,0.0005,448.975,104.823,0
ecgclass__app5,0.0006,452.672,108.594,0
ecgclass__app6,0.0007,457.510,113.500,0
ecgclass__app7,0.0007,462.155,118.130,0
ecgclass__app5,0.4533,99.179,90.523,0
ecgclass__app2,0.4413,111.873,91.222,0
ecgclass__app1,0.4377,115.594,91.342,0
ecgclass__app4,0.4495,104.553,92.008,0
ecgclass__app3,0.4450,109.298,92.251,0
ecgclass,0.3663,188.572,92.977,0
ecgclass__app6,0.4582,96.991,93.196,0
ecgclass__app7,0.4629,118.464,31.223,0
ecgclass,0.5549,116.939,90.811,0
ecgclass__app5,0.5525,119.889,91.269,0
ecgclass__app3,0.5543,118.408,91.596,0
ecgclass__app6,0.5552,117.627,91.738,0
ecgclass__app2,0.5532,120.678,92.881,0
ecgclass__app1,0.5533,120.773,92.949,0
ecgclass__app4,0.5541,120.141,93.226,0
ecgclass__app7,0.5814,119.347,31.993,0
ecgclass__app2,0.6739,118.116,91.614,0
ecgclass__app1,0.6740,118.634,92.129,0
ecgclass__app4,0.6742,118.559,92.251,0
ecgclass__app3,0.6727,120.472,92.943,0
ecgclass__app5,0.6724,121.064,93.168,0
ecgclass__app6,0.6728,120.889,93.440,0
ecgclass,0.6719,121.915,93.508,0
ecgclass__app7,0.7007,120.077,30.155,0
ecgclass__app3,0.7932,117.470,90.490,0
ecgclass__app6,0.7937,117.641,90.795,0
ecgclass__app5,0.7935,118.015,90.931,0
ecgclass__app1,0.7927,119.563,91.800,0
ecgclass,0.7938,118.711,91.909,0
ecgclass__app2,0.7920,120.590,91.939,0
ecgclass__app4,0.7928,120.054,92.183,0
ecgclass__app7,0.8208,118.163,30.450,0
ecgclass,0.9125,118.830,92.678,0
ecgclass__app6,0.9114,120.105,92.765,0
ecgclass__app4,0.9129,118.830,92.797,0
ecgclass__app5,0.9115,120.607,93.593,0
ecgclass__app3,0.9107,121.693,93.807,0
ecgclass__app1,0.9123,120.348,94.181,0
ecgclass__app2,0.9126,121.308,95.580,0
ecgclass__app7,0.9390,120.721,31.198,0
ecgclass__app3,1.0324,116.820,89.700,0
ecgclass__app1,1.0326,117.056,90.092,0
ecgclass__app6,1.0315,118.588,90.314,0
ecgclass__app4,1.0317,118.630,90.777,0
ecgclass,1.0314,119.485,91.025,0
ecgclass__app2,1.0339,117.248,91.567,0
ecgclass__app5,1.0321,119.221,91.599,0
ecgclass__app7,1.0597,117.404,30.867,0
ecgclass__app1,1.1497,118.999,92.178,0
ecgclass,1.1509,118.241,92.682,0
ecgclass__app6,1.1501,119.633,92.930,0
ecgclass__app4,1.1504,119.451,93.209,0
ecgclass__app3,1.1492,121.242,94.069,0
ecgclass__app5,1.1513,120.120,95.161,0
ecgclass__app2,1.1512,120.553,95.401,0
ecgclass__app7,1.1771,120.530,31.330,0
ecgclass__app3,1.2705,118.352,91.843,0
ecgclass,1.2691,119.873,91.918,0
ecgclass__app5,1.2715,117.779,91.999,0
ecgclass__app1,1.2687,120.709,92.053,0
ecgclass__app2,1.2717,118.068,92.846,0
ecgclass__app4,1.2698,120.042,92.916,0
ecgclass__app6,1.2697,120.306,93.201,0
ecgclass__app7,1.2977,118.391,29.485,0
ecgclass__app6,1.3900,117.875,92.254,0
ecgclass__app1,1.3894,119.776,93.423,0
ecgclass__app4,1.3899,119.462,93.516,0
ecgclass,1.3890,120.696,93.650,0
ecgclass__app2,1.3898,120.018,93.745,0
ecgclass__app3,1.3889,121.295,94.301,0
ecgclass__app5,1.3892,120.975,94.541,0
ecgclass__app7,1.4161,120.393,30.834,0
ecgclass__app3,1.5102,116.756,91.000,0
ecgclass__app1,1.5092,118.145,91.320,0
ecgclass,1.5097,118.190,91.813,0
ecgclass__app5,1.5102,117.990,92.050,0
ecgclass__app2,1.5098,118.472,92.141,0
ecgclass__app6,1.5079,120.549,92.170,0
ecgclass__app4,1.5093,119.368,92.207,0
ecgclass__app7,1.5365,119.031,31.472,0
ecgclass__app4,1.6287,116.969,90.622,0
ecgclass__app3,1.6269,119.262,90.946,0
ecgclass__app2,1.6283,118.171,91.146,0
ecgclass__app5,1.6282,119.038,92.118,0
ecgclass,1.6279,119.622,92.407,0
ecgclass__app6,1.6285,119.503,92.896,0
ecgclass__app1,1.6274,120.805,92.933,0
ecgclass__app7,1.6555,119.984,32.196,0
ecgclass__app1,1.7482,116.857,90.117,0
ecgclass__app2,1.7465,119.085,90.660,0
ecgclass__app6,1.7480,118.087,91.059,0
ecgclass__app5,1.7473,119.031,91.094,0
ecgclass__app3,1.7462,120.336,91.680,0
ecgclass__app4,1.7457,122.108,93.001,0
ecgclass,1.7475,120.492,93.260,0
ecgclass__app7,1.7755,118.622,32.049,0
ecgclass__app4,1.8678,115.324,89.318,0
ecgclass__app5,1.8663,117.404,90.312,0
ecgclass__app6,1.8661,118.223,90.733,0
ecgclass__app2,1.8656,118.986,90.996,0
ecgclass__app1,1.8651,120.458,91.993,0
ecgclass__app3,1.8666,119.680,92.828,0
ecgclass,1.8680,118.401,92.855,0
ecgclass__app7,1.8942,117.735,30.782,0
ecgclass__app3,1.9862,117.056,91.640,0
ecgclass__app2,1.9846,119.015,91.978,0
ecgclass,1.9865,117.636,92.386,0
ecgclass__app6,1.9843,119.847,92.483,0
ecgclass__app5,1.9837,120.740,92.576,0
ecgclass__app1,1.9855,119.226,92.609,0
ecgclass__app4,1.9832,121.852,92.641,0
ecgclass__app7,2.0119,118.553,30.620,0
ecgclass__app5,2.1045,118.309,92.788,0
ecgclass,2.1041,119.994,93.492,0
ecgclass__app4,2.1050,119.342,93.694,0
ecgclass__app3,2.1033,121.361,93.886,0
ecgclass__app6,2.1042,120.605,93.999,0
ecgclass__app2,2.1036,121.464,94.069,0
ecgclass__app1,2.1048,120.381,94.146,0
ecgclass__app7,2.1305,120.363,30.178,0
ecgclass__app5,2.2228,118.700,91.227,0
ecgclass__app6,2.2248,117.560,91.534,0
ecgclass__app3,2.2247,118.045,91.956,0
ecgclass,2.2241,118.745,92.069,0
ecgclass__app4,2.2244,118.535,92.201,0
ecgclass__app1,2.2252,118.534,93.454,0
ecgclass__app2,2.2251,118.940,93.671,0
ecgclass__app7,2.2509,118.919,31.006,0
ecgclass,2.3429,116.623,90.286,0
ecgclass__app5,2.3415,118.862,91.161,0
ecgclass__app4,2.3429,118.910,92.284,0
ecgclass__app2,2.3440,118.182,92.549,0
ecgclass__app3,2.3428,119.523,92.586,0
ecgclass__app1,2.3437,118.759,92.689,0
ecgclass__app6,2.3424,120.165,92.767,0
ecgclass__app7,2.3698,119.473,31.796,0
ecgclass__app3,2.4623,116.973,90.429,0
ecgclass__app4,2.4618,118.208,90.876,0
ecgclass__app1,2.4625,117.671,91.089,0
ecgclass,2.4595,120.963,91.299,0
ecgclass__app5,2.4604,120.293,91.907,0
ecgclass__app2,2.4622,119.624,93.215,0
ecgclass__app6,2.4626,119.655,93.663,0
ecgclass__app7,2.4893,119.095,31.627,0
ecgclass__app4,2.5801,118.373,90.490,0
ecgclass__app2,2.5819,117.545,91.315,0
ecgclass,2.5805,119.242,91.619,0
ecgclass__app3,2.5793,120.526,91.646,0
ecgclass__app1,2.5802,120.462,92.778,0
ecgclass__app5,2.5807,120.115,92.814,0
ecgclass__app6,2.5822,119.032,93.509,0
ecgclass__app7,2.6084,118.796,31.596,0
ecgclass__app6,2.7013,119.936,94.118,0
ecgclass,2.6997,121.628,94.208,0
ecgclass__app2,2.6994,122.204,94.275,0
ecgclass__app3,2.6998,122.201,94.907,0
ecgclass__app5,2.7009,121.252,95.139,0
ecgclass__app4,2.6985,123.699,95.256,0
ecgclass__app1,2.7006,122.492,96.467,0
ecgclass__app7,2.7272,122.272,31.600,0
ecgclass__app3,2.8220,120.367,92.968,0
ecgclass,2.8214,121.175,93.318,0
ecgclass__app2,2.8216,121.342,93.888,0
ecgclass__app1,2.8231,119.941,94.058,0
ecgclass__app6,2.8212,122.393,94.785,0
ecgclass__app4,2.8222,121.749,94.951,0
