task,send_time_s,latency_ms
gestureclass,0.0002,393.253
gestureclass,0.0088,499.895
gestureclass,0.0124,496.281
gestureclass,0.0560,452.721
gestureclass,0.0586,523.957
gestureclass,0.0621,520.484
gestureclass,0.0686,513.982
gestureclass,0.0882,564.659
gestureclass,0.0959,557.014
gestureclass,0.1106,542.342
gestureclass,0.1532,573.528
gestureclass,0.1839,542.906
gestureclass,0.2077,519.099
gestureclass,0.2103,647.709
gestureclass,0.2349,623.167
gestureclass,0.2432,614.914
gestureclass,0.2457,709.041
gestureclass,0.2541,700.619
gestureclass,0.2557,699.060
gestureclass,0.2732,753.165
gestureclass,0.2928,733.588
gestureclass,0.2995,726.962
gestureclass,0.2996,822.842
gestureclass,0.3543,768.232
gestureclass,0.3709,751.559
gestureclass,0.3999,793.506
gestureclass,0.4123,781.154
gestureclass,0.4408,752.694
gestureclass,0.4736,789.914
gestureclass,0.4752,788.344
gestureclass,0.5838,679.821
gestureclass,0.5982,736.423
gestureclass,0.6256,708.966
gestureclass,0.6301,704.538
gestureclass,0.6505,804.778
gestureclass,0.6561,799.233
gestureclass,0.6886,766.737
gestureclass,0.6971,880.179
gestureclass,0.7136,863.661
gestureclass,0.7242,853.051
gestureclass,0.7390,934.147
gestureclass,0.7477,925.432
gestureclass,0.7603,912.812
gestureclass,0.7604,983.146
gestureclass,0.7932,950.415
gestureclass,0.8426,900.952
gestureclass,0.8545,1011.047
gestureclass,0.9227,942.847
gestureclass,0.9261,939.492
gestureclass,0.9820,976.540
gestureclass,0.9894,969.094
gestureclass,1.0018,956.698
gestureclass,1.0510,1046.531
gestureclass,1.0534,1044.134
gestureclass,1.0578,1039.834
gestureclass,1.0851,1132.456
gestureclass,1.1039,1113.720
gestureclass,1.1093,1108.340
gestureclass,1.1199,1219.022
gestureclass,1.1337,1205.295
gestureclass,1.1711,1167.873
gestureclass,1.1785,1231.127
gestureclass,1.1935,1216.156
gestureclass,1.2008,1208.827
gestureclass,1.2072,1298.784
gestureclass,1.2496,1256.430
gestureclass,1.2610,1245.002
gestureclass,1.2877,1309.618
gestureclass,1.2941,1303.223
gestureclass,1.2975,1299.857
gestureclass,1.3209,1396.521
gestureclass,1.3491,1368.279
gestureclass,1.3681,1349.403
gestureclass,1.3915,1469.480
gestureclass,1.4116,1449.395
gestureclass,1.4340,1426.995
gestureclass,1.4785,1487.154
gestureclass,1.5356,1430.138
gestureclass,1.5482,1417.522
gestureclass,1.5508,1534.197
gestureclass,1.5784,1506.570
gestureclass,1.5957,1489.248
gestureclass,1.6437,1581.386
gestureclass,1.6651,1559.976
gestureclass,1.6675,1557.590
gestureclass,1.6893,1673.725
gestureclass,1.7008,1662.296
gestureclass,1.7022,1660.882
gestureclass,1.7076,1763.582
gestureclass,1.7772,1693.970
gestureclass,1.7857,1685.577
gestureclass,1.7907,1776.650
gestureclass,1.8011,1766.361
gestureclass,1.8409,1726.493
gestureclass,1.8624,1782.985
gestureclass,1.8668,1778.699
gestureclass,1.8668,1778.618
gestureclass,1.8752,1856.093
gestureclass,1.8786,1852.741
gestureclass,1.9204,1810.920
gestureclass,1.9218,1931.319
gestureclass,1.9355,1917.633
gestureclass,1.9562,1896.940
gestureclass,2.0137,1936.594
gestureclass,2.0192,1931.156
gestureclass,2.0546,1895.740
gestureclass,2.0694,1976.523
gestureclass,2.1041,1941.964
gestureclass,2.1115,1934.619
gestureclass,2.1179,2008.245
gestureclass,2.1233,2002.872
gestureclass,2.1436,1982.569
gestureclass,2.1580,2113.755
gestureclass,2.1745,2097.273
gestureclass,2.1993,2072.507
gestureclass,2.2228,2201.216
gestureclass,2.2436,2180.461
gestureclass,2.2715,2152.573
gestureclass,2.2718,2224.179
gestureclass,2.3037,2192.334
gestureclass,2.3282,2167.838
gestureclass,2.3387,2227.767
gestureclass,2.3421,2224.330
gestureclass,2.3565,2209.937
gestureclass,2.3970,2239.815
gestureclass,2.4035,2233.344
gestureclass,2.4323,2204.542
gestureclass,2.4916,2215.930
gestureclass,2.4991,2208.479
gestureclass,2.5857,2121.859
gestureclass,2.5861,2200.503
gestureclass,2.5874,2199.165
gestureclass,2.6245,2162.175
gestureclass,2.6389,2275.948
gestureclass,2.6493,2265.520
