task,send_time_s,latency_ms
ecgclass,0.0001,393.616
ecgclass,0.2416,199.789
ecgclass,0.4751,37.153
ecgclass,0.7137,48.235
ecgclass,0.7413,109.983
ecgclass,0.7500,101.326
ecgclass,0.8953,54.231
ecgclass,1.0366,53.109
ecgclass,1.3490,55.487
ecgclass,1.3567,98.965
ecgclass,1.4608,54.514
ecgclass,1.4682,98.686
ecgclass,1.5770,49.550
ecgclass,1.7498,52.979
ecgclass,1.7891,68.186
ecgclass,1.9120,49.140
ecgclass,1.9271,110.267
ecgclass,1.9368,100.579
ecgclass,1.9683,123.862
ecgclass,2.0580,85.747
ecgclass,2.0997,95.376
ecgclass,2.2242,52.289
ecgclass,2.2470,81.536
ecgclass,2.4309,52.593
ecgclass,2.5533,47.611
ecgclass,2.6200,53.304
ecgclass,2.6608,59.486
ecgclass,2.7060,88.874
ecgclass,2.7134,81.462
ecgclass,2.7316,117.711
ecgclass,2.7994,119.134
ecgclass,2.8391,79.453
ecgclass,2.9655,49.664
ecgclass,3.0363,49.119
ecgclass,3.0594,77.043
ecgclass,3.1055,85.357
ecgclass,3.1697,64.375
ecgclass,3.2051,80.637
ecgclass,3.2362,101.036
ecgclass,3.3244,56.795
ecgclass,3.3539,81.614
ecgclass,3.4875,51.034
ecgclass,3.6272,45.285
ecgclass,3.7356,55.151
ecgclass,3.7421,100.399
ecgclass,3.8563,52.121
ecgclass,3.9916,53.778
ecgclass,4.1030,45.481
ecgclass,4.1313,69.055
ecgclass,4.1640,109.459
ecgclass,4.1803,93.179
ecgclass,4.2155,159.415
ecgclass,4.2179,157.037
ecgclass,4.2344,140.488
ecgclass,4.3663,59.033
ecgclass,4.7652,43.804
ecgclass,4.8231,52.510
ecgclass,4.8500,70.109
ecgclass,4.8898,80.578
ecgclass,4.9263,121.665
ecgclass,4.9389,109.167
ecgclass,5.0475,52.589
ecgclass,5.1846,54.400
ecgclass,5.3362,52.562
ecgclass,5.8670,55.056
ecgclass,6.0771,49.829
ecgclass,6.2428,50.535
ecgclass,6.3463,52.840
ecgclass,6.4053,54.537
ecgclass,6.4099,98.986
ecgclass,6.5062,54.524
ecgclass,6.5679,45.043
ecgclass,6.7182,51.469
ecgclass,6.9217,51.715
ecgclass,6.9543,94.856
ecgclass,6.9600,89.222
ecgclass,7.0523,54.746
ecgclass,7.3073,51.968
ecgclass,7.3893,51.450
ecgclass,7.6028,48.202
ecgclass,7.6782,54.519
ecgclass,7.8097,50.631
ecgclass,7.8381,100.089
ecgclass,7.8526,85.665
ecgclass,7.8654,170.347
ecgclass,7.8777,158.043
ecgclass,7.8834,152.468
ecgclass,8.0545,47.547
ecgclass,8.0999,56.448
ecgclass,8.1391,69.126
ecgclass,8.2332,53.385
ecgclass,8.2499,90.720
ecgclass,8.4420,51.592
ecgclass,8.5711,46.560
ecgclass,8.6045,67.342
ecgclass,8.6248,98.581
ecgclass,8.6775,144.834
ecgclass,8.7087,113.704
ecgclass,8.7162,106.257
ecgclass,8.7655,108.947
ecgclass,8.9909,49.633
ecgclass,9.0919,48.885
ecgclass,9.4008,45.078
ecgclass,9.6052,52.160
ecgclass,9.7168,51.475
ecgclass,9.9014,44.412
ecgclass,9.9744,52.644
