task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,fifo,4114,24.2,21241.088,21761.264,40671.329,41985.322,444.296,436.361,0.003,0.538,20771.182,0.0,20796.793
vocseg,fifo,10170,59.8235,20818.07,23843.272,41079.748,42045.978,412.886,390.682,0.003,1.05,20371.076,0.0,20405.184
