task,condition,elapsed_sec,latency_ms,server_exec_ms,server_start_ns
ecgclass,single_ecgclass,0.0001,285.8906,284.3897,1775516271267744533
ecgclass,single_ecgclass,0.0305,296.9561,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.0601,267.7288,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.0896,238.3702,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.0932,234.8094,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.0946,233.4402,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.1139,214.2091,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.1304,198.1969,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.1688,159.7962,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.1704,158.268,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.1827,145.8998,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.1841,144.5091,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.1984,130.399,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.2188,110.0321,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.2242,104.7533,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.2395,89.4144,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.2419,87.0714,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.2421,86.8096,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.2465,82.526,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.2579,71.1462,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.2632,65.886,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.2785,50.5865,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.2818,47.302,31.2065,1775516271562367375
ecgclass,single_ecgclass,0.3051,46.0703,16.1895,1775516271601105985
ecgclass,single_ecgclass,0.3194,31.7192,16.1895,1775516271601105985
ecgclass,single_ecgclass,0.3274,23.8454,16.1895,1775516271601105985
ecgclass,single_ecgclass,0.3333,36.1855,12.1509,1775516271623496369
ecgclass,single_ecgclass,0.3389,30.6332,12.1509,1775516271623496369
ecgclass,single_ecgclass,0.3391,30.5083,12.1509,1775516271623496369
ecgclass,single_ecgclass,0.3424,27.288,12.1509,1775516271623496369
ecgclass,single_ecgclass,0.3507,18.9888,12.1509,1775516271623496369
ecgclass,single_ecgclass,0.3553,31.9521,12.9493,1775516271640623449
ecgclass,single_ecgclass,0.3708,16.6893,12.9493,1775516271640623449
ecgclass,single_ecgclass,0.3811,26.5532,13.2396,1775516271660538673
ecgclass,single_ecgclass,0.3834,24.2109,13.2396,1775516271660538673
ecgclass,single_ecgclass,0.3886,19.021,13.2396,1775516271660538673
ecgclass,single_ecgclass,0.3969,29.53,12.1264,1775516271680443987
ecgclass,single_ecgclass,0.4013,25.1722,12.1264,1775516271680443987
ecgclass,single_ecgclass,0.4056,20.9153,12.1264,1775516271680443987
ecgclass,single_ecgclass,0.4157,31.8611,12.2156,1775516271701672120
ecgclass,single_ecgclass,0.4201,27.6196,12.2156,1775516271701672120
ecgclass,single_ecgclass,0.4366,27.559,11.2886,1775516271719167096
ecgclass,single_ecgclass,0.4538,28.0468,10.9765,1775516271737132904
ecgclass,single_ecgclass,0.4673,32.7079,11.4993,1775516271754695864
ecgclass,single_ecgclass,0.4688,31.1956,11.4993,1775516271754695864
ecgclass,single_ecgclass,0.4829,34.127,11.9509,1775516271771300811
ecgclass,single_ecgclass,0.4992,37.1947,13.4995,1775516271789183515
ecgclass,single_ecgclass,0.5141,22.4226,13.4995,1775516271789183515
ecgclass,single_ecgclass,0.5169,19.6733,13.4995,1775516271789183515
ecgclass,single_ecgclass,0.5212,32.2299,12.058,1775516271807680186
ecgclass,single_ecgclass,0.5235,30.1237,12.058,1775516271807680186
ecgclass,single_ecgclass,0.5278,25.7909,12.058,1775516271807680186
ecgclass,single_ecgclass,0.5279,26.047,12.058,1775516271807680186
ecgclass,single_ecgclass,0.5294,24.507,12.058,1775516271807680186
ecgclass,single_ecgclass,0.5466,22.6574,11.0742,1775516271824537135
ecgclass,single_ecgclass,0.5965,12.7726,11.5024,1775516271864052149
ecgclass,single_ecgclass,0.603,23.7124,12.4202,1775516271880530461
ecgclass,single_ecgclass,0.6063,20.4582,12.4202,1775516271880530461
ecgclass,single_ecgclass,0.6114,32.8126,11.9539,1775516271898394344
ecgclass,single_ecgclass,0.6168,27.3983,11.9539,1775516271898394344
ecgclass,single_ecgclass,0.6181,26.1576,11.9539,1775516271898394344
ecgclass,single_ecgclass,0.6319,28.5666,11.4864,1775516271915286174
ecgclass,single_ecgclass,0.6484,31.3919,11.548,1775516271934543429
ecgclass,single_ecgclass,0.6676,28.7478,11.1199,1775516271951464420
ecgclass,single_ecgclass,0.7334,13.2675,11.9492,1775516272000987329
ecgclass,single_ecgclass,0.7608,15.3372,11.5208,1775516272030869606
ecgclass,single_ecgclass,0.7813,12.1832,10.9955,1775516272048630085
ecgclass,single_ecgclass,0.7933,16.613,11.6204,1775516272064545461
ecgclass,single_ecgclass,0.8016,26.0515,11.6454,1775516272082214186
ecgclass,single_ecgclass,0.8016,26.0446,11.6454,1775516272082214186
ecgclass,single_ecgclass,0.814,30.6571,11.6574,1775516272099220851
ecgclass,single_ecgclass,0.8213,23.3359,11.6574,1775516272099220851
ecgclass,single_ecgclass,0.8418,19.2883,11.4249,1775516272115915122
ecgclass,single_ecgclass,0.8662,12.3484,11.4458,1775516272133385048
ecgclass,single_ecgclass,0.8694,26.5594,11.708,1775516272150487987
ecgclass,single_ecgclass,0.8707,25.3384,11.708,1775516272150487987
ecgclass,single_ecgclass,0.8816,32.9139,11.6876,1775516272169012349
ecgclass,single_ecgclass,0.9143,14.3328,11.6874,1775516272183318975
ecgclass,single_ecgclass,0.9247,21.9483,11.386,1775516272201515643
ecgclass,single_ecgclass,0.9507,17.8781,11.451,1775516272223460287
ecgclass,single_ecgclass,0.9611,25.8813,13.1588,1775516272240176409
ecgclass,single_ecgclass,0.9767,31.8789,12.3756,1775516272262512541
ecgclass,single_ecgclass,0.98,28.9831,12.3756,1775516272262512541
ecgclass,single_ecgclass,0.9824,26.6225,12.3756,1775516272262512541
ecgclass,single_ecgclass,0.9837,25.3816,12.3756,1775516272262512541
ecgclass,single_ecgclass,0.9851,24.0765,12.3756,1775516272262512541
ecgclass,single_ecgclass,0.9853,23.828,12.3756,1775516272262512541
ecgclass,single_ecgclass,1.0071,25.1007,12.016,1775516272286326638
ecgclass,single_ecgclass,1.0133,18.9323,12.016,1775516272286326638
ecgclass,single_ecgclass,1.0176,32.7635,11.8947,1775516272304624101
ecgclass,single_ecgclass,1.0298,20.5665,11.8947,1775516272304624101
ecgclass,single_ecgclass,1.032,18.4486,11.8947,1775516272304624101
ecgclass,single_ecgclass,1.0555,16.0944,11.2422,1775516272326580445
ecgclass,single_ecgclass,1.0715,20.5274,11.9841,1775516272346325942
ecgclass,single_ecgclass,1.0758,34.8778,12.1561,1775516272364775501
ecgclass,single_ecgclass,1.0781,32.7461,12.1561,1775516272364775501
ecgclass,single_ecgclass,1.0856,25.279,12.1561,1775516272364775501
ecgclass,single_ecgclass,1.0889,22.0826,12.1561,1775516272364775501
ecgclass,single_ecgclass,1.0902,20.7632,12.1561,1775516272364775501
ecgclass,single_ecgclass,1.0961,31.5726,11.9984,1775516272381966085
ecgclass,single_ecgclass,1.1251,17.3562,11.9336,1775516272396818704
ecgclass,single_ecgclass,1.1378,21.8797,10.9886,1775516272414943209
ecgclass,single_ecgclass,1.1757,11.8945,10.8877,1775516272443062888
ecgclass,single_ecgclass,1.2017,11.9936,11.0366,1775516272469001199
ecgclass,single_ecgclass,1.2148,16.1066,11.0131,1775516272486230224
ecgclass,single_ecgclass,1.2381,13.0587,11.5745,1775516272505929859
ecgclass,single_ecgclass,1.2487,20.7341,12.1425,1775516272523589633
ecgclass,single_ecgclass,1.2613,25.13,11.8858,1775516272540669381
ecgclass,single_ecgclass,1.2656,20.7925,11.8858,1775516272540669381
ecgclass,single_ecgclass,1.268,18.5161,11.8858,1775516272540669381
ecgclass,single_ecgclass,1.2946,13.3369,12.3546,1775516272561890073
ecgclass,single_ecgclass,1.2969,32.5255,12.2312,1775516272583177829
ecgclass,single_ecgclass,1.2992,30.2567,12.2312,1775516272583177829
ecgclass,single_ecgclass,1.3034,26.0184,12.2312,1775516272583177829
ecgclass,single_ecgclass,1.3151,32.5296,12.0134,1775516272601773464
ecgclass,single_ecgclass,1.3206,27.1139,12.0134,1775516272601773464
ecgclass,single_ecgclass,1.3289,18.8303,12.0134,1775516272601773464
ecgclass,single_ecgclass,1.3558,15.3425,11.6786,1775516272625775140
ecgclass,single_ecgclass,1.3752,12.1548,11.1966,1775516272642492312
ecgclass,single_ecgclass,1.3895,19.5107,11.6295,1775516272663668662
ecgclass,single_ecgclass,1.3918,35.7988,12.2242,1775516272681605239
ecgclass,single_ecgclass,1.4071,20.5567,12.2242,1775516272681605239
ecgclass,single_ecgclass,1.4121,34.8868,12.6698,1775516272700384272
ecgclass,single_ecgclass,1.4135,33.6976,12.6698,1775516272700384272
ecgclass,single_ecgclass,1.4188,28.429,12.6698,1775516272700384272
ecgclass,single_ecgclass,1.4201,27.164,12.6698,1775516272700384272
ecgclass,single_ecgclass,1.4317,35.7077,11.5415,1775516272722097236
ecgclass,single_ecgclass,1.443,24.4391,11.5415,1775516272722097236
ecgclass,single_ecgclass,1.4467,39.2301,11.8958,1775516272740276333
ecgclass,single_ecgclass,1.4472,38.7464,11.8958,1775516272740276333
ecgclass,single_ecgclass,1.4816,23.6986,11.6599,1775516272759920306
ecgclass,single_ecgclass,1.4921,32.6715,11.8263,1775516272779270495
ecgclass,single_ecgclass,1.5104,32.2547,12.4456,1775516272796478029
ecgclass,single_ecgclass,1.5146,28.0385,12.4456,1775516272796478029
ecgclass,single_ecgclass,1.5359,25.9464,11.8223,1775516272816307199
ecgclass,single_ecgclass,1.5568,23.9303,12.0824,1775516272834865123
ecgclass,single_ecgclass,1.5571,23.6638,12.0824,1775516272834865123
ecgclass,single_ecgclass,1.6259,12.5644,11.425,1775516272893304688
ecgclass,single_ecgclass,1.6333,20.2084,11.4342,1775516272908429959
ecgclass,single_ecgclass,1.6525,24.6396,13.494,1775516272929916793
ecgclass,single_ecgclass,1.6546,22.5863,13.494,1775516272929916793
ecgclass,single_ecgclass,1.6669,34.5154,12.7473,1775516272955019978
ecgclass,single_ecgclass,1.6703,31.2068,12.7473,1775516272955019978
ecgclass,single_ecgclass,1.6913,29.7506,12.0379,1775516272975275018
ecgclass,single_ecgclass,1.6966,24.5059,12.0379,1775516272975275018
ecgclass,single_ecgclass,1.7056,34.8489,12.4372,1775516272994331404
ecgclass,single_ecgclass,1.7129,27.688,12.4372,1775516272994331404
ecgclass,single_ecgclass,1.7222,18.3971,12.4372,1775516272994331404
ecgclass,single_ecgclass,1.7275,30.5555,11.9141,1775516273012382595
ecgclass,single_ecgclass,1.7358,22.33,11.9141,1775516273012382595
ecgclass,single_ecgclass,1.7358,22.361,11.9141,1775516273012382595
ecgclass,single_ecgclass,1.7557,19.5751,11.4245,1775516273030103612
ecgclass,single_ecgclass,1.7874,13.1156,11.8996,1775516273054876472
ecgclass,single_ecgclass,1.7948,24.9023,12.1533,1775516273073801752
ecgclass,single_ecgclass,1.8368,14.6027,13.4309,1775516273104221303
ecgclass,single_ecgclass,1.8393,31.553,12.5507,1775516273124499683
ecgclass,single_ecgclass,1.8739,24.9798,16.4632,1775516273148701227
ecgclass,single_ecgclass,1.8783,43.2196,14.7276,1775516273172910673
ecgclass,single_ecgclass,1.8866,35.0621,14.7276,1775516273172910673
ecgclass,single_ecgclass,1.918,23.3276,13.8476,1775516273193398632
ecgclass,single_ecgclass,1.9183,23.0393,13.8476,1775516273193398632
ecgclass,single_ecgclass,1.9213,20.0338,13.8476,1775516273193398632
ecgclass,single_ecgclass,1.9378,23.4253,15.1648,1775516273212366644
ecgclass,single_ecgclass,1.9514,34.373,13.4112,1775516273238584488
ecgclass,single_ecgclass,1.9538,32.1374,13.4112,1775516273238584488
ecgclass,single_ecgclass,1.9591,26.8929,13.4112,1775516273238584488
ecgclass,single_ecgclass,1.9683,38.2237,13.954,1775516273258776205
ecgclass,single_ecgclass,1.9921,33.9448,13.3516,1775516273278980442
ecgclass,single_ecgclass,1.9974,28.7397,13.3516,1775516273278980442
ecgclass,single_ecgclass,2.0064,19.8357,13.3516,1775516273278980442
ecgclass,single_ecgclass,2.0108,34.5345,13.6544,1775516273297886581
ecgclass,single_ecgclass,2.0144,30.9048,13.6544,1775516273297886581
ecgclass,single_ecgclass,2.0413,26.7925,13.6483,1775516273320786578
ecgclass,single_ecgclass,2.0484,40.8468,13.8224,1775516273341615943
ecgclass,single_ecgclass,2.0647,24.6294,13.8224,1775516273341615943
ecgclass,single_ecgclass,2.0692,20.1287,13.8224,1775516273341615943
ecgclass,single_ecgclass,2.0715,37.7557,13.8232,1775516273361622551
ecgclass,single_ecgclass,2.0858,23.473,13.8232,1775516273361622551
ecgclass,single_ecgclass,2.1034,26.3543,13.0867,1775516273382911656
ecgclass,single_ecgclass,2.1153,39.8118,13.7382,1775516273407693337
ecgclass,single_ecgclass,2.1296,46.1357,15.0876,1775516273426794375
ecgclass,single_ecgclass,2.144,31.7981,15.0876,1775516273426794375
ecgclass,single_ecgclass,2.1563,38.9357,13.1522,1775516273448360752
ecgclass,single_ecgclass,2.1859,29.3453,13.5294,1775516273467998834
ecgclass,single_ecgclass,2.2193,15.5735,13.9944,1775516273487202837
ecgclass,single_ecgclass,2.2277,32.6836,13.591,1775516273512956810
ecgclass,single_ecgclass,2.229,31.4155,13.591,1775516273512956810
ecgclass,single_ecgclass,2.247,31.9762,12.3124,1775516273532984760
ecgclass,single_ecgclass,2.2574,21.6508,12.3124,1775516273532984760
ecgclass,single_ecgclass,2.2892,13.2318,11.6005,1775516273557056778
ecgclass,single_ecgclass,2.3008,15.9972,11.1976,1775516273571791332
ecgclass,single_ecgclass,2.3023,33.3776,12.2454,1775516273589819033
ecgclass,single_ecgclass,2.3166,37.5381,11.985,1775516273608350376
ecgclass,single_ecgclass,2.3229,31.2462,11.985,1775516273608350376
ecgclass,single_ecgclass,2.3242,30.0937,11.985,1775516273608350376
ecgclass,single_ecgclass,2.3276,26.7606,11.985,1775516273608350376
ecgclass,single_ecgclass,2.3714,23.2618,19.2313,1775516273641689356
ecgclass,single_ecgclass,2.3768,43.5176,18.6881,1775516273667576685
ecgclass,single_ecgclass,2.3854,34.9174,18.6881,1775516273667576685
ecgclass,single_ecgclass,2.3791,41.2347,18.6881,1775516273667576685
ecgclass,single_ecgclass,2.4108,30.1852,13.0208,1775516273694219488
ecgclass,single_ecgclass,2.4244,35.8653,11.8844,1775516273714302520
ecgclass,single_ecgclass,2.4267,33.6685,11.8844,1775516273714302520
ecgclass,single_ecgclass,2.4267,33.6635,11.8844,1775516273714302520
ecgclass,single_ecgclass,2.4321,28.3899,11.8844,1775516273714302520
ecgclass,single_ecgclass,2.4343,26.1302,11.8844,1775516273714302520
ecgclass,single_ecgclass,2.4599,19.3672,11.8169,1775516273733731643
ecgclass,single_ecgclass,2.4616,34.6935,12.3426,1775516273750180193
ecgclass,single_ecgclass,2.4698,26.5319,12.3426,1775516273750180193
ecgclass,single_ecgclass,2.4834,26.891,10.9681,1775516273765610428
ecgclass,single_ecgclass,2.5184,12.9681,11.3038,1775516273786415662
ecgclass,single_ecgclass,2.5219,27.8327,11.6034,1775516273804502575
ecgclass,single_ecgclass,2.5455,20.8561,11.1465,1775516273821521371
ecgclass,single_ecgclass,2.5539,31.8503,12.7509,1775516273839302850
ecgclass,single_ecgclass,2.5765,29.0761,12.1105,1775516273859686585
ecgclass,single_ecgclass,2.5798,25.8567,12.1105,1775516273859686585
ecgclass,single_ecgclass,2.5841,21.6248,12.1105,1775516273859686585
ecgclass,single_ecgclass,2.5868,37.5638,12.1824,1775516273878355864
ecgclass,single_ecgclass,2.6011,23.3061,12.1824,1775516273878355864
ecgclass,single_ecgclass,2.6078,36.6004,12.3613,1775516273898267678
ecgclass,single_ecgclass,2.6191,25.4121,12.3613,1775516273898267678
ecgclass,single_ecgclass,2.6355,30.9987,11.3917,1775516273921394225
ecgclass,single_ecgclass,2.6496,36.8881,12.4962,1775516273940299824
ecgclass,single_ecgclass,2.6622,24.4155,12.4962,1775516273940299824
ecgclass,single_ecgclass,2.6806,23.7024,12.365,1775516273958203859
ecgclass,single_ecgclass,2.6806,23.7577,12.365,1775516273958203859
ecgclass,single_ecgclass,2.7007,21.343,11.8971,1775516273976468550
ecgclass,single_ecgclass,2.7155,21.4629,12.0326,1775516273991144352
ecgclass,single_ecgclass,2.7208,16.2122,12.0326,1775516273991144352
ecgclass,single_ecgclass,2.7241,31.8928,11.6501,1775516274010677519
ecgclass,single_ecgclass,2.7326,23.4919,11.6501,1775516274010677519
ecgclass,single_ecgclass,2.7582,12.8398,11.7591,1775516274025552919
ecgclass,single_ecgclass,2.7625,26.7096,11.6451,1775516274043872403
ecgclass,single_ecgclass,2.7812,28.2607,11.6763,1775516274063956575
ecgclass,single_ecgclass,2.8175,13.0203,11.8637,1775516274084929916
ecgclass,single_ecgclass,2.8219,26.7024,11.3649,1775516274103464539
ecgclass,single_ecgclass,2.8758,17.5893,12.3741,1775516274147191350
ecgclass,single_ecgclass,2.8763,33.6587,12.5875,1775516274163668112
ecgclass,single_ecgclass,2.8777,32.459,12.5875,1775516274163668112
ecgclass,single_ecgclass,2.9005,29.1889,11.9919,1775516274184002285
ecgclass,single_ecgclass,2.9088,20.9484,11.9919,1775516274184002285
ecgclass,single_ecgclass,2.9162,31.3435,11.5661,1775516274202350889
ecgclass,single_ecgclass,2.9409,23.4554,11.114,1775516274219538482
ecgclass,single_ecgclass,2.9714,12.3084,11.3626,1775516274238760836
ecgclass,single_ecgclass,2.9818,19.136,11.9155,1775516274255326541
ecgclass,single_ecgclass,3.008,16.6724,11.5563,1775516274279448632
ecgclass,single_ecgclass,3.0205,21.589,10.9691,1775516274297407480
ecgclass,single_ecgclass,3.0268,33.0141,12.317,1775516274313771226
ecgclass,single_ecgclass,3.0302,29.6812,12.317,1775516274313771226
ecgclass,single_ecgclass,3.0472,31.4343,12.1839,1775516274332803501
ecgclass,single_ecgclass,3.074,18.991,11.3275,1775516274347905092
ecgclass,single_ecgclass,3.1071,13.104,11.5097,1775516274375002695
ecgclass,single_ecgclass,3.1116,25.6393,11.6049,1775516274391955578
ecgclass,single_ecgclass,3.1244,32.5968,13.6127,1775516274409663974
ecgclass,single_ecgclass,3.1309,26.2756,13.6127,1775516274409663974
ecgclass,single_ecgclass,3.1524,25.2752,13.4437,1775516274430487258
ecgclass,single_ecgclass,3.1547,23.0782,13.4437,1775516274430487258
ecgclass,single_ecgclass,3.155,22.8391,13.4437,1775516274430487258
ecgclass,single_ecgclass,3.1603,35.9974,11.8151,1775516274450607492
ecgclass,single_ecgclass,3.1603,35.9917,11.8151,1775516274450607492
ecgclass,single_ecgclass,3.1668,29.6791,11.8151,1775516274450607492
ecgclass,single_ecgclass,3.1731,23.3498,11.8151,1775516274450607492
ecgclass,single_ecgclass,3.1744,22.0175,11.8151,1775516274450607492
ecgclass,single_ecgclass,3.2126,12.7654,11.4459,1775516274480191165
ecgclass,single_ecgclass,3.2171,27.741,12.9241,1775516274498261958
ecgclass,single_ecgclass,3.2315,31.7583,11.7162,1775516274517491542
ecgclass,single_ecgclass,3.2338,29.753,11.7162,1775516274517491542
ecgclass,single_ecgclass,3.2401,23.4838,11.7162,1775516274517491542
ecgclass,single_ecgclass,3.2414,22.2473,11.7162,1775516274517491542
ecgclass,single_ecgclass,3.2426,21.003,11.7162,1775516274517491542
ecgclass,single_ecgclass,3.2426,21.0032,11.7162,1775516274517491542
ecgclass,single_ecgclass,3.2629,19.2223,11.5566,1775516274536816410
ecgclass,single_ecgclass,3.2678,34.0178,12.1065,1775516274555954749
ecgclass,single_ecgclass,3.2763,25.507,12.1065,1775516274555954749
ecgclass,single_ecgclass,3.2872,34.6067,12.24,1775516274575875094
ecgclass,single_ecgclass,3.2898,32.1178,12.24,1775516274575875094
ecgclass,single_ecgclass,3.326,12.8689,11.8182,1775516274593382441
ecgclass,single_ecgclass,3.3334,23.8848,11.7802,1775516274611624191
ecgclass,single_ecgclass,3.3335,24.1184,11.7802,1775516274611624191
ecgclass,single_ecgclass,3.3349,22.7008,11.7802,1775516274611624191
ecgclass,single_ecgclass,3.342,33.8807,12.354,1775516274629816779
ecgclass,single_ecgclass,3.3433,32.6998,12.354,1775516274629816779
ecgclass,single_ecgclass,3.3475,28.5027,12.354,1775516274629816779
ecgclass,single_ecgclass,3.3571,36.4628,12.1596,1775516274647684962
ecgclass,single_ecgclass,3.3571,36.5372,12.1596,1775516274647684962
ecgclass,single_ecgclass,3.3617,32.0337,12.1596,1775516274647684962
ecgclass,single_ecgclass,3.3812,35.3014,12.2682,1775516274670464444
ecgclass,single_ecgclass,3.3825,34.2617,12.2682,1775516274670464444
ecgclass,single_ecgclass,3.3937,23.068,12.2682,1775516274670464444
ecgclass,single_ecgclass,3.3949,21.8234,12.2682,1775516274670464444
ecgclass,single_ecgclass,3.4279,13.3448,12.198,1775516274695300586
ecgclass,single_ecgclass,3.4312,28.9361,12.3089,1775516274714086870
ecgclass,single_ecgclass,3.4345,25.7025,12.3089,1775516274714086870
ecgclass,single_ecgclass,3.4483,32.8569,11.579,1775516274735860997
ecgclass,single_ecgclass,3.4763,23.2131,11.5112,1775516274754305906
ecgclass,single_ecgclass,3.5166,12.2283,11.2141,1775516274783933551
ecgclass,single_ecgclass,3.5339,14.3661,11.0658,1775516274803569643
ecgclass,single_ecgclass,3.5554,12.0938,11.0496,1775516274822751885
ecgclass,single_ecgclass,3.5686,21.8892,12.2524,1775516274844560783
ecgclass,single_ecgclass,3.5709,36.8423,12.2556,1775516274861784888
ecgclass,single_ecgclass,3.5862,21.6312,12.2556,1775516274861784888
ecgclass,single_ecgclass,3.5875,20.3586,12.2556,1775516274861784888
ecgclass,single_ecgclass,3.6006,27.245,12.5301,1775516274881449351
ecgclass,single_ecgclass,3.61,17.8428,12.5301,1775516274881449351
ecgclass,single_ecgclass,3.6143,29.8808,12.6031,1775516274897903322
ecgclass,single_ecgclass,3.6246,19.6257,12.6031,1775516274897903322
ecgclass,single_ecgclass,3.6349,27.2331,12.5478,1775516274915887650
ecgclass,single_ecgclass,3.6373,24.9965,12.5478,1775516274915887650
ecgclass,single_ecgclass,3.6426,19.7735,12.5478,1775516274915887650
ecgclass,single_ecgclass,3.6483,31.8611,11.6748,1775516274934693405
ecgclass,single_ecgclass,3.6496,30.6706,11.6748,1775516274934693405
ecgclass,single_ecgclass,3.6529,27.4282,11.6748,1775516274934693405
ecgclass,single_ecgclass,3.6655,34.8699,12.4945,1775516274953986002
ecgclass,single_ecgclass,3.6803,20.2112,12.4945,1775516274953986002
ecgclass,single_ecgclass,3.6876,32.4771,12.0255,1775516274974166788
ecgclass,single_ecgclass,3.695,25.2271,12.0255,1775516274974166788
ecgclass,single_ecgclass,3.7001,20.2813,12.0255,1775516274974166788
ecgclass,single_ecgclass,3.7146,23.1748,12.1844,1775516274991866484
ecgclass,single_ecgclass,3.7198,17.9884,12.1844,1775516274991866484
ecgclass,single_ecgclass,3.7315,23.4683,11.6968,1775516275009633173
ecgclass,single_ecgclass,3.7399,33.3951,12.0933,1775516275027485305
ecgclass,single_ecgclass,3.7472,26.1731,12.0933,1775516275027485305
ecgclass,single_ecgclass,3.7835,12.7797,11.4016,1775516275051189108
ecgclass,single_ecgclass,3.8104,12.9666,11.5916,1775516275078151215
ecgclass,single_ecgclass,3.8219,20.2622,12.1427,1775516275096369994
ecgclass,single_ecgclass,3.8375,23.4144,11.8718,1775516275115097105
ecgclass,single_ecgclass,3.8389,22.249,11.8718,1775516275115097105
ecgclass,single_ecgclass,3.8443,16.8335,11.8718,1775516275115097105
ecgclass,single_ecgclass,3.8607,19.4693,12.568,1775516275133863778
ecgclass,single_ecgclass,3.8752,22.2442,11.8975,1775516275151791224
ecgclass,single_ecgclass,3.8766,20.9091,11.8975,1775516275151791224
ecgclass,single_ecgclass,3.9166,16.9106,11.6595,1775516275188186320
ecgclass,single_ecgclass,3.9166,36.5396,11.9279,1775516275207489557
ecgclass,single_ecgclass,3.9311,22.1863,11.9279,1775516275207489557
ecgclass,single_ecgclass,3.9311,22.2313,11.9279,1775516275207489557
ecgclass,single_ecgclass,3.9614,12.8789,11.4336,1775516275229186471
ecgclass,single_ecgclass,3.9629,31.4381,12.6214,1775516275248049908
ecgclass,single_ecgclass,3.9824,30.4048,11.864,1775516275267237090
ecgclass,single_ecgclass,3.9848,28.0628,11.864,1775516275267237090
ecgclass,single_ecgclass,4.0409,12.4047,11.3726,1775516275308265262
ecgclass,single_ecgclass,4.0483,22.6734,11.6971,1775516275325553890
ecgclass,single_ecgclass,4.0635,25.1591,11.3479,1775516275343609601
ecgclass,single_ecgclass,4.0751,32.2223,12.1575,1775516275361406541
ecgclass,single_ecgclass,4.0836,23.7207,12.1575,1775516275361406541
ecgclass,single_ecgclass,4.1027,18.9412,11.4828,1775516275376476551
ecgclass,single_ecgclass,4.1114,25.2724,11.225,1775516275391757899
ecgclass,single_ecgclass,4.1468,12.639,11.4237,1775516275414306150
ecgclass,single_ecgclass,4.1468,34.3542,11.5555,1775516275435932980
ecgclass,single_ecgclass,4.2133,13.3858,11.8862,1775516275481111046
ecgclass,single_ecgclass,4.2239,21.4608,12.2272,1775516275499386348
ecgclass,single_ecgclass,4.2267,36.5987,11.7685,1775516275517694700
ecgclass,single_ecgclass,4.235,28.302,11.7685,1775516275517694700
ecgclass,single_ecgclass,4.2504,31.8048,11.4471,1775516275537034469
ecgclass,single_ecgclass,4.2627,37.7872,11.2797,1775516275555551911
ecgclass,single_ecgclass,4.2883,31.7013,11.8497,1775516275574496712
ecgclass,single_ecgclass,4.3166,22.3858,12.1501,1775516275593205753
ecgclass,single_ecgclass,4.3301,26.0777,11.9312,1775516275610588095
ecgclass,single_ecgclass,4.3491,25.8064,12.1326,1775516275629151579
ecgclass,single_ecgclass,4.3573,36.9647,12.2167,1775516275647848919
ecgclass,single_ecgclass,4.3586,35.7211,12.2167,1775516275647848919
ecgclass,single_ecgclass,4.3648,29.5613,12.2167,1775516275647848919
ecgclass,single_ecgclass,4.3692,25.2521,12.2167,1775516275647848919
ecgclass,single_ecgclass,4.3939,18.4052,11.884,1775516275666576680
ecgclass,single_ecgclass,4.3965,33.7784,11.6658,1775516275684859292
ecgclass,single_ecgclass,4.4121,18.2264,11.6658,1775516275684859292
ecgclass,single_ecgclass,4.4404,15.1677,11.4663,1775516275710455009
ecgclass,single_ecgclass,4.4427,29.8138,11.6662,1775516275727032805
ecgclass,single_ecgclass,4.454,18.5983,11.6662,1775516275727032805
ecgclass,single_ecgclass,4.4867,12.9619,11.6126,1775516275754300906
ecgclass,single_ecgclass,4.4933,26.3767,12.6969,1775516275773241027
ecgclass,single_ecgclass,4.4995,20.2975,12.6969,1775516275773241027
ecgclass,single_ecgclass,4.5078,29.562,12.1948,1775516275791445595
ecgclass,single_ecgclass,4.5101,27.3721,12.1948,1775516275791445595
ecgclass,single_ecgclass,4.5124,25.1615,12.1948,1775516275791445595
ecgclass,single_ecgclass,4.5516,12.367,11.3159,1775516275818987848
ecgclass,single_ecgclass,4.5811,13.0205,11.9386,1775516275848550880
ecgclass,single_ecgclass,4.5885,24.6336,12.3437,1775516275867160417
ecgclass,single_ecgclass,4.5929,20.3581,12.3437,1775516275867160417
ecgclass,single_ecgclass,4.6093,19.6807,11.831,1775516275883430989
ecgclass,single_ecgclass,4.6641,15.8048,11.994,1775516275934179182
