req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,device_end_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),pred,true
0,0.030303030303030304,site2,10.100.40.30:8000,momentbase,ecgclass,1772388770.8875518,1772388770.9168017,1772388771.156701,275.93135833740234,231.033762,0.00292,8.805286,0.0,0.0
1,0.06060606060606061,site2,10.100.40.30:8000,momentbase,ecgclass,1772388770.9177525,1772388771.1661394,1772388771.1805089,267.1468257904053,14.089515,0.002476,0.25165099999999996,0.0,0.0
2,0.09090909090909091,site2,10.100.40.30:8000,momentbase,gestureclass,1772388770.9481082,1772388771.1875055,1772388771.2022977,258.38685035705566,14.534393,0.002193,0.233619,4.0,4.0
3,0.12121212121212122,site2,10.100.40.30:8000,momentbase,ecgclass,1772388770.9785013,1772388771.2088387,1772388771.2209237,246.35028839111328,11.842132999999999,0.001758,0.221811,0.0,0.0
4,0.15151515151515152,site2,10.100.40.30:8000,momentbase,ecgclass,1772388771.0087416,1772388771.2273035,1772388771.2411885,236.68193817138672,13.653080999999998,0.00157,0.211458,0.0,0.0
5,0.18181818181818182,site2,10.100.40.30:8000,momentbase,ecgclass,1772388771.0389643,1772388771.2479384,1772388771.2614439,226.6557216644287,13.256513,0.001588,0.228326,0.0,0.0
6,0.21212121212121213,site2,10.100.40.30:8000,momentbase,gestureclass,1772388771.069346,1772388771.2681763,1772388771.2940772,229.06875610351562,25.503908,0.00269,0.362222,4.0,4.0
7,0.24242424242424243,site2,10.100.40.30:8000,momentbase,ecgclass,1772388771.099642,1772388771.3009212,1772388771.3161073,220.54028511047363,14.859117999999999,0.001978,0.299252,0.0,0.0
8,0.2727272727272727,site2,10.100.40.30:8000,momentbase,ecgclass,1772388771.1305,1772388771.322754,1772388771.335237,208.94551277160645,12.203569,0.001757,0.255757,0.0,0.0
9,0.30303030303030304,site2,10.100.40.30:8000,momentbase,ecgclass,1772388771.1600332,1772388771.3418803,1772388771.3538218,197.94273376464844,11.692174,0.0016950000000000001,0.22718,0.0,0.0
10,0.33333333333333337,site2,10.100.40.30:8000,momentbase,gestureclass,1772388771.1903293,1772388771.3605318,1772388771.3727777,186.659574508667,11.983601,0.001647,0.240368,4.0,4.0
11,0.36363636363636365,site2,10.100.40.30:8000,momentbase,ecgclass,1772388771.2205763,1772388771.3797233,1772388771.3929305,177.18195915222168,12.912566,0.001882,0.266826,0.0,0.0
12,0.3939393939393939,site2,10.100.40.30:8000,momentbase,ecgclass,1772388771.2509427,1772388771.4005306,1772388771.4141958,167.75202751159668,13.317506999999999,0.002641,0.31120600000000004,0.0,0.0
