task,slot,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns
ecgclass,slot_0:ecgclass,sharing,0.0001,287.0481,284.2949,270.5535,0.0019,13.2369,1.7138,2.7532,1775946723929027578
ecgclass,slot_0:ecgclass,sharing,0.241,80.0734,33.4091,32.5976,0.0022,0.504,45.7611,46.6643,1775946724213968966
ecgclass,slot_0:ecgclass,sharing,0.4744,48.5439,45.859,44.904,0.002,0.6389,1.7564,2.6849,1775946724403357652
ecgclass,slot_0:ecgclass,sharing,0.7133,52.4352,49.727,48.7302,0.0022,0.6805,1.7922,2.7082,1775946724642289406
ecgclass,slot_0:ecgclass,sharing,0.7411,74.5318,49.1342,42.6845,0.0018,2.9851,24.3404,25.3976,1775946724692626720
ecgclass,slot_0:ecgclass,sharing,0.7498,65.7916,49.1342,42.6845,0.0018,2.9851,15.5773,16.6574,1775946724692626720
ecgclass,slot_0:ecgclass,sharing,0.8949,45.5332,42.9216,42.1048,0.0018,0.5589,1.7042,2.6115,1775946724823790748
ecgclass,slot_0:ecgclass,sharing,1.0367,65.6445,62.848,61.5394,0.003,0.8857,1.8439,2.7965,1775946724965736715
ecgclass,slot_0:ecgclass,sharing,1.3488,51.2638,48.5951,47.6525,0.0021,0.6491,1.7524,2.6687,1775946725277746021
ecgclass,slot_0:ecgclass,sharing,1.3565,85.9742,41.778,40.8662,0.0019,0.5691,43.2937,44.1962,1775946725327063913
ecgclass,slot_0:ecgclass,sharing,1.4618,77.7044,75.1277,73.4079,0.0037,1.2093,1.5676,2.5768,1775946725390553615
ecgclass,slot_0:ecgclass,sharing,1.4685,123.7676,51.9653,50.671,0.0023,0.9444,70.8714,71.8024,1775946725466559021
ecgclass,slot_0:ecgclass,sharing,1.5767,60.6198,44.4697,43.4918,0.002,0.6108,15.2943,16.1501,1775946725519196950
ecgclass,slot_0:ecgclass,sharing,1.7506,54.4996,51.8023,50.7948,0.0026,0.6903,1.77,2.6974,1775946725679587763
ecgclass,slot_0:ecgclass,sharing,1.7894,61.5041,45.0061,44.0735,0.0022,0.6186,15.5985,16.4981,1775946725732215254
ecgclass,slot_0:ecgclass,sharing,1.9121,49.5892,47.0826,46.1475,0.0022,0.6348,1.642,2.5065,1775946725841000130
ecgclass,slot_0:ecgclass,sharing,1.9279,83.4579,48.8229,47.7909,0.0037,0.3253,33.5851,34.6351,1775946725888675116
ecgclass,slot_0:ecgclass,sharing,1.9366,74.7681,48.8229,47.7909,0.0037,0.3253,24.8516,25.9452,1775946725888675116
ecgclass,slot_0:ecgclass,sharing,1.968,89.6349,45.6217,44.5665,0.0023,0.6728,43.0915,44.0132,1775946725938272508
ecgclass,slot_0:ecgclass,sharing,2.0576,48.409,45.932,44.9108,0.0025,0.6942,1.579,2.477,1775946725986416478
ecgclass,slot_0:ecgclass,sharing,2.0993,53.2041,45.8855,44.4463,0.0023,1.045,6.4468,7.3185,1775946726033002674
ecgclass,slot_0:ecgclass,sharing,2.2258,55.0408,52.4404,51.3992,0.0025,0.709,1.6687,2.6004,1775946726154710999
ecgclass,slot_0:ecgclass,sharing,2.2466,79.0558,44.1722,43.1822,0.002,0.6165,34.0154,34.8836,1775946726207819804
ecgclass,slot_0:ecgclass,sharing,2.4309,55.6414,52.9981,51.957,0.0024,0.6835,1.7481,2.6433,1775946726359893110
ecgclass,slot_0:ecgclass,sharing,2.5528,54.1322,51.4511,50.4392,0.0024,0.6862,1.7364,2.6811,1775946726481791080
ecgclass,slot_0:ecgclass,sharing,2.6192,49.9754,47.3707,46.4165,0.0023,0.6483,1.7047,2.6047,1775946726548112517
ecgclass,slot_0:ecgclass,sharing,2.6609,52.5806,43.3434,42.3783,0.0021,0.6144,8.0132,9.2372,1775946726596144508
ecgclass,slot_0:ecgclass,sharing,2.7064,49.9916,42.6331,41.6859,0.0021,0.6006,6.4859,7.3585,1775946726640074023
ecgclass,slot_0:ecgclass,sharing,2.713,89.2158,45.0644,42.2836,0.0021,1.2114,43.0877,44.1514,1775946726683297947
ecgclass,slot_0:ecgclass,sharing,2.7329,69.361,45.0644,42.2836,0.0021,1.2114,23.2105,24.2966,1775946726683297947
ecgclass,slot_0:ecgclass,sharing,2.7996,45.5284,42.349,41.3433,0.0022,0.6317,2.3096,3.1794,1775946726729093730
ecgclass,slot_0:ecgclass,sharing,2.8394,48.4898,42.2398,40.8582,0.0023,1.0284,5.3658,6.25,1775946726772015947
ecgclass,slot_0:ecgclass,sharing,2.9652,50.4992,47.0157,46.0713,0.0022,0.6361,2.5952,3.4835,1775946726894985858
ecgclass,slot_0:ecgclass,sharing,3.0359,47.6496,45.1902,44.2801,0.0022,0.61,1.5872,2.4594,1775946726964695010
ecgclass,slot_0:ecgclass,sharing,3.0596,67.1282,42.5679,41.6051,0.0021,0.6171,23.7083,24.5603,1775946727010533875
ecgclass,slot_0:ecgclass,sharing,3.1058,63.4358,41.8548,40.8987,0.002,0.6138,20.6819,21.581,1775946727053664668
ecgclass,slot_0:ecgclass,sharing,3.1704,44.524,42.138,41.2498,0.0022,0.6116,1.5101,2.386,1775946727099100329
ecgclass,slot_0:ecgclass,sharing,3.2041,53.6005,42.2512,41.3075,0.002,0.6087,10.4933,11.3493,1775946727141800348
ecgclass,slot_0:ecgclass,sharing,3.2371,63.0627,41.876,40.9377,0.0019,0.607,20.2978,21.1866,1775946727184613741
ecgclass,slot_0:ecgclass,sharing,3.3244,45.3045,42.8563,41.9598,0.0022,0.6133,1.5984,2.4482,1775946727253195768
ecgclass,slot_0:ecgclass,sharing,3.3541,57.9822,41.7561,40.8963,0.0017,0.5456,15.3477,16.2261,1775946727296685004
ecgclass,slot_0:ecgclass,sharing,3.4873,45.4438,42.8362,41.5564,0.0019,0.9899,1.6971,2.6076,1775946727416266142
ecgclass,slot_0:ecgclass,sharing,3.6271,50.4603,47.7258,46.7742,0.0021,0.5995,1.7989,2.7346,1775946727556082646
ecgclass,slot_0:ecgclass,sharing,3.7348,53.5443,50.8108,49.7498,0.0137,0.658,1.8263,2.7335,1775946727663823875
ecgclass,slot_0:ecgclass,sharing,3.7425,87.9526,41.5726,40.7047,0.0019,0.5554,45.4922,46.38,1775946727715260837
ecgclass,slot_0:ecgclass,sharing,3.8557,40.8525,38.4454,37.6609,0.0019,0.535,1.5833,2.4072,1775946727784527046
ecgclass,slot_0:ecgclass,sharing,3.9918,55.5665,52.9268,51.8633,0.0026,0.7104,1.7035,2.6397,1775946727920768174
ecgclass,slot_0:ecgclass,sharing,4.1036,52.1865,49.4869,48.5083,0.0024,0.6591,1.7643,2.6996,1775946728032626068
ecgclass,slot_0:ecgclass,sharing,4.1314,67.4675,42.4917,41.6149,0.0019,0.5517,24.0626,24.9758,1775946728082724873
ecgclass,slot_0:ecgclass,sharing,4.164,80.339,44.7801,38.9033,0.0018,2.7823,34.5671,35.5589,1775946728125827461
ecgclass,slot_0:ecgclass,sharing,4.1798,64.6236,44.7801,38.9033,0.0018,2.7823,18.8293,19.8435,1775946728125827461
ecgclass,slot_0:ecgclass,sharing,4.2161,93.4138,64.364,35.4211,0.0016,9.5453,28.0302,29.0499,1775946728171364132
ecgclass,slot_0:ecgclass,sharing,4.2178,91.7068,64.364,35.4211,0.0016,9.5453,26.3004,27.3428,1775946728171364132
ecgclass,slot_0:ecgclass,sharing,4.2346,75.1541,64.364,35.4211,0.0016,9.5453,9.5398,10.7901,1775946728171364132
ecgclass,slot_0:ecgclass,sharing,4.366,36.556,34.2067,33.4394,0.0017,0.5061,1.4906,2.3493,1775946728294694885
ecgclass,slot_0:ecgclass,sharing,4.7661,54.6014,51.9284,50.908,0.0025,0.6766,1.7226,2.6731,1775946728695039820
ecgclass,slot_0:ecgclass,sharing,4.8219,47.9379,45.3924,44.4373,0.0023,0.6494,1.6294,2.5455,1775946728750726206
ecgclass,slot_0:ecgclass,sharing,4.8506,62.32,42.5878,41.6266,0.0021,0.6167,18.8596,19.7322,1775946728796684012
ecgclass,slot_0:ecgclass,sharing,4.89,66.2215,42.7084,41.7563,0.0022,0.6127,22.593,23.513,1775946728839834188
ecgclass,slot_0:ecgclass,sharing,4.9271,87.3435,57.4088,56.12,0.0028,0.4211,28.8372,29.9346,1775946728883187717
ecgclass,slot_0:ecgclass,sharing,4.9388,75.6545,57.4088,56.12,0.0028,0.4211,17.1254,18.2457,1775946728883187717
ecgclass,slot_0:ecgclass,sharing,5.0477,67.2114,64.5434,63.121,0.0033,0.9524,1.6677,2.668,1775946728976606336
ecgclass,slot_0:ecgclass,sharing,5.1852,68.5258,65.7284,64.3468,0.0034,0.9243,1.8106,2.7974,1775946729114207065
ecgclass,slot_0:ecgclass,sharing,5.336,54.0912,51.3684,50.3339,0.0024,0.6874,1.8098,2.7228,1775946729264992985
ecgclass,slot_0:ecgclass,sharing,5.8687,54.2076,51.5084,50.4622,0.0024,0.6861,1.8091,2.6992,1775946729797745567
ecgclass,slot_0:ecgclass,sharing,6.0772,53.9489,51.3029,50.2919,0.0024,0.6872,1.724,2.646,1775946730006201755
ecgclass,slot_0:ecgclass,sharing,6.2425,54.7583,52.0045,50.3733,0.0026,0.6883,1.8342,2.7538,1775946730171547573
ecgclass,slot_0:ecgclass,sharing,6.3465,54.1227,51.4425,50.4382,0.0025,0.6737,1.7636,2.6802,1775946730275462921
ecgclass,slot_0:ecgclass,sharing,6.4058,48.3248,45.8466,45.0031,0.002,0.5651,1.5805,2.4782,1775946730334626215
ecgclass,slot_0:ecgclass,sharing,6.4106,93.9252,49.7744,48.5668,0.0028,0.7893,43.2835,44.1509,1775946730381068733
ecgclass,slot_0:ecgclass,sharing,6.5057,59.2108,56.6961,55.4718,0.0029,0.8346,1.5795,2.5147,1775946730434495577
ecgclass,slot_0:ecgclass,sharing,6.5681,59.6499,57.0674,55.814,0.0028,0.8364,1.6556,2.5825,1775946730496998805
ecgclass,slot_0:ecgclass,sharing,6.719,63.0212,60.3203,59.0708,0.0029,0.8354,1.7273,2.7009,1775946730647989320
ecgclass,slot_0:ecgclass,sharing,6.9214,59.2639,56.4291,55.082,0.0034,0.9133,1.7748,2.8348,1775946730850373818
ecgclass,slot_0:ecgclass,sharing,6.9552,92.7122,66.4296,65.2663,0.0025,0.3416,25.116,26.2826,1775946730907515086
ecgclass,slot_0:ecgclass,sharing,6.96,87.9378,66.4296,65.2663,0.0025,0.3416,20.3176,21.5082,1775946730907515086
ecgclass,slot_0:ecgclass,sharing,7.0521,51.0974,48.4635,47.4906,0.0023,0.6567,1.6527,2.6339,1775946730980999701
ecgclass,slot_0:ecgclass,sharing,7.3076,54.5473,51.8317,50.2183,0.0025,1.2521,1.7617,2.7156,1775946731236588896
ecgclass,slot_0:ecgclass,sharing,7.3894,50.9491,48.3238,47.3257,0.0025,0.6434,1.7109,2.6253,1775946731318321403
ecgclass,slot_0:ecgclass,sharing,7.6027,54.0357,51.3273,50.2872,0.0026,0.6873,1.8067,2.7084,1775946731531701653
ecgclass,slot_0:ecgclass,sharing,7.6779,50.6611,48.0577,47.0663,0.0024,0.6469,1.6451,2.6034,1775946731606793244
ecgclass,slot_0:ecgclass,sharing,7.8098,55.49,52.7679,51.7239,0.0027,0.7044,1.7292,2.7221,1775946731738798765
ecgclass,slot_0:ecgclass,sharing,7.8386,75.7403,48.3018,47.3284,0.0022,0.3041,26.3755,27.4386,1775946731792220512
ecgclass,slot_0:ecgclass,sharing,7.8514,62.9773,48.3018,47.3284,0.0022,0.3041,13.5894,14.6756,1775946731792220512
