req_idx,send_time,latency_ms
0,1773464174.833019,280.699
1,1773464175.098442,52.438
2,1773464175.255077,12.568
3,1773464175.419870,12.632
4,1773464175.921066,12.558
5,1773464176.353819,11.237
6,1773464176.557455,12.175
7,1773464176.813483,11.313
8,1773464176.948519,11.797
9,1773464177.429351,12.628
10,1773464178.700497,11.086
11,1773464179.333525,12.524
12,1773464180.840612,12.464
13,1773464182.001093,12.633
14,1773464182.214560,11.456
15,1773464183.054087,11.091
16,1773464183.585822,14.434
17,1773464184.285514,12.457
18,1773464184.391163,12.377
