task,device_url,n_requests,throughput_rps,avg_latency_ms
gestureclass,10.100.20.48:8000,1606,26.766666666666666,37.35562813831296
etth1fore,10.100.20.48:8000,1607,26.783333333333335,37.34056550520284
ecgclass,10.100.20.48:8000,1607,26.783333333333335,37.345635942887576
eclfore,10.100.20.48:8000,1607,26.783333333333335,37.345364736190255
