task,slot,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns
ecgclass,slot_0:ecgclass,single_ecgclass,0.0,46.2294,25.1752,24.1476,0.0035,0.5996,20.3662,21.0542,1776027220934117595
ecgclass,slot_0:ecgclass,single_ecgclass,0.6019,33.5786,25.1978,24.1485,0.003,0.5961,7.7767,8.3808,1776027221523419452
ecgclass,slot_0:ecgclass,single_ecgclass,1.1862,35.6169,25.2995,24.2629,0.0027,0.6047,9.7115,10.3174,1776027222109580717
ecgclass,slot_0:ecgclass,single_ecgclass,1.7824,35.1088,25.2274,24.1837,0.0032,0.5882,9.2807,9.8814,1776027222705431001
ecgclass,slot_0:ecgclass,single_ecgclass,1.8517,33.2932,25.1403,24.2382,0.0027,0.5346,7.6549,8.153,1776027222773033540
ecgclass,slot_0:ecgclass,single_ecgclass,1.8731,51.1434,24.376,23.5377,0.0022,0.5149,26.2933,26.7674,1776027222813120364
ecgclass,slot_0:ecgclass,single_ecgclass,2.2367,35.2371,25.9367,24.4051,0.0031,1.0854,8.7259,9.3004,1776027223159112466
ecgclass,slot_0:ecgclass,single_ecgclass,2.5893,34.7338,25.1894,24.1582,0.0027,0.5736,8.955,9.5443,1776027223512000317
ecgclass,slot_0:ecgclass,single_ecgclass,3.3709,34.2765,25.6302,24.6296,0.0028,0.5679,8.1055,8.6463,1776027224292736933
ecgclass,slot_0:ecgclass,single_ecgclass,3.3905,52.9521,24.4729,23.5874,0.0025,0.5508,28.0004,28.4791,1776027224332162956
ecgclass,slot_0:ecgclass,single_ecgclass,3.6527,34.0741,25.772,24.7538,0.0027,0.5792,7.8328,8.302,1776027224574261480
ecgclass,slot_0:ecgclass,single_ecgclass,3.6693,61.9311,24.4238,23.5779,0.002,0.5185,37.0741,37.5073,1776027224620041755
ecgclass,slot_0:ecgclass,single_ecgclass,3.9415,33.5801,25.1952,24.2011,0.0028,0.5592,7.8247,8.3849,1776027224863024879
ecgclass,slot_0:ecgclass,single_ecgclass,4.3746,34.373,25.4011,24.3941,0.0032,0.5819,8.3976,8.9719,1776027225296675566
ecgclass,slot_0:ecgclass,single_ecgclass,4.4711,32.6867,24.4893,23.6278,0.0023,0.5087,7.7672,8.1974,1776027225392553371
ecgclass,slot_0:ecgclass,single_ecgclass,4.7791,33.5593,25.147,24.1216,0.0032,0.594,7.8549,8.4123,1776027225700700906
ecgclass,slot_0:ecgclass,single_ecgclass,4.8178,39.6972,24.6603,23.7967,0.0021,0.5288,14.6103,15.0369,1776027225746107921
ecgclass,slot_0:ecgclass,single_ecgclass,4.8402,63.6506,24.5992,23.7982,0.0018,0.4785,38.6095,39.0514,1776027225792539666
ecgclass,slot_0:ecgclass,single_ecgclass,4.919,31.7702,23.883,23.0709,0.0021,0.4926,7.4599,7.8873,1776027225840140022
ecgclass,slot_0:ecgclass,single_ecgclass,5.145,34.0784,25.0074,24.0171,0.0028,0.5639,8.5046,9.0709,1776027226067232708
ecgclass,slot_0:ecgclass,single_ecgclass,5.2472,33.464,24.7137,23.783,0.0031,0.5634,8.2371,8.7503,1776027226169188387
ecgclass,slot_0:ecgclass,single_ecgclass,5.5601,34.2014,25.2243,24.2167,0.003,0.5759,8.3835,8.9771,1776027226482181560
ecgclass,slot_0:ecgclass,single_ecgclass,5.6154,33.3545,24.89,23.935,0.0027,0.5708,7.9644,8.4646,1776027226537078348
ecgclass,slot_0:ecgclass,single_ecgclass,6.0753,34.5898,25.3609,24.3374,0.0025,0.5963,8.6303,9.2288,1776027226997631249
ecgclass,slot_0:ecgclass,single_ecgclass,6.3823,33.6936,25.3362,24.3207,0.0032,0.5889,7.772,8.3574,1776027227303738782
ecgclass,slot_0:ecgclass,single_ecgclass,6.5462,34.3504,25.273,24.2596,0.0027,0.5863,8.533,9.0774,1776027227468416765
ecgclass,slot_0:ecgclass,single_ecgclass,6.6497,35.4271,25.3611,24.3151,0.0036,0.5914,9.4254,10.066,1776027227572822870
ecgclass,slot_0:ecgclass,single_ecgclass,6.7633,36.71,26.9205,25.8487,0.0211,0.6067,9.2151,9.7895,1776027227686218019
ecgclass,slot_0:ecgclass,single_ecgclass,6.7828,62.6442,25.4407,24.5359,0.0025,0.5584,36.6967,37.2035,1776027227733249066
ecgclass,slot_0:ecgclass,single_ecgclass,6.8271,57.3592,24.3126,23.4346,0.002,0.5371,32.5625,33.0466,1776027227773415491
ecgclass,slot_0:ecgclass,single_ecgclass,6.9987,35.0342,26.1751,25.1198,0.003,0.616,8.2448,8.8591,1776027227920667072
ecgclass,slot_0:ecgclass,single_ecgclass,7.0959,34.1423,24.7566,23.7998,0.0024,0.5584,8.8568,9.3856,1776027228018454281
ecgclass,slot_0:ecgclass,single_ecgclass,7.4124,35.9747,25.4284,24.4278,0.0037,0.5703,9.9843,10.5463,1776027228336105912
ecgclass,slot_0:ecgclass,single_ecgclass,7.5896,34.9443,25.1675,24.1831,0.0029,0.591,9.2328,9.7768,1776027228512558027
ecgclass,slot_0:ecgclass,single_ecgclass,7.6487,34.9236,25.0218,24.095,0.0022,0.5818,9.4228,9.9018,1776027228571814507
ecgclass,slot_0:ecgclass,single_ecgclass,7.7637,32.007,24.2478,23.4206,0.0019,0.521,7.3225,7.7592,1776027228684778254
ecgclass,slot_0:ecgclass,single_ecgclass,7.9239,32.3625,23.9042,23.0846,0.0018,0.5243,8.0605,8.4582,1776027228845706612
ecgclass,slot_0:ecgclass,single_ecgclass,8.0104,33.2646,24.4402,23.1271,0.0025,0.5387,8.3847,8.8244,1776027228932503323
ecgclass,slot_0:ecgclass,single_ecgclass,8.0908,32.5143,24.5399,23.6679,0.0024,0.5283,7.5161,7.9744,1776027229012014749
ecgclass,slot_0:ecgclass,single_ecgclass,8.3106,33.1595,25.0352,24.042,0.0031,0.5817,7.5717,8.1243,1776027229231865390
ecgclass,slot_0:ecgclass,single_ecgclass,8.3849,32.4557,24.4662,23.5755,0.0022,0.5413,7.5204,7.9895,1776027229306095050
ecgclass,slot_0:ecgclass,single_ecgclass,8.7187,34.8933,25.1556,24.1408,0.0026,0.5865,9.1836,9.7376,1776027229641617673
ecgclass,slot_0:ecgclass,single_ecgclass,9.066,33.8943,25.164,24.1251,0.003,0.5877,8.1134,8.7303,1776027229987868506
ecgclass,slot_0:ecgclass,single_ecgclass,9.3383,35.4269,25.9393,24.8954,0.003,0.6105,8.9633,9.4876,1776027230260958559
ecgclass,slot_0:ecgclass,single_ecgclass,9.3548,66.54,24.7763,23.8194,0.0028,0.5737,41.2228,41.7637,1776027230309773541
ecgclass,slot_0:ecgclass,single_ecgclass,9.6387,34.081,25.3191,24.3147,0.003,0.5781,8.2023,8.7618,1776027230560614619
ecgclass,slot_0:ecgclass,single_ecgclass,9.9772,33.7086,25.4667,24.4378,0.003,0.5842,7.638,8.2418,1776027230898536890
ecgclass,slot_0:ecgclass,single_ecgclass,10.2583,36.0186,25.9951,24.4632,0.0037,1.072,9.4299,10.0235,1776027231181396636
ecgclass,slot_0:ecgclass,single_ecgclass,10.3274,34.2922,24.8157,23.8682,0.0026,0.5809,8.9567,9.4765,1776027231250067763
ecgclass,slot_0:ecgclass,single_ecgclass,10.4079,34.9956,25.4657,24.3733,0.0031,0.6202,8.8925,9.5298,1776027231330468010
ecgclass,slot_0:ecgclass,single_ecgclass,10.449,42.8603,25.0784,24.0664,0.0025,0.6238,17.1807,17.7819,1776027231379870967
ecgclass,slot_0:ecgclass,single_ecgclass,10.538,32.1741,24.5913,23.7073,0.0023,0.5393,7.1325,7.5828,1776027231458805317
ecgclass,slot_0:ecgclass,single_ecgclass,10.5434,71.9054,24.1899,23.3792,0.0019,0.5001,47.2944,47.7155,1776027231504374036
ecgclass,slot_0:ecgclass,single_ecgclass,10.5852,75.6254,24.3143,23.4775,0.0022,0.514,50.8153,51.3111,1776027231549769105
ecgclass,slot_0:ecgclass,single_ecgclass,10.9142,33.0734,25.3839,24.4038,0.0027,0.5555,7.144,7.6896,1776027231835079190
ecgclass,slot_0:ecgclass,single_ecgclass,11.9134,34.097,25.2229,24.1851,0.0032,0.5872,8.2946,8.8741,1776027232835374325
ecgclass,slot_0:ecgclass,single_ecgclass,12.0537,34.1101,25.0695,24.0702,0.0029,0.5842,8.4534,9.0406,1776027232975833585
ecgclass,slot_0:ecgclass,single_ecgclass,12.1249,32.3653,24.5667,23.6725,0.0026,0.5418,7.2939,7.7986,1776027233045911929
ecgclass,slot_0:ecgclass,single_ecgclass,12.2254,34.2612,24.9883,24.0816,0.0026,0.5567,8.7967,9.273,1776027233147919420
ecgclass,slot_0:ecgclass,single_ecgclass,12.3148,34.0633,25.0566,23.7086,0.0029,0.8873,8.5366,9.0067,1776027233237065928
ecgclass,slot_0:ecgclass,single_ecgclass,12.3473,47.365,24.4262,23.5196,0.0019,0.5468,22.4829,22.9388,1776027233283470118
ecgclass,slot_0:ecgclass,single_ecgclass,12.618,34.0047,25.2113,24.207,0.0027,0.5596,8.256,8.7934,1776027233539935087
ecgclass,slot_0:ecgclass,single_ecgclass,12.9624,33.9375,25.056,24.0078,0.0031,0.5751,8.2819,8.8815,1776027233884378090
ecgclass,slot_0:ecgclass,single_ecgclass,13.3388,34.5767,25.3449,24.3614,0.0029,0.5579,8.6086,9.2317,1776027234261087914
ecgclass,slot_0:ecgclass,single_ecgclass,14.6677,27.252,25.5867,24.5813,0.0038,0.5633,1.1046,1.6653,1776027235582557464
ecgclass,slot_0:ecgclass,single_ecgclass,15.1936,34.0521,25.5269,24.5105,0.0031,0.5836,7.9472,8.5252,1776027236115261630
ecgclass,slot_0:ecgclass,single_ecgclass,15.6041,35.1202,25.3463,24.3375,0.0026,0.5646,9.1882,9.774,1776027236527041026
ecgclass,slot_0:ecgclass,single_ecgclass,15.8646,38.4512,25.3154,24.2734,0.0035,0.6019,12.5418,13.1358,1776027236790841182
ecgclass,slot_0:ecgclass,single_ecgclass,16.0132,34.9286,25.9582,25.0125,0.0029,0.5444,8.4391,8.9703,1776027236935389365
