req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,device_end_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),pred,true
0,0.05555555555555555,site2,10.100.40.30:8000,momentbase,ecgclass,1772388633.8679957,1772388633.901932,1772388634.142558,281.74686431884766,231.64317300000002,0.002193,8.924959,0.0,0.0
1,0.1111111111111111,site2,10.100.40.30:8000,momentbase,gestureclass,1772388633.923677,1772388634.1526194,1772388634.1705031,251.5270709991455,17.588802,0.002287,0.266096,4.0,4.0
2,0.16666666666666666,site2,10.100.40.30:8000,momentbase,ecgclass,1772388633.9790149,1772388634.177801,1772388634.1916466,217.00787544250488,13.599451,0.001366,0.224291,0.0,0.0
3,0.2222222222222222,site2,10.100.40.30:8000,momentbase,gestureclass,1772388634.0346625,1772388634.1984694,1772388634.2122684,181.9462776184082,13.567604000000001,0.001165,0.21072300000000002,4.0,4.0
4,0.2777777777777778,site2,10.100.40.30:8000,momentbase,ecgclass,1772388634.0903323,1772388634.2193437,1772388634.233108,147.33266830444336,13.479257,0.0011710000000000002,0.261502,0.0,0.0
5,0.3333333333333333,site2,10.100.40.30:8000,momentbase,gestureclass,1772388634.1458385,1772388634.2402844,1772388634.2545738,113.73496055603027,13.92895,0.00307,0.31511799999999995,4.0,4.0
6,0.38888888888888884,site2,10.100.40.30:8000,momentbase,ecgclass,1772388634.201275,1772388634.2625499,1772388634.2755594,78.86600494384766,12.690352,0.0017829999999999999,0.289144,0.0,0.0
7,0.4444444444444444,site2,10.100.40.30:8000,momentbase,gestureclass,1772388634.2568393,1772388634.2827024,1772388634.2950058,42.569637298583984,12.024711,0.00153,0.254667,4.0,4.0
8,0.5,site2,10.100.40.30:8000,momentbase,ecgclass,1772388634.3122296,1772388634.3162498,1772388634.3386683,30.837535858154297,22.033048,0.002407,0.350916,0.0,0.0
9,0.5555555555555556,site2,10.100.40.30:8000,momentbase,ecgclass,1772388634.3678021,1772388634.3718894,1772388634.396583,33.431291580200195,24.329363,0.002099,0.332528,0.0,0.0
10,0.611111111111111,site2,10.100.40.30:8000,momentbase,gestureclass,1772388634.4233027,1772388634.4274862,1772388634.4509413,33.04553031921387,22.963998999999998,0.003445,0.426829,4.0,4.0
11,0.6666666666666666,site2,10.100.40.30:8000,momentbase,ecgclass,1772388634.4789162,1772388634.483056,1772388634.5036795,29.379606246948242,20.282527,0.001767,0.310053,0.0,0.0
12,0.7222222222222222,site2,10.100.40.30:8000,momentbase,gestureclass,1772388634.5345817,1772388634.5384824,1772388634.5584066,28.15866470336914,19.580789000000003,0.001886,0.313533,4.0,4.0
13,0.7777777777777777,site2,10.100.40.30:8000,momentbase,ecgclass,1772388634.5900702,1772388634.594229,1772388634.6154046,30.559778213500977,20.759651,0.002157,0.36800700000000003,0.0,0.0
14,0.8333333333333333,site2,10.100.40.30:8000,momentbase,gestureclass,1772388634.6456223,1772388634.6500893,1772388634.67185,30.94196319580078,21.342236,0.002386,0.37901,4.0,4.0
15,0.8888888888888888,site2,10.100.40.30:8000,momentbase,ecgclass,1772388634.7011716,1772388634.7050025,1772388634.7211359,24.338245391845703,15.765327,0.001986,0.336708,0.0,0.0
16,0.9444444444444444,site2,10.100.40.30:8000,momentbase,gestureclass,1772388634.7567537,1772388634.7607684,1772388634.7837558,31.751394271850586,22.663941,0.001809,0.29261499999999996,4.0,4.0
