task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,fifo,344,17.2,10244.375,10430.677,18901.268,19557.487,265.991,263.468,0.001,0.688,9975.563,0.0,9978.383
gestureclass,fifo,647,32.35,10716.81,11424.312,16505.485,16569.776,163.255,161.194,0.002,0.519,10552.126,0.0,10553.555
