req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,device_end_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),pred,true
0,0.0,site2,10.100.20.29:8030,chronostiny,diasbp,1770925002.4173927,1770925002.437369,1770925003.4551206,1058.7074756622314,861.278082,0.001281,156.434193,72.25891876220703,56.0
1,0.020001111172842936,site2,10.100.20.29:8000,momentbase,ecgclass,1770925002.4379344,1770925002.4571195,1770925003.2930524,880.1698684692383,807.476597,0.001428,28.404786,0.0,0.0
2,0.04000222234568587,site2,10.100.20.29:8000,momentbase,ecgclass,1770925002.458266,1770925003.3634524,1770925003.4050705,982.9981327056885,30.024431,0.001259,0.6683779999999999,0.0,0.0
3,0.06000333351852881,site2,10.100.20.29:8020,momentlarge,gestureclass,1770925002.4777522,1770925002.50956,1770925003.39207,925.973653793335,851.803438,0.0010479999999999999,30.667143,4.0,4.0
4,0.08000444469137175,site2,10.100.20.29:8000,momentbase,ecgclass,1770925002.4975328,1770925003.3634524,1770925003.4050705,943.8126087188721,30.024431,0.000304,0.101805,0.0,0.0
5,0.10000555586421468,site2,10.100.20.29:8030,chronostiny,diasbp,1770925002.5179193,1770925003.4794488,1770925003.5098,1009.1865062713623,23.255109,0.001244,2.451168,72.25891876220703,56.0
6,0.12000666703705762,site2,10.100.20.29:8000,momentbase,ecgclass,1770925002.5383165,1770925003.3634524,1770925003.4050705,903.1572341918945,30.024431,0.000185,0.086548,0.0,0.0
7,0.14000777820990054,site2,10.100.20.29:8010,chronosbase,heartrate,1770925002.5576735,1770925002.6135764,1770925003.6142595,1059.8106384277344,941.087591,0.001258,59.551842,73.77041625976562,69.0
8,0.1600088893827435,site2,10.100.20.29:8000,momentbase,ecgclass,1770925002.5782087,1770925003.3634524,1770925003.4050705,863.4769916534424,30.024431,0.00019,0.085068,0.0,0.0
9,0.1800100005555864,site2,10.100.20.29:8000,momentbase,ecgclass,1770925002.5977154,1770925003.3634524,1770925003.4050705,844.0134525299072,30.024431,0.00016299999999999998,0.081399,0.0,0.0
10,0.20001111172842936,site2,10.100.20.29:8000,momentbase,ecgclass,1770925002.6180506,1770925003.3634524,1770925003.4050705,823.7173557281494,30.024431,0.000188,0.081183,0.0,0.0
11,0.2200122229012723,site2,10.100.20.29:8010,chronosbase,sysbp,1770925002.6374278,1770925003.6216083,1770925003.85148,1225.459098815918,222.856258,0.004153,0.534775,126.7630615234375,98.0
12,0.24001333407411524,site2,10.100.20.29:8010,chronosbase,heartrate,1770925002.6577241,1770925003.6216083,1770925003.85148,1205.2054405212402,222.856258,0.001736,0.45722,73.78643035888672,69.0
13,0.26001444524695816,site2,10.100.20.29:8010,chronosbase,heartrate,1770925002.6780357,1770925003.6216083,1770925003.85148,1184.9870681762695,222.856258,0.00030199999999999997,0.395089,73.78643035888672,69.0
14,0.2800155564198011,site2,10.100.20.29:8030,chronostiny,diasbp,1770925002.6974204,1770925003.4794488,1770925003.5098,829.7319412231445,23.255109,0.000446,0.251797,72.25891876220703,56.0
15,0.300016667592644,site2,10.100.20.29:8000,momentbase,ecgclass,1770925002.7178025,1770925003.3634524,1770925003.4050705,724.0047454833984,30.024431,0.00018199999999999998,0.079639,0.0,0.0
16,0.320017778765487,site2,10.100.20.29:8000,momentbase,ecgclass,1770925002.7381976,1770925003.3634524,1770925003.4050705,703.6473751068115,30.024431,0.000168,0.079182,0.0,0.0
17,0.3400188899383299,site2,10.100.20.29:8000,momentbase,ecgclass,1770925002.7576103,1770925003.3634524,1770925003.4050705,684.2730045318604,30.024431,0.00016999999999999999,0.07920999999999999,0.0,0.0
18,0.3600200011111728,site2,10.100.20.29:8020,momentlarge,gestureclass,1770925002.7779949,1770925003.4149785,1770925003.4702787,706.6380977630615,54.697766,0.001278,0.27435,4.0,4.0
19,0.38002111228401575,site2,10.100.20.29:8000,momentbase,ecgclass,1770925002.7973795,1770925003.3634524,1770925003.4050705,644.5443630218506,30.024431,0.00014000000000000001,0.079781,0.0,0.0
