task,send_elapsed_s,latency_ms,server_exec_ms,worker_id
ecgclass,0.0002,368.204,365.725,0
ecgclass__app1,0.0003,411.449,61.732,0
ecgclass__app2,0.0004,414.394,64.897,0
ecgclass__app3,0.0005,417.402,68.042,0
ecgclass__app4,0.0006,420.973,71.663,0
ecgclass__app5,0.0006,424.898,75.627,0
ecgclass__app4,0.4215,66.828,63.864,0
ecgclass__app1,0.4118,77.100,64.355,0
ecgclass__app2,0.4148,74.689,64.873,0
ecgclass,0.3684,121.182,65.052,0
ecgclass__app3,0.4179,72.021,65.518,0
ecgclass__app5,0.4255,88.749,28.332,0
ecgclass,0.4896,87.449,63.012,0
ecgclass__app1,0.4889,88.555,63.482,0
ecgclass__app4,0.4884,90.280,64.798,0
ecgclass__app2,0.4895,89.270,64.833,0
ecgclass__app3,0.4899,89.145,65.409,0
ecgclass__app5,0.5143,91.597,30.433,0
ecgclass__app2,0.5788,89.886,63.376,0
ecgclass,0.5771,92.098,63.680,0
ecgclass__app4,0.5787,90.563,63.904,0
ecgclass__app1,0.5775,92.088,64.332,0
ecgclass__app3,0.5791,90.717,64.509,0
ecgclass__app5,0.6059,89.643,28.757,0
ecgclass__app4,0.6693,89.116,63.479,0
ecgclass__app1,0.6696,89.289,63.933,0
ecgclass__app2,0.6687,90.443,64.038,0
ecgclass__app3,0.6698,89.577,64.529,0
ecgclass,0.6692,91.076,65.523,0
ecgclass__app5,0.6956,90.591,29.514,0
ecgclass__app2,0.7592,90.576,64.134,0
ecgclass__app4,0.7584,91.822,64.510,0
ecgclass__app1,0.7589,91.633,64.695,0
ecgclass__app3,0.7594,91.686,65.618,0
ecgclass,0.7603,91.309,66.083,0
ecgclass__app5,0.7862,90.810,29.413,0
ecgclass__app3,0.8511,88.943,63.656,0
ecgclass__app2,0.8497,91.284,64.551,0
ecgclass__app4,0.8502,90.895,64.594,0
ecgclass,0.8516,89.930,65.079,0
ecgclass__app1,0.8505,91.212,65.283,0
ecgclass__app5,0.8770,90.402,28.823,0
ecgclass__app2,0.9410,89.230,63.268,0
ecgclass__app4,0.9411,89.256,63.374,0
ecgclass__app1,0.9418,89.135,64.057,0
ecgclass__app3,0.9401,91.167,64.414,0
ecgclass,0.9415,89.936,64.550,0
ecgclass__app5,0.9674,90.252,28.645,0
ecgclass__app4,1.0304,90.299,63.906,0
ecgclass__app3,1.0312,90.071,64.746,0
ecgclass__app2,1.0303,91.690,65.053,0
ecgclass,1.0315,90.739,65.139,0
ecgclass__app1,1.0309,91.600,65.858,0
ecgclass__app5,1.0577,90.602,29.446,0
ecgclass__app4,1.1207,91.725,64.437,0
ecgclass__app1,1.1225,90.235,64.560,0
ecgclass,1.1222,90.928,65.106,0
ecgclass__app3,1.1213,92.066,65.574,0
ecgclass__app2,1.1220,91.942,66.190,0
ecgclass__app5,1.1483,91.173,28.510,0
ecgclass__app3,1.2134,87.447,61.976,0
ecgclass,1.2132,88.154,62.351,0
ecgclass__app1,1.2128,89.141,62.971,0
ecgclass__app4,1.2125,89.730,63.049,0
ecgclass__app2,1.2139,88.526,63.203,0
ecgclass__app5,1.2395,89.346,29.205,0
ecgclass__app4,1.3022,91.212,64.795,0
ecgclass__app1,1.3019,91.672,64.985,0
ecgclass__app3,1.3009,93.029,65.063,0
ecgclass__app2,1.3025,91.750,65.549,0
ecgclass,1.3013,93.025,65.573,0
ecgclass__app5,1.3289,91.670,29.599,0
ecgclass__app4,1.3934,89.848,62.933,0
