task,n_requests,throughput_rps,avg_latency_ms
exchangefore,1841,10.227777777777778,97.78049855370587
etth1fore,1866,10.366666666666667,96.47410354081148
sysbp,1836,10.2,98.05730939183327
diasbp,1839,10.216666666666667,97.90619563374895
ecgclass,1827,10.15,98.55053627224548
eclfore,1852,10.28888888888889,97.22025786670072
heartrate,1847,10.261111111111111,97.48408101121156
gestureclass,1832,10.177777777777777,98.2838052687287
