task,device,t_center,count,throughput_rps,p50_ms,p99_ms
heartrate,192.168.245.194:8000,0.5,8,8.0,48.113465309143066,83.23647022247313
heartrate,192.168.245.194:8000,1.5,3,3.0,47.78885841369629,57.60707378387451
heartrate,192.168.245.194:8000,2.5,5,5.0,49.37958717346192,68.3537483215332
heartrate,192.168.245.194:8000,3.5,4,4.0,49.88372325897217,51.84840679168701
heartrate,192.168.245.194:8000,4.5,3,3.0,49.93462562561035,76.3768196105957
heartrate,192.168.245.194:8000,5.5,7,7.0,65.04511833190918,121.34147644042967
heartrate,192.168.245.194:8000,6.5,9,9.0,52.24752426147461,94.06276702880858
heartrate,192.168.245.194:8000,7.5,1,1.0,47.70159721374512,47.70159721374512
heartrate,192.168.245.194:8000,8.5,6,6.0,49.248456954956055,84.47984457015991
heartrate,192.168.245.194:8000,9.5,7,7.0,47.199249267578125,59.9737787246704
heartrate,192.168.245.194:8000,10.5,4,4.0,47.130584716796875,56.176133155822754
heartrate,192.168.245.194:8000,11.5,8,8.0,43.015122413635254,60.815877914428704
heartrate,192.168.245.194:8000,12.5,5,5.0,43.88022422790527,52.310495376586914
heartrate,192.168.245.194:8000,13.5,3,3.0,49.23701286315918,75.9862232208252
heartrate,192.168.245.194:8000,14.5,4,4.0,54.90720272064209,66.02170467376709
heartrate,192.168.245.194:8000,15.5,2,2.0,47.45888710021973,47.52103805541992
heartrate,192.168.245.194:8000,16.5,3,3.0,49.41940307617188,51.87950611114502
heartrate,192.168.245.194:8000,17.5,4,4.0,57.08158016204834,68.04644584655762
heartrate,192.168.245.194:8000,18.5,2,2.0,48.71690273284912,49.21936750411987
heartrate,192.168.245.194:8000,19.5,3,3.0,47.33681678771973,47.64827251434326
heartrate,192.168.245.194:8000,20.5,5,5.0,52.52504348754883,77.70942687988281
heartrate,192.168.245.194:8000,21.5,7,7.0,87.64886856079102,114.51965808868408
heartrate,192.168.245.194:8000,22.5,3,3.0,47.63054847717285,47.77564525604248
heartrate,192.168.245.194:8000,23.5,5,5.0,50.33516883850098,76.64456367492676
heartrate,192.168.245.194:8000,24.5,3,3.0,48.34794998168945,48.64118099212647
heartrate,192.168.245.194:8000,25.5,3,3.0,50.34494400024414,76.54133796691895
heartrate,192.168.245.194:8000,26.5,8,8.0,50.255656242370605,94.41072702407835
heartrate,192.168.245.194:8000,27.5,5,5.0,71.72346115112305,77.0472526550293
heartrate,192.168.245.194:8000,28.5,2,2.0,47.62387275695801,47.66756534576416
heartrate,192.168.245.194:8000,29.5,7,7.0,48.24638366699219,97.2058868408203
heartrate,192.168.245.194:8000,30.5,4,4.0,65.38045406341553,106.43949270248413
heartrate,192.168.245.194:8000,31.5,4,4.0,50.23980140686035,76.11793756484985
heartrate,192.168.245.194:8000,32.5,4,4.0,64.06891345977783,77.05089092254639
heartrate,192.168.245.194:8000,33.5,4,4.0,54.31532859802246,76.51328086853027
heartrate,192.168.245.194:8000,34.5,13,13.0,48.17342758178711,76.61499977111815
heartrate,192.168.245.194:8000,35.5,4,4.0,47.74343967437744,49.67297077178955
heartrate,192.168.245.194:8000,36.5,7,7.0,78.24206352233887,117.06949234008789
heartrate,192.168.245.194:8000,37.5,4,4.0,47.504425048828125,51.067848205566406
heartrate,192.168.245.194:8000,38.5,5,5.0,45.52602767944336,48.51344108581543
heartrate,192.168.245.194:8000,39.5,2,2.0,47.994375228881836,48.46074104309083
heartrate,192.168.245.194:8000,40.5,2,2.0,46.657562255859375,48.39077949523926
heartrate,192.168.245.194:8000,41.5,5,5.0,47.42860794067383,67.13095664978027
heartrate,192.168.245.194:8000,42.5,4,4.0,47.783732414245605,61.644041538238525
heartrate,192.168.245.194:8000,43.5,6,6.0,68.17328929901123,109.04461145401002
heartrate,192.168.245.194:8000,44.5,3,3.0,52.63018608093262,66.07885837554932
heartrate,192.168.245.194:8000,45.5,5,5.0,47.58667945861816,48.36539268493652
heartrate,192.168.245.194:8000,46.5,8,8.0,48.76554012298584,82.40065574645995
heartrate,192.168.245.194:8000,47.5,4,4.0,62.0882511138916,86.01959705352783
heartrate,192.168.245.194:8000,48.5,6,6.0,48.80332946777344,100.06530284881592
heartrate,192.168.245.194:8000,49.5,1,1.0,47.92666435241699,47.92666435241699
heartrate,192.168.245.194:8000,50.5,9,9.0,48.32220077514648,69.30990219116211
heartrate,192.168.245.194:8000,51.5,4,4.0,72.27575778961182,79.20300483703613
heartrate,192.168.245.194:8000,52.5,6,6.0,47.52993583679199,76.69631242752075
heartrate,192.168.245.194:8000,53.5,4,4.0,54.761290550231934,61.4889121055603
heartrate,192.168.245.194:8000,54.5,4,4.0,47.263145446777344,47.688901424407966
heartrate,192.168.245.194:8000,55.5,11,11.0,58.11595916748047,99.21898841857912
heartrate,192.168.245.194:8000,56.5,5,5.0,45.02248764038086,47.83836364746094
heartrate,192.168.245.194:8000,57.5,10,10.0,43.69032382965088,63.96272659301758
heartrate,192.168.245.194:8000,58.5,8,8.0,43.755292892456055,59.676353931426995
heartrate,192.168.245.194:8000,59.5,3,3.0,43.89309883117676,44.048709869384766
heartrate,192.168.245.194:8000,60.5,3,3.0,108.05153846740724,214.66893196105957
heartrate,192.168.245.194:8000,61.5,5,5.0,136.66510581970215,196.41401290893558
heartrate,192.168.245.194:8000,62.5,2,2.0,72.90804386138916,111.97938203811646
heartrate,192.168.245.194:8000,63.5,4,4.0,122.70331382751465,177.7368402481079
heartrate,192.168.245.194:8000,64.5,1,1.0,81.29429817199707,81.29429817199707
heartrate,192.168.245.194:8000,65.5,3,3.0,74.50032234191895,138.48402976989746
heartrate,192.168.245.194:8000,66.5,6,6.0,158.71155261993408,201.82933807373047
heartrate,192.168.245.194:8000,67.5,3,3.0,99.84350204467772,114.08401489257812
heartrate,192.168.245.194:8000,68.5,4,4.0,99.39539432525635,118.65387678146362
heartrate,192.168.245.194:8000,69.5,4,4.0,132.02476501464844,177.90502071380615
heartrate,192.168.245.194:8000,70.5,7,7.0,78.44209671020508,112.41997718811035
heartrate,192.168.245.194:8000,71.5,8,8.0,89.53595161437988,140.7970643043518
heartrate,192.168.245.194:8000,72.5,3,3.0,69.53620910644531,98.84902954101562
heartrate,192.168.245.194:8000,73.5,7,7.0,161.3776683807373,234.95245456695554
heartrate,192.168.245.194:8000,74.5,5,5.0,94.98405456542967,164.21096801757812
heartrate,192.168.245.194:8000,75.5,4,4.0,70.59097290039062,302.3540019989013
heartrate,192.168.245.194:8000,76.5,3,3.0,82.9308032989502,132.3424482345581
heartrate,192.168.245.194:8000,77.5,3,3.0,282.48119354248047,353.85969638824463
heartrate,192.168.245.194:8000,78.5,4,4.0,270.45702934265137,387.09903717041016
heartrate,192.168.245.194:8000,79.5,6,6.0,82.19671249389648,146.22489213943481
heartrate,192.168.245.194:8000,80.5,4,4.0,77.86023616790771,181.8305730819702
heartrate,192.168.245.194:8000,81.5,3,3.0,82.40413665771484,131.00080966949463
heartrate,192.168.245.194:8000,82.5,6,6.0,86.14027500152588,116.32471084594728
heartrate,192.168.245.194:8000,83.5,8,8.0,144.9185609817505,190.75979471206665
heartrate,192.168.245.194:8000,84.5,7,7.0,109.22813415527344,145.28711795806882
