task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,no_sharing_tpc,5993,10.1576,45.606,37.91,94.729,125.688,37.305,35.967,0.002,0.713,7.8,0.0,8.3
gestureclass,no_sharing_tpc,5951,10.0864,45.422,37.95,91.917,132.283,37.202,35.849,0.002,0.741,7.72,0.0,8.22
