task,send_elapsed_s,latency_ms,server_exec_ms,worker_id
ecgclass,0.0002,489.386,487.295,0
ecgclass__app3,0.0005,503.649,501.685,0
ecgclass__app1,0.0003,517.452,515.308,0
ecgclass__app2,0.0004,520.780,518.963,0
ecgclass,0.4896,128.196,126.390,0
ecgclass__app3,0.5041,144.121,142.128,0
ecgclass__app1,0.5178,145.027,143.007,0
ecgclass__app2,0.5212,145.769,144.045,0
ecgclass,0.6178,146.499,144.804,0
ecgclass__app3,0.6483,142.539,140.852,0
ecgclass__app1,0.6628,143.297,141.609,0
ecgclass__app2,0.6670,143.768,142.334,0
ecgclass,0.7643,142.381,140.694,0
ecgclass__app3,0.7908,144.315,142.589,0
ecgclass__app1,0.8062,148.703,147.016,0
ecgclass__app2,0.8108,147.559,146.167,0
ecgclass,0.9067,144.205,142.527,0
ecgclass__app3,0.9352,143.672,142.040,0
ecgclass__app1,0.9549,145.698,144.044,0
ecgclass__app2,0.9583,145.324,143.868,0
ecgclass,1.0509,145.292,143.584,0
ecgclass__app3,1.0789,145.210,143.541,0
ecgclass__app1,1.1006,145.727,144.063,0
ecgclass__app2,1.1037,146.456,145.119,0
ecgclass,1.1963,143.386,141.667,0
ecgclass__app3,1.2241,143.462,141.745,0
ecgclass__app1,1.2463,146.520,144.839,0
ecgclass__app2,1.2502,146.238,144.833,0
ecgclass,1.3397,144.137,142.538,0
ecgclass__app3,1.3676,141.735,140.071,0
ecgclass__app1,1.3929,143.510,141.774,0
ecgclass__app2,1.3964,144.686,143.189,0
ecgclass,1.4838,141.333,139.737,0
ecgclass__app3,1.5093,145.768,144.082,0
ecgclass__app1,1.5364,143.777,142.070,0
ecgclass__app2,1.5411,145.320,143.752,0
ecgclass,1.6252,144.801,143.241,0
ecgclass__app3,1.6551,142.876,141.150,0
ecgclass__app1,1.6802,145.406,143.778,0
ecgclass__app2,1.6865,144.661,143.165,0
ecgclass,1.7700,145.032,143.450,0
ecgclass__app3,1.7980,147.532,145.834,0
ecgclass__app1,1.8256,145.602,143.989,0
ecgclass__app2,1.8311,144.426,142.928,0
ecgclass,1.9151,144.219,142.563,0
ecgclass__app3,1.9456,144.442,142.695,0
ecgclass__app1,1.9713,143.366,141.799,0
ecgclass__app2,1.9756,145.347,143.733,0
ecgclass,2.0593,145.679,143.027,0
ecgclass__app3,2.0901,142.153,140.424,0
ecgclass__app1,2.1147,145.026,143.317,0
ecgclass__app2,2.1210,144.077,142.521,0
ecgclass,2.2050,143.281,141.836,0
ecgclass__app3,2.2322,143.519,141.926,0
ecgclass__app1,2.2597,147.059,145.409,0
ecgclass__app2,2.2651,145.774,144.252,0
ecgclass,2.3483,141.861,140.377,0
ecgclass__app3,2.3758,142.198,140.530,0
ecgclass__app1,2.4068,143.872,142.425,0
ecgclass__app2,2.4109,145.266,143.699,0
ecgclass,2.4902,144.567,143.073,0
ecgclass__app3,2.5180,143.943,142.242,0
ecgclass__app1,2.5507,144.192,142.655,0
ecgclass__app2,2.5561,144.204,142.660,0
ecgclass,2.6348,144.115,142.463,0
ecgclass__app3,2.6620,143.982,142.335,0
ecgclass__app1,2.6949,143.889,142.277,0
ecgclass__app2,2.7004,143.813,142.179,0
ecgclass,2.7789,144.183,142.507,0
ecgclass__app3,2.8060,144.896,143.238,0
ecgclass__app1,2.8388,146.445,144.845,0
ecgclass__app2,2.8442,144.647,143.157,0
ecgclass,2.9231,143.542,141.842,0
ecgclass__app3,2.9509,142.391,140.709,0
ecgclass__app1,2.9853,145.808,144.163,0
ecgclass__app2,2.9889,145.538,144.153,0
ecgclass,3.0667,143.331,141.719,0
ecgclass__app3,3.0933,142.821,141.178,0
ecgclass__app1,3.1311,144.172,142.502,0
ecgclass__app2,3.1344,145.137,143.704,0
ecgclass,3.2100,148.737,142.925,0
ecgclass__app3,3.2361,143.745,142.076,0
ecgclass__app1,3.2753,143.651,142.053,0
ecgclass__app2,3.2796,144.701,143.290,0
ecgclass,3.3588,142.577,140.815,0
ecgclass__app3,3.3799,143.008,141.373,0
ecgclass__app1,3.4189,145.947,144.242,0
ecgclass__app2,3.4243,143.740,142.329,0
ecgclass,3.5014,144.075,142.563,0
ecgclass__app3,3.5229,144.251,142.572,0
ecgclass__app1,3.5649,146.610,145.034,0
ecgclass__app2,3.5681,144.303,142.970,0
ecgclass,3.6455,144.271,142.567,0
ecgclass__app3,3.6672,143.797,142.114,0
ecgclass__app2,3.7124,142.893,141.484,0
ecgclass__app1,3.7115,144.065,142.540,0
ecgclass,3.7898,143.398,141.727,0
ecgclass__app3,3.8110,144.544,142.848,0
ecgclass__app2,3.8553,145.905,144.539,0
ecgclass__app1,3.8556,145.945,144.415,0
ecgclass,3.9332,144.977,143.233,0
ecgclass__app3,3.9556,144.894,143.229,0
ecgclass__app2,4.0012,144.691,143.124,0
ecgclass__app1,4.0016,144.739,143.004,0
ecgclass,4.0782,145.499,143.834,0
ecgclass__app3,4.1005,144.471,142.800,0
ecgclass__app2,4.1459,143.282,141.713,0
ecgclass__app1,4.1463,143.298,141.581,0
ecgclass,4.2237,142.575,141.044,0
ecgclass__app3,4.2450,144.722,143.043,0
ecgclass__app2,4.2892,144.122,142.549,0
ecgclass__app1,4.2896,144.130,142.432,0
ecgclass,4.3663,143.853,142.247,0
ecgclass__app3,4.3898,141.616,139.935,0
