task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,fifo,4114,24.2,54.324,47.175,106.975,221.643,29.442,26.011,0.003,1.182,20.035,0.0,24.881
vocseg,fifo,10170,59.8235,340.301,83.111,1216.9,1434.09,157.872,148.471,0.003,0.744,167.707,0.0,182.429
