task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,no_sharing,5890,20.3103,35.648,31.236,56.185,68.122,26.409,24.876,0.002,0.789,8.265,9.239
gestureclass,no_sharing,5839,20.1345,35.747,31.452,56.138,67.205,26.365,24.963,0.002,0.769,8.367,9.382
