site_manager,device,backbone,req_id,task,req_time
site2,http://10.100.20.53:8001,chronostiny,85,diasbp,0.5194434667566991
site2,http://10.100.20.53:8001,chronostiny,86,sysbp,0.5198410192159595
site2,http://10.100.20.53:8001,chronostiny,87,heartrate,0.5277246066316337
site2,http://10.100.20.53:8001,chronostiny,88,diasbp,0.5372430225341441
site2,http://10.100.20.53:8001,chronostiny,89,diasbp,0.5379336743166144
site2,http://10.100.20.53:8001,chronostiny,90,sysbp,0.550312386037574
site2,http://10.100.20.53:8001,chronostiny,91,sysbp,0.550312386037574
site2,http://10.100.20.53:8001,chronostiny,92,sysbp,0.560327685813541
site2,http://10.100.20.53:8001,chronostiny,93,heartrate,0.560327685813541
site2,http://10.100.20.53:8001,chronostiny,94,sysbp,0.5609219707944033
site2,http://10.100.20.53:8001,chronostiny,95,diasbp,0.5609219707944033
site2,http://10.100.20.53:8001,chronostiny,96,sysbp,0.5621695400464513
site2,http://10.100.20.53:8001,chronostiny,97,heartrate,0.5716270484531891
site2,http://10.100.20.53:8001,chronostiny,98,sysbp,0.5786220070984562
site2,http://10.100.20.53:8001,chronostiny,99,sysbp,0.5855216885408253
site2,http://10.100.20.53:8001,chronostiny,100,diasbp,0.5861714882640756
site2,http://10.100.20.53:8001,chronostiny,101,heartrate,0.5884103695087511
site2,http://10.100.20.53:8001,chronostiny,102,heartrate,0.5915361925559643
site2,http://10.100.20.53:8001,chronostiny,103,diasbp,0.5968014824613227
site2,http://10.100.20.53:8001,chronostiny,104,ecgclass,0.5991737827319319
site2,http://10.100.20.53:8001,chronostiny,105,sysbp,0.6018431867826595
site2,http://10.100.20.53:8001,chronostiny,106,diasbp,0.6044890508488993
site2,http://10.100.20.53:8001,chronostiny,107,diasbp,0.6093313124651972
site2,http://10.100.20.53:8001,chronostiny,108,heartrate,0.6104817350389907
site2,http://10.100.20.53:8001,chronostiny,109,diasbp,0.6158933644190437
site2,http://10.100.20.53:8001,chronostiny,110,heartrate,0.6162267626877423
site2,http://10.100.20.53:8001,chronostiny,111,heartrate,0.6239389827862307
site2,http://10.100.20.53:8001,chronostiny,112,heartrate,0.6442514371298125
site2,http://10.100.20.53:8001,chronostiny,113,sysbp,0.6513236861134608
site2,http://10.100.20.53:8001,chronostiny,114,heartrate,0.6513236861134608
site2,http://10.100.20.53:8001,chronostiny,115,diasbp,0.6584608691511304
site2,http://10.100.20.53:8001,chronostiny,116,heartrate,0.6718273530238709
site2,http://10.100.20.53:8001,chronostiny,117,ecgclass,0.7116536611939085
site2,http://10.100.20.53:8001,chronostiny,118,heartrate,0.7170672817385587
site2,http://10.100.20.53:8001,chronostiny,119,diasbp,0.7188477196173932
site2,http://10.100.20.53:8001,chronostiny,120,diasbp,0.7244055833984664
site2,http://10.100.20.53:8001,chronostiny,121,heartrate,0.733254619781532
site2,http://10.100.20.53:8001,chronostiny,122,sysbp,0.767305208728159
site2,http://10.100.20.53:8001,chronostiny,123,diasbp,0.7692520968507133
site2,http://10.100.20.53:8001,chronostiny,124,sysbp,0.7791388670079765
site2,http://10.100.20.53:8001,chronostiny,125,sysbp,0.7851007600486954
site2,http://10.100.20.53:8001,chronostiny,126,heartrate,0.7881758360715103
site2,http://10.100.20.53:8001,chronostiny,127,sysbp,0.7911408947744465
site2,http://10.100.20.53:8001,chronostiny,128,diasbp,0.7923367822578242
site2,http://10.100.20.53:8001,chronostiny,129,heartrate,0.8036679537370771
site2,http://10.100.20.53:8001,chronostiny,130,ecgclass,0.8036679537370771
site2,http://10.100.20.53:8001,chronostiny,131,diasbp,0.8117059946281245
site2,http://10.100.20.53:8001,chronostiny,132,diasbp,0.815599555147801
site2,http://10.100.20.53:8001,chronostiny,133,heartrate,0.8169643541677056
site2,http://10.100.20.53:8001,chronostiny,134,diasbp,0.8169643541677056
site2,http://10.100.20.53:8001,chronostiny,135,diasbp,0.8331722952356279
site2,http://10.100.20.53:8001,chronostiny,136,heartrate,0.8331722952356279
site2,http://10.100.20.53:8001,chronostiny,137,diasbp,0.8333002772923092
site2,http://10.100.20.53:8001,chronostiny,138,heartrate,0.8333002772923092
site2,http://10.100.20.53:8001,chronostiny,139,heartrate,0.8422053428277745
site2,http://10.100.20.53:8001,chronostiny,140,diasbp,0.8514356926312598
site2,http://10.100.20.53:8001,chronostiny,141,sysbp,0.8754968171345463
site2,http://10.100.20.53:8001,chronostiny,142,heartrate,0.8826792327935498
site2,http://10.100.20.53:8001,chronostiny,143,ecgclass,0.8867753665755221
site2,http://10.100.20.53:8001,chronostiny,144,heartrate,0.8867753665755221
site2,http://10.100.20.53:8001,chronostiny,145,ecgclass,0.8917919545830723
site2,http://10.100.20.53:8001,chronostiny,146,heartrate,0.9033862307151885
site2,http://10.100.20.53:8001,chronostiny,147,heartrate,0.9169924894300275
site2,http://10.100.20.53:8001,chronostiny,148,diasbp,0.9396702915639141
site2,http://10.100.20.53:8001,chronostiny,149,heartrate,0.9396702915639141
site2,http://10.100.20.53:8001,chronostiny,150,diasbp,0.9409613677393335
site2,http://10.100.20.53:8001,chronostiny,151,heartrate,0.949002196260817
site2,http://10.100.20.53:8001,chronostiny,152,ecgclass,0.9601225256094704
site2,http://10.100.20.53:8001,chronostiny,153,diasbp,0.9731657993379356
site2,http://10.100.20.53:8001,chronostiny,154,sysbp,0.9731657993379356
site2,http://10.100.20.53:8001,chronostiny,155,diasbp,0.9734796344128185
site2,http://10.100.20.53:8001,chronostiny,156,heartrate,0.9832328472525281
site2,http://10.100.20.53:8001,chronostiny,157,diasbp,0.9832328472525281
site2,http://10.100.20.53:8001,chronostiny,158,sysbp,0.9840176644850989
site2,http://10.100.20.53:8001,chronostiny,159,diasbp,0.9844199791502003
site2,http://10.100.20.53:8001,chronostiny,160,heartrate,0.9881543516548983
site2,http://10.100.20.53:8001,chronostiny,161,ecgclass,1.0068199586155833
site2,http://10.100.20.53:8001,chronostiny,162,heartrate,1.012473514408479
site2,http://10.100.20.53:8001,chronostiny,163,heartrate,1.0223897593139286
site2,http://10.100.20.53:8001,chronostiny,164,diasbp,1.0261629152662501
site2,http://10.100.20.53:8001,chronostiny,165,diasbp,1.029971950898227
site2,http://10.100.20.53:8001,chronostiny,166,ecgclass,1.0488635826080264
site2,http://10.100.20.53:8001,chronostiny,167,ecgclass,1.0637380412397248
site2,http://10.100.20.53:8001,chronostiny,168,heartrate,1.0728547232439143
site2,http://10.100.20.53:8001,chronostiny,169,ecgclass,1.0765473642644061
site2,http://10.100.20.53:8001,chronostiny,170,heartrate,1.077703107683107
site2,http://10.100.20.53:8001,chronostiny,171,sysbp,1.0786543862100677
site2,http://10.100.20.53:8001,chronostiny,172,diasbp,1.091155598763028
site2,http://10.100.20.53:8001,chronostiny,173,heartrate,1.091155598763028
site2,http://10.100.20.53:8001,chronostiny,174,diasbp,1.0919045086760808
site2,http://10.100.20.53:8001,chronostiny,175,sysbp,1.0963787312982112
site2,http://10.100.20.53:8001,chronostiny,176,ecgclass,1.1003541452522436
site2,http://10.100.20.53:8001,chronostiny,177,diasbp,1.1102003011902462
site2,http://10.100.20.53:8001,chronostiny,178,ecgclass,1.1160828740242679
site2,http://10.100.20.53:8001,chronostiny,179,sysbp,1.1166413291062378
site2,http://10.100.20.53:8001,chronostiny,180,heartrate,1.1166413291062378
site2,http://10.100.20.53:8001,chronostiny,181,heartrate,1.1220487936364225
site2,http://10.100.20.53:8001,chronostiny,182,heartrate,1.122994375239644
site2,http://10.100.20.53:8001,chronostiny,183,heartrate,1.1389156827340718
site2,http://10.100.20.53:8001,chronostiny,184,diasbp,1.146204730739732
site2,http://10.100.20.53:8001,chronostiny,185,heartrate,1.155792295340083
site2,http://10.100.20.53:8001,chronostiny,186,heartrate,1.1663479472091582
site2,http://10.100.20.53:8001,chronostiny,187,heartrate,1.1884487432453428
site2,http://10.100.20.53:8001,chronostiny,188,diasbp,1.1939036196074675
site2,http://10.100.20.53:8001,chronostiny,189,sysbp,1.1986262952367768
site2,http://10.100.20.53:8001,chronostiny,190,diasbp,1.1999881185670493
site2,http://10.100.20.53:8001,chronostiny,191,diasbp,1.21244891048528
site2,http://10.100.20.53:8001,chronostiny,192,diasbp,1.2299041940291482
site2,http://10.100.20.53:8001,chronostiny,193,heartrate,1.2299041940291482
site2,http://10.100.20.53:8001,chronostiny,194,ecgclass,1.230620288463034
site2,http://10.100.20.53:8001,chronostiny,195,diasbp,1.230620288463034
site2,http://10.100.20.53:8001,chronostiny,196,diasbp,1.2311077640887136
site2,http://10.100.20.53:8001,chronostiny,197,heartrate,1.2353343688995975
site2,http://10.100.20.53:8001,chronostiny,198,heartrate,1.2393133005667625
site2,http://10.100.20.53:8001,chronostiny,199,heartrate,1.2397845039620305
site2,http://10.100.20.53:8001,chronostiny,200,ecgclass,1.2481186143273983
site2,http://10.100.20.53:8001,chronostiny,201,heartrate,1.2541751982789
site2,http://10.100.20.53:8001,chronostiny,202,sysbp,1.256223939953078
site2,http://10.100.20.53:8001,chronostiny,203,heartrate,1.2592047122473593
site2,http://10.100.20.53:8001,chronostiny,204,ecgclass,1.265897036107064
site2,http://10.100.20.53:8001,chronostiny,205,diasbp,1.270849099344182
site2,http://10.100.20.53:8001,chronostiny,206,heartrate,1.2722081737609248
site2,http://10.100.20.53:8001,chronostiny,207,diasbp,1.279646901985447
site2,http://10.100.20.53:8001,chronostiny,208,ecgclass,1.2829817253277656
site2,http://10.100.20.53:8001,chronostiny,209,diasbp,1.2876643398515455
site2,http://10.100.20.53:8001,chronostiny,210,sysbp,1.2879884626123783
site2,http://10.100.20.53:8001,chronostiny,211,diasbp,1.2879884626123783
site2,http://10.100.20.53:8001,chronostiny,212,sysbp,1.2910268846305997
site2,http://10.100.20.53:8001,chronostiny,213,ecgclass,1.307249842385555
site2,http://10.100.20.53:8001,chronostiny,214,heartrate,1.3088438409672594
site2,http://10.100.20.53:8001,chronostiny,215,heartrate,1.3227621758938215
site2,http://10.100.20.53:8001,chronostiny,216,diasbp,1.3227621758938215
site2,http://10.100.20.53:8001,chronostiny,217,diasbp,1.327670162504645
site2,http://10.100.20.53:8001,chronostiny,218,heartrate,1.3330150878904727
site2,http://10.100.20.53:8001,chronostiny,219,heartrate,1.3331500666828868
site2,http://10.100.20.53:8001,chronostiny,220,heartrate,1.3389580980656834
site2,http://10.100.20.53:8001,chronostiny,221,ecgclass,1.3389580980656834
site2,http://10.100.20.53:8001,chronostiny,222,diasbp,1.361937688751717
site2,http://10.100.20.53:8001,chronostiny,223,sysbp,1.3707364150602095
site2,http://10.100.20.53:8001,chronostiny,224,sysbp,1.3962834621959685
site2,http://10.100.20.53:8001,chronostiny,225,diasbp,1.3984101579476425
site2,http://10.100.20.53:8001,chronostiny,226,ecgclass,1.4169106033995575
site2,http://10.100.20.53:8001,chronostiny,227,ecgclass,1.4312426192120238
site2,http://10.100.20.53:8001,chronostiny,228,diasbp,1.4398586285980939
site2,http://10.100.20.53:8001,chronostiny,229,diasbp,1.4461644730732832
site2,http://10.100.20.53:8001,chronostiny,230,sysbp,1.4650854910467863
site2,http://10.100.20.53:8001,chronostiny,231,ecgclass,1.4714092394009715
site2,http://10.100.20.53:8001,chronostiny,232,diasbp,1.4774615036349794
site2,http://10.100.20.53:8001,chronostiny,233,heartrate,1.4774615036349794
site2,http://10.100.20.53:8001,chronostiny,234,diasbp,1.4918516227235905
site2,http://10.100.20.53:8001,chronostiny,235,heartrate,1.5018761095097535
site2,http://10.100.20.53:8001,chronostiny,236,heartrate,1.505613983151579
site2,http://10.100.20.53:8001,chronostiny,237,diasbp,1.5140047531773295
site2,http://10.100.20.53:8001,chronostiny,238,ecgclass,1.5658329785016403
site2,http://10.100.20.53:8001,chronostiny,239,diasbp,1.6210716195012986
site2,http://10.100.20.53:8001,chronostiny,240,heartrate,1.6236633626205879
site2,http://10.100.20.53:8001,chronostiny,241,diasbp,1.6236633626205879
site2,http://10.100.20.53:8001,chronostiny,242,ecgclass,1.6384218414892864
site2,http://10.100.20.53:8001,chronostiny,243,heartrate,1.6692585039036871
site2,http://10.100.20.53:8001,chronostiny,244,diasbp,1.6692585039036871
site2,http://10.100.20.53:8001,chronostiny,245,diasbp,1.702650172486823
site2,http://10.100.20.53:8001,chronostiny,246,heartrate,1.7044466005138683
site2,http://10.100.20.53:8001,chronostiny,247,diasbp,1.708389879290667
site2,http://10.100.20.53:8001,chronostiny,248,heartrate,1.730800500432678
site2,http://10.100.20.53:8001,chronostiny,249,sysbp,1.7344466533148313
site2,http://10.100.20.53:8001,chronostiny,250,ecgclass,1.7399466461211972
site2,http://10.100.20.53:8001,chronostiny,251,sysbp,1.742883065245505
site2,http://10.100.20.53:8001,chronostiny,252,ecgclass,1.742883065245505
site2,http://10.100.20.53:8001,chronostiny,253,diasbp,1.7722043247539114
site2,http://10.100.20.53:8001,chronostiny,254,ecgclass,1.7878582300056964
site2,http://10.100.20.53:8001,chronostiny,255,heartrate,1.9072356770562042
site2,http://10.100.20.53:8001,chronostiny,256,diasbp,1.9072532269577085
site2,http://10.100.20.53:8001,chronostiny,257,sysbp,1.912639424750203
site2,http://10.100.20.53:8001,chronostiny,258,heartrate,1.912639424750203
site2,http://10.100.20.53:8001,chronostiny,259,diasbp,1.920918866606598
site2,http://10.100.20.53:8001,chronostiny,260,heartrate,1.9750617977836769
site2,http://10.100.20.53:8001,chronostiny,261,heartrate,2.004729132631061
site2,http://10.100.20.53:8001,chronostiny,262,diasbp,2.0146668987033522
site2,http://10.100.20.53:8001,chronostiny,263,heartrate,2.0188784868272034
site2,http://10.100.20.53:8001,chronostiny,264,sysbp,2.0229140228618396
site2,http://10.100.20.53:8001,chronostiny,265,diasbp,2.06066550510807
site2,http://10.100.20.53:8001,chronostiny,266,heartrate,2.06066550510807
site2,http://10.100.20.53:8001,chronostiny,267,ecgclass,2.076941665654896
site2,http://10.100.20.53:8001,chronostiny,268,heartrate,2.100952795357381
site2,http://10.100.20.53:8001,chronostiny,269,ecgclass,2.1854068212545346
site2,http://10.100.20.53:8001,chronostiny,270,diasbp,2.191293027952407
site2,http://10.100.20.53:8001,chronostiny,271,heartrate,2.1980386043847457
site2,http://10.100.20.53:8001,chronostiny,272,ecgclass,2.206229218198766
site2,http://10.100.20.53:8001,chronostiny,273,heartrate,2.206229218198766
site2,http://10.100.20.53:8001,chronostiny,274,diasbp,2.216703260011967
site2,http://10.100.20.53:8001,chronostiny,275,heartrate,2.216703260011967
site2,http://10.100.20.53:8001,chronostiny,276,heartrate,2.222631651719877
site2,http://10.100.20.53:8001,chronostiny,277,heartrate,2.2427929380129674
site2,http://10.100.20.53:8001,chronostiny,278,diasbp,2.2427929380129674
site2,http://10.100.20.53:8001,chronostiny,279,ecgclass,2.2487528564782817
site2,http://10.100.20.53:8001,chronostiny,280,heartrate,2.2487528564782817
site2,http://10.100.20.53:8001,chronostiny,281,sysbp,2.2508476714818735
site2,http://10.100.20.53:8001,chronostiny,282,ecgclass,2.2508476714818735
site2,http://10.100.20.53:8001,chronostiny,283,heartrate,2.2583271743186164
site2,http://10.100.20.53:8001,chronostiny,284,heartrate,2.258830374612685
site2,http://10.100.20.53:8001,chronostiny,285,ecgclass,2.260176904699059
site2,http://10.100.20.53:8001,chronostiny,286,diasbp,2.2837183796957126
site2,http://10.100.20.53:8001,chronostiny,287,sysbp,2.2845049613167783
site2,http://10.100.20.53:8001,chronostiny,288,diasbp,2.29935462442061
site2,http://10.100.20.53:8001,chronostiny,289,sysbp,2.3115829866846314
site2,http://10.100.20.53:8001,chronostiny,290,heartrate,2.3115829866846314
site2,http://10.100.20.53:8001,chronostiny,291,sysbp,2.3211698433168126
site2,http://10.100.20.53:8001,chronostiny,292,ecgclass,2.353843824534385
site2,http://10.100.20.53:8001,chronostiny,293,heartrate,2.4220901914458164
site2,http://10.100.20.53:8001,chronostiny,294,ecgclass,2.4412499886857133
site2,http://10.100.20.53:8001,chronostiny,295,diasbp,2.452681857747925
site2,http://10.100.20.53:8001,chronostiny,296,sysbp,2.4694036075817856
site2,http://10.100.20.53:8001,chronostiny,297,heartrate,2.4694450016645058
site2,http://10.100.20.53:8001,chronostiny,298,diasbp,2.470680286540672
site2,http://10.100.20.53:8001,chronostiny,299,diasbp,2.475511204050694
site2,http://10.100.20.53:8001,chronostiny,300,sysbp,2.4837104075189385
site2,http://10.100.20.53:8001,chronostiny,301,heartrate,2.4854571228273836
site2,http://10.100.20.53:8001,chronostiny,302,diasbp,2.4898104652154274
site2,http://10.100.20.53:8001,chronostiny,303,heartrate,2.492104280448897
site2,http://10.100.20.53:8001,chronostiny,304,diasbp,2.492104280448897
site2,http://10.100.20.53:8001,chronostiny,305,diasbp,2.4944090581449148
site2,http://10.100.20.53:8001,chronostiny,306,heartrate,2.4944090581449148
site2,http://10.100.20.53:8001,chronostiny,307,heartrate,2.5165354793531898
site2,http://10.100.20.53:8001,chronostiny,308,heartrate,2.5312135041478654
site2,http://10.100.20.53:8001,chronostiny,309,diasbp,2.5419523265047546
site2,http://10.100.20.53:8001,chronostiny,310,diasbp,2.5468884880781446
site2,http://10.100.20.53:8001,chronostiny,311,ecgclass,2.5521076216949417
site2,http://10.100.20.53:8001,chronostiny,312,heartrate,2.5523117215189597
site2,http://10.100.20.53:8001,chronostiny,313,heartrate,2.553219946661567
site2,http://10.100.20.53:8001,chronostiny,314,sysbp,2.553219946661567
site2,http://10.100.20.53:8001,chronostiny,315,heartrate,2.559741118929518
site2,http://10.100.20.53:8001,chronostiny,316,ecgclass,2.5638943106179797
site2,http://10.100.20.53:8001,chronostiny,317,diasbp,2.581615032906129
site2,http://10.100.20.53:8001,chronostiny,318,heartrate,2.6070872288686
site2,http://10.100.20.53:8001,chronostiny,319,diasbp,2.647228970570534
site2,http://10.100.20.53:8001,chronostiny,320,heartrate,2.6970049586088747
site2,http://10.100.20.53:8001,chronostiny,321,ecgclass,2.7001266499977907
site2,http://10.100.20.53:8001,chronostiny,322,heartrate,2.7529301750388036
site2,http://10.100.20.53:8001,chronostiny,323,heartrate,2.7990977925283875
site2,http://10.100.20.53:8001,chronostiny,324,heartrate,2.803374121121729
site2,http://10.100.20.53:8001,chronostiny,325,heartrate,2.852471166525223
site2,http://10.100.20.53:8001,chronostiny,326,ecgclass,2.886541396086291
site2,http://10.100.20.53:8001,chronostiny,327,heartrate,2.900324132763127
site2,http://10.100.20.53:8001,chronostiny,328,diasbp,2.9095805944692907
site2,http://10.100.20.53:8001,chronostiny,329,heartrate,2.9241976343211946
site2,http://10.100.20.53:8001,chronostiny,330,sysbp,2.9280834901501556
site2,http://10.100.20.53:8001,chronostiny,331,heartrate,2.9297723566247953
site2,http://10.100.20.53:8001,chronostiny,332,heartrate,2.9388487064919246
site2,http://10.100.20.53:8001,chronostiny,333,ecgclass,2.982840346935725
site2,http://10.100.20.53:8001,chronostiny,334,ecgclass,3.0090431949415755
site2,http://10.100.20.53:8001,chronostiny,335,sysbp,3.140273100178262
site2,http://10.100.20.53:8001,chronostiny,336,sysbp,3.155877541602076
site2,http://10.100.20.53:8001,chronostiny,337,sysbp,3.18422835209729
site2,http://10.100.20.53:8001,chronostiny,338,diasbp,3.230669671647751
site2,http://10.100.20.53:8001,chronostiny,339,sysbp,3.306815964575224
site2,http://10.100.20.53:8001,chronostiny,340,heartrate,3.341528831205514
site2,http://10.100.20.53:8001,chronostiny,341,sysbp,3.3497353743363125
site2,http://10.100.20.53:8001,chronostiny,342,heartrate,3.3505856842751576
site2,http://10.100.20.53:8001,chronostiny,343,diasbp,3.3505856842751576
site2,http://10.100.20.53:8001,chronostiny,344,heartrate,3.354783809900373
site2,http://10.100.20.53:8001,chronostiny,345,sysbp,3.35713274719502
site2,http://10.100.20.53:8001,chronostiny,346,heartrate,3.35713274719502
site2,http://10.100.20.53:8001,chronostiny,347,heartrate,3.364529550350805
site2,http://10.100.20.53:8001,chronostiny,348,diasbp,3.3803553096371783
site2,http://10.100.20.53:8001,chronostiny,349,heartrate,3.3803553096371783
site2,http://10.100.20.53:8001,chronostiny,350,sysbp,3.3852339763542534
site2,http://10.100.20.53:8001,chronostiny,351,heartrate,3.389575382818571
site2,http://10.100.20.53:8001,chronostiny,352,heartrate,3.3917896510560532
site2,http://10.100.20.53:8001,chronostiny,353,diasbp,3.3988860539561676
site2,http://10.100.20.53:8001,chronostiny,354,diasbp,3.403788365757779
site2,http://10.100.20.53:8001,chronostiny,355,diasbp,3.4161244776334034
site2,http://10.100.20.53:8001,chronostiny,356,diasbp,3.4278239314589314
site2,http://10.100.20.53:8001,chronostiny,357,sysbp,3.430516820188049
site2,http://10.100.20.53:8001,chronostiny,358,ecgclass,3.4855104152814644
site2,http://10.100.20.53:8001,chronostiny,359,heartrate,3.4900429458149405
site2,http://10.100.20.53:8001,chronostiny,360,diasbp,3.5035354924882425
site2,http://10.100.20.53:8001,chronostiny,361,ecgclass,3.5191894419822685
site2,http://10.100.20.53:8001,chronostiny,362,diasbp,3.5191894419822685
site2,http://10.100.20.53:8001,chronostiny,363,diasbp,3.520731941315977
site2,http://10.100.20.53:8001,chronostiny,364,heartrate,3.5216919920310223
site2,http://10.100.20.53:8001,chronostiny,365,sysbp,3.5438205205546125
site2,http://10.100.20.53:8001,chronostiny,366,diasbp,3.545867409355813
site2,http://10.100.20.53:8001,chronostiny,367,ecgclass,3.565800480598952
