task,send_elapsed_s,latency_ms,server_exec_ms,worker_id
ecgclass,0.0002,405.255,402.962,0
ecgclass__app1,0.0003,477.960,91.262,0
ecgclass__app2,0.0004,482.178,95.732,0
ecgclass__app3,0.0005,489.375,103.041,0
ecgclass,0.4055,166.254,85.903,0
ecgclass__app1,0.4783,93.751,86.277,0
ecgclass__app2,0.4826,89.700,86.625,0
ecgclass__app3,0.4899,127.246,49.716,0
ecgclass,0.5717,127.105,85.460,0
ecgclass__app2,0.5723,126.975,86.064,0
ecgclass__app1,0.5721,127.787,86.590,0
ecgclass__app3,0.6171,126.698,49.126,0
ecgclass,0.6989,126.192,84.406,0
ecgclass__app2,0.6993,125.903,84.546,0
ecgclass__app1,0.6999,125.715,85.120,0
ecgclass__app3,0.7438,126.395,49.825,0
ecgclass__app2,0.8252,126.108,84.760,0
ecgclass,0.8251,126.422,84.800,0
ecgclass__app1,0.8256,126.261,85.326,0
ecgclass__app3,0.8703,125.956,49.311,0
ecgclass,0.9515,126.538,85.301,0
ecgclass__app1,0.9519,126.477,85.676,0
ecgclass__app2,0.9514,127.243,85.763,0
ecgclass__app3,0.9962,126.639,49.463,0
ecgclass,1.0780,126.654,85.308,0
ecgclass__app2,1.0786,126.614,85.764,0
ecgclass__app1,1.0784,126.992,85.843,0
ecgclass__app3,1.1229,126.904,49.511,0
ecgclass__app1,1.2054,125.868,84.878,0
ecgclass,1.2047,127.055,85.599,0
ecgclass__app2,1.2053,127.143,86.114,0
ecgclass__app3,1.2498,126.628,49.609,0
ecgclass__app1,1.3312,126.161,84.403,0
ecgclass__app2,1.3324,125.471,84.725,0
ecgclass,1.3318,126.376,85.060,0
ecgclass__app3,1.3765,126.151,49.335,0
ecgclass__app1,1.4574,126.542,84.713,0
ecgclass,1.4582,125.956,84.769,0
ecgclass__app2,1.4579,126.577,85.285,0
ecgclass__app3,1.5026,125.593,48.447,0
ecgclass__app1,1.5840,125.355,84.281,0
ecgclass,1.5841,125.530,84.705,0
ecgclass__app2,1.5845,125.459,85.168,0
ecgclass__app3,1.6282,126.657,49.779,0
ecgclass__app1,1.7094,126.886,84.964,0
ecgclass,1.7097,126.681,85.042,0
ecgclass__app2,1.7099,126.786,85.792,0
ecgclass__app3,1.7549,126.760,49.694,0
ecgclass,1.8364,126.425,84.646,0
ecgclass__app1,1.8363,126.664,84.720,0
ecgclass__app2,1.8367,126.540,85.320,0
ecgclass__app3,1.8817,125.656,48.731,0
ecgclass__app1,1.9629,125.236,84.173,0
ecgclass__app2,1.9633,125.263,84.492,0
ecgclass,1.9628,125.834,84.568,0
ecgclass__app3,2.0073,125.066,48.369,0
ecgclass__app1,2.0882,125.113,84.021,0
ecgclass,2.0887,124.996,84.558,0
ecgclass__app2,2.0886,125.530,85.112,0
ecgclass__app3,2.1324,125.346,48.756,0
ecgclass__app1,2.2133,125.128,83.794,0
ecgclass__app2,2.2141,124.605,83.881,0
ecgclass,2.2137,125.325,84.444,0
ecgclass__app3,2.2578,125.266,48.798,0
ecgclass,2.3390,124.498,83.759,0
ecgclass__app1,2.3385,125.171,83.848,0
ecgclass__app2,2.3387,125.218,84.340,0
ecgclass__app3,2.3831,125.179,48.972,0
ecgclass__app1,2.4636,126.918,85.615,0
ecgclass,2.4635,127.188,85.660,0
ecgclass__app2,2.4640,127.046,86.143,0
ecgclass__app3,2.5083,127.168,49.761,0
ecgclass__app1,2.5906,126.780,85.183,0
ecgclass__app2,2.5910,126.458,85.279,0
ecgclass,2.5907,127.053,85.444,0
ecgclass__app3,2.6354,126.425,49.224,0
ecgclass__app1,2.7174,126.394,85.060,0
ecgclass,2.7178,126.128,85.160,0
ecgclass__app2,2.7175,126.646,85.283,0
ecgclass__app3,2.7619,126.418,49.266,0
ecgclass__app1,2.8438,125.705,84.578,0
ecgclass,2.8439,125.982,85.027,0
ecgclass__app2,2.8441,125.835,85.135,0
ecgclass__app3,2.8883,125.559,48.811,0
ecgclass__app2,2.9700,125.237,84.657,0
ecgclass__app1,2.9695,125.854,84.752,0
ecgclass,2.9699,125.783,85.450,0
ecgclass__app3,3.0139,125.958,48.802,0
ecgclass,3.0957,125.297,84.600,0
ecgclass__app2,3.0952,126.300,85.138,0
ecgclass__app1,3.0954,126.472,85.317,0
ecgclass__app3,3.1399,126.464,49.391,0
ecgclass__app1,3.2219,126.737,85.697,0
ecgclass__app2,3.2216,127.344,85.928,0
ecgclass,3.2210,128.133,86.106,0
ecgclass__app3,3.2663,126.634,48.866,0
ecgclass__app2,3.3489,124.782,84.181,0
ecgclass,3.3492,126.132,84.530,0
ecgclass__app1,3.3486,126.792,84.956,0
ecgclass__app3,3.3930,125.456,49.542,0
ecgclass,3.4753,123.356,83.790,0
ecgclass__app1,3.4754,123.599,84.159,0
ecgclass__app2,3.4737,125.506,84.249,0
ecgclass__app3,3.5185,124.333,48.348,0
ecgclass__app2,3.5992,123.869,83.794,0
ecgclass,3.5987,124.789,84.313,0
ecgclass__app1,3.5990,124.709,84.545,0
ecgclass__app3,3.6428,124.772,48.741,0
ecgclass__app2,3.7231,125.628,84.407,0
ecgclass,3.7235,125.411,84.506,0
ecgclass__app1,3.7238,125.484,84.977,0
ecgclass__app3,3.7676,126.118,49.410,0
ecgclass__app2,3.8488,125.176,83.435,0
ecgclass,3.8489,125.566,83.924,0
ecgclass__app1,3.8492,125.343,84.005,0
ecgclass__app3,3.8937,124.846,49.022,0
ecgclass__app2,3.9740,124.669,83.643,0
ecgclass__app1,3.9746,124.502,84.009,0
ecgclass,3.9745,124.917,84.449,0
ecgclass__app3,4.0186,125.281,49.552,0
ecgclass__app1,4.0991,126.391,85.040,0
ecgclass,4.0994,126.463,85.468,0
ecgclass__app2,4.0987,127.493,85.829,0
ecgclass__app3,4.1439,126.340,48.894,0
ecgclass__app1,4.2255,126.299,84.564,0
ecgclass,4.2259,126.068,84.754,0
ecgclass__app2,4.2262,126.041,84.839,0
ecgclass__app3,4.2702,126.024,49.134,0
ecgclass,4.3520,125.371,84.507,0
ecgclass__app2,4.3522,125.600,84.832,0
ecgclass__app1,4.3518,126.103,84.910,0
ecgclass__app3,4.3963,125.260,48.414,0
ecgclass__app2,4.4778,123.912,83.706,0
ecgclass__app1,4.4780,124.268,84.181,0
ecgclass,4.4774,124.982,84.259,0
ecgclass__app3,4.5216,124.279,48.454,0
ecgclass,4.6023,124.530,84.289,0
ecgclass__app2,4.6018,125.244,84.418,0
ecgclass__app1,4.6022,125.104,84.944,0
ecgclass__app3,4.6459,125.253,48.757,0
ecgclass__app1,4.7274,124.720,84.481,0
ecgclass__app2,4.7270,125.182,84.525,0
ecgclass,4.7269,125.663,84.889,0
ecgclass__app3,4.7711,125.556,49.078,0
ecgclass__app1,4.8521,125.053,83.960,0
ecgclass__app2,4.8522,125.288,84.393,0
ecgclass,4.8526,125.221,84.870,0
ecgclass__app3,4.8967,126.183,49.930,0
ecgclass,4.9778,127.395,85.424,0
ecgclass__app1,4.9772,128.156,85.537,0
ecgclass__app2,4.9775,128.022,85.631,0
ecgclass__app3,5.0229,126.403,48.589,0
ecgclass,5.1052,124.858,84.064,0
ecgclass__app1,5.1053,124.895,84.099,0
ecgclass__app2,5.1056,125.094,84.618,0
ecgclass__app3,5.1493,126.244,49.717,0
ecgclass__app1,5.2302,126.815,85.189,0
ecgclass__app2,5.2307,126.803,85.715,0
ecgclass,5.2301,127.656,86.107,0
ecgclass__app3,5.2756,126.351,49.053,0
ecgclass,5.3577,125.300,84.617,0
ecgclass__app2,5.3575,126.004,85.036,0
ecgclass__app1,5.3571,126.720,85.433,0
ecgclass__app3,5.4019,126.151,49.846,0
ecgclass__app2,5.4835,126.230,85.276,0
ecgclass,5.4831,127.047,85.744,0
ecgclass__app1,5.4838,126.757,86.271,0
ecgclass__app3,5.5281,127.111,49.713,0
ecgclass,5.6101,126.640,85.302,0
ecgclass__app1,5.6106,126.690,85.854,0
ecgclass__app2,5.6097,127.841,86.115,0
ecgclass__app3,5.6552,127.332,50.088,0
ecgclass__app1,5.7373,126.201,84.630,0
ecgclass__app2,5.7376,126.477,85.204,0
ecgclass,5.7368,127.637,85.362,0
ecgclass__app3,5.7826,127.318,50.750,0
ecgclass,5.8644,127.686,85.803,0
ecgclass__app2,5.8641,128.483,86.316,0
ecgclass__app1,5.8635,129.507,86.747,0
ecgclass__app3,5.9099,128.056,50.148,0
ecgclass__app1,5.9930,126.713,85.291,0
ecgclass,5.9921,127.729,85.417,0
ecgclass__app2,5.9926,127.637,86.059,0
ecgclass__app3,6.0380,126.902,49.781,0
ecgclass__app1,6.1198,127.165,85.462,0
ecgclass__app2,6.1202,126.833,85.499,0
ecgclass,6.1199,127.417,85.584,0
ecgclass__app3,6.1649,127.324,49.746,0
ecgclass__app1,6.2469,127.484,85.623,0
ecgclass,6.2473,127.472,86.056,0
ecgclass__app2,6.2471,127.958,86.417,0
ecgclass__app3,6.2923,127.397,49.742,0
ecgclass__app1,6.3744,126.490,84.685,0
ecgclass__app2,6.3750,126.051,84.770,0
ecgclass,6.3748,126.616,85.407,0
ecgclass__app3,6.4197,126.844,49.918,0
ecgclass,6.5014,129.679,88.064,0
ecgclass__app1,6.5009,130.559,88.664,0
ecgclass__app2,6.5011,130.835,89.171,0
ecgclass__app3,6.5465,129.637,49.176,0
ecgclass__app1,6.6315,125.256,84.110,0
ecgclass,6.6311,126.098,84.695,0
ecgclass__app2,6.6319,125.615,85.130,0
ecgclass__app3,6.6762,125.863,49.275,0
ecgclass,6.7572,125.695,84.288,0
ecgclass__app2,6.7576,125.512,84.429,0
ecgclass__app1,6.7568,126.599,84.833,0
ecgclass__app3,6.8021,125.995,49.385,0
ecgclass__app1,6.8834,126.057,84.938,0
ecgclass,6.8829,126.877,85.485,0
ecgclass__app2,6.8831,127.027,85.813,0
ecgclass__app3,6.9281,126.441,49.152,0
ecgclass__app2,7.0101,125.609,84.628,0
ecgclass__app1,7.0095,126.721,85.057,0
ecgclass,7.0098,126.623,85.246,0
ecgclass__app3,7.0545,126.426,49.269,0
ecgclass__app1,7.1362,124.939,84.124,0
ecgclass,7.1365,125.084,84.503,0
ecgclass__app2,7.1358,125.870,84.598,0
ecgclass__app3,7.1810,125.235,49.260,0
ecgclass__app1,7.2612,125.964,84.524,0
ecgclass__app2,7.2616,125.950,85.088,0
ecgclass,7.2615,126.640,85.807,0
ecgclass__app3,7.3062,126.431,48.850,0
ecgclass__app2,7.3876,127.599,85.918,0
ecgclass__app1,7.3872,128.539,86.245,0
ecgclass,7.3882,127.619,86.430,0
ecgclass__app3,7.4327,128.007,49.721,0
ecgclass__app1,7.5157,127.020,85.468,0
ecgclass__app2,7.5152,128.019,85.774,0
ecgclass,7.5158,127.676,85.968,0
ecgclass__app3,7.5607,127.164,50.014,0
ecgclass__app2,7.6433,126.039,84.949,0
ecgclass__app1,7.6428,126.970,85.278,0
ecgclass,7.6435,126.477,85.489,0
ecgclass__app3,7.6879,127.007,50.000,0
ecgclass__app2,7.7693,126.945,84.806,0
ecgclass,7.7700,126.668,85.343,0
ecgclass__app1,7.7697,127.206,85.684,0
ecgclass__app3,7.8149,126.454,49.336,0
ecgclass__app1,7.8970,125.614,84.674,0
ecgclass__app2,7.8963,126.685,85.049,0
ecgclass,7.8967,126.388,85.138,0
ecgclass__app3,7.9414,125.696,48.545,0
ecgclass__app2,8.0230,124.905,84.083,0
ecgclass__app1,8.0226,125.449,84.199,0
ecgclass,8.0231,125.283,84.764,0
ecgclass__app3,8.0671,125.575,49.347,0
ecgclass__app2,8.1479,125.241,83.939,0
ecgclass,8.1484,125.206,84.539,0
ecgclass__app1,8.1480,126.131,85.058,0
ecgclass__app3,8.1927,126.345,50.087,0
ecgclass__app1,8.2742,127.284,85.841,0
ecgclass__app2,8.2732,128.503,85.991,0
ecgclass,8.2736,128.548,86.520,0
ecgclass__app3,8.3190,127.789,49.886,0
ecgclass,8.4022,126.586,85.395,0
ecgclass__app2,8.4017,127.543,85.995,0
ecgclass__app1,8.4015,128.072,86.397,0
ecgclass__app3,8.4468,127.761,49.818,0
ecgclass__app1,8.5296,126.456,84.956,0
ecgclass__app2,8.5292,127.182,85.283,0
ecgclass,8.5288,127.732,85.358,0
ecgclass__app3,8.5746,127.049,49.895,0
ecgclass,8.6565,128.298,86.735,0
ecgclass__app2,8.6564,128.828,87.010,0
ecgclass__app1,8.6560,129.313,87.178,0
ecgclass__app3,8.7017,128.772,50.209,0
ecgclass__app1,8.7854,126.860,85.306,0
