task,n_requests,throughput_rps,avg_latency_ms
eclfore,43,4.3,233.37910151165192
gestureclass,43,4.3,233.4940693952926
heartrate,43,4.3,234.36102983713533
etth1fore,43,4.3,234.47676662796533
weatherfore,43,4.3,234.56080969775263
sysbp,43,4.3,234.97488111629642
ecgclass,43,4.3,235.27408486044678
trafficfore,44,4.4,229.87473238636497
exchangefore,44,4.4,229.96232011368275
diasbp,44,4.4,230.02184640902422
