task,send_elapsed_s,latency_ms,server_exec_ms,worker_id
ecgclass,0.0002,357.414,355.629,0
ecgclass__app1,0.0003,376.397,34.859,0
ecgclass,0.3576,42.879,25.315,0
ecgclass__app1,0.3767,48.281,25.189,0
ecgclass,0.4005,48.903,25.019,0
ecgclass__app1,0.4250,48.149,24.688,0
ecgclass,0.4494,47.431,24.398,0
ecgclass__app1,0.4732,47.669,24.723,0
ecgclass,0.4969,47.889,24.661,0
ecgclass__app1,0.5209,47.906,24.689,0
ecgclass,0.5448,47.835,24.479,0
ecgclass__app1,0.5688,47.506,24.304,0
ecgclass,0.5926,47.534,24.588,0
ecgclass__app1,0.6163,47.831,24.663,0
ecgclass,0.6402,48.028,24.824,0
ecgclass__app1,0.6642,48.107,24.667,0
ecgclass,0.6882,48.059,24.757,0
ecgclass__app1,0.7123,48.494,25.038,0
ecgclass,0.7363,48.670,24.828,0
ecgclass__app1,0.7608,48.021,24.628,0
ecgclass,0.7850,47.841,24.719,0
ecgclass__app1,0.8088,48.067,24.854,0
ecgclass,0.8328,48.071,24.719,0
ecgclass__app1,0.8569,47.915,24.654,0
ecgclass,0.8809,47.751,24.464,0
ecgclass__app1,0.9049,47.686,24.439,0
ecgclass,0.9287,47.722,24.480,0
ecgclass__app1,0.9526,47.602,24.364,0
ecgclass,0.9764,47.538,24.413,0
ecgclass__app1,1.0002,47.889,24.733,0
ecgclass,1.0240,48.114,24.730,0
ecgclass__app1,1.0481,47.902,24.630,0
ecgclass,1.0721,47.819,24.537,0
ecgclass__app1,1.0960,48.412,25.131,0
ecgclass,1.1199,48.497,24.591,0
ecgclass__app1,1.1444,47.918,24.628,0
ecgclass,1.1684,48.317,24.934,0
ecgclass__app1,1.1924,48.504,24.807,0
ecgclass,1.2168,47.986,24.546,0
ecgclass__app1,1.2409,47.879,24.667,0
ecgclass,1.2648,48.077,24.645,0
ecgclass__app1,1.2888,47.971,24.673,0
ecgclass,1.3129,47.602,24.272,0
ecgclass__app1,1.3368,47.631,24.539,0
ecgclass,1.3605,47.564,24.387,0
ecgclass__app1,1.3844,47.475,24.430,0
ecgclass,1.4081,48.040,24.768,0
ecgclass__app1,1.4319,47.867,24.282,0
ecgclass,1.4562,47.231,24.321,0
ecgclass__app1,1.4798,47.219,24.192,0
ecgclass,1.5034,47.318,24.361,0
ecgclass__app1,1.5270,47.306,24.354,0
ecgclass,1.5507,47.580,24.543,0
ecgclass__app1,1.5744,47.635,24.805,0
ecgclass,1.5983,47.072,24.077,0
ecgclass__app1,1.6220,47.019,24.292,0
ecgclass,1.6454,47.230,24.277,0
ecgclass__app1,1.6691,47.269,24.245,0
ecgclass,1.6927,47.168,24.258,0
ecgclass__app1,1.7163,47.047,24.147,0
ecgclass,1.7399,46.796,24.164,0
ecgclass__app1,1.7634,46.627,23.994,0
ecgclass,1.7867,46.737,24.047,0
ecgclass__app1,1.8101,46.879,24.192,0
ecgclass,1.8334,46.591,23.830,0
ecgclass__app1,1.8569,46.441,23.973,0
ecgclass,1.8801,46.658,23.935,0
ecgclass__app1,1.9034,46.667,24.023,0
ecgclass,1.9267,46.793,24.116,0
ecgclass__app1,1.9501,46.857,24.178,0
ecgclass,1.9735,46.945,24.127,0
ecgclass__app1,1.9970,47.167,24.394,0
ecgclass,2.0205,47.734,24.775,0
ecgclass__app1,2.0442,47.660,24.950,0
ecgclass,2.0682,46.988,24.236,0
ecgclass__app1,2.0918,47.236,24.547,0
ecgclass,2.1152,47.395,24.508,0
ecgclass__app1,2.1391,46.933,24.194,0
ecgclass,2.1627,46.748,24.201,0
ecgclass__app1,2.1860,47.405,24.647,0
ecgclass,2.2094,47.501,24.332,0
ecgclass__app1,2.2335,46.889,24.230,0
ecgclass,2.2569,46.801,24.196,0
ecgclass__app1,2.2804,46.683,24.046,0
ecgclass,2.3038,46.742,24.253,0
ecgclass__app1,2.3271,46.797,24.133,0
ecgclass,2.3505,46.873,24.348,0
ecgclass__app1,2.3739,47.056,24.246,0
ecgclass,2.3974,47.266,24.538,0
ecgclass__app1,2.4209,47.028,24.052,0
ecgclass,2.4447,46.595,24.109,0
ecgclass__app1,2.4680,46.722,24.200,0
ecgclass,2.4913,47.258,24.667,0
ecgclass__app1,2.5147,47.208,24.629,0
ecgclass,2.5386,46.749,24.188,0
ecgclass__app1,2.5619,46.931,24.388,0
ecgclass,2.5853,46.949,24.145,0
ecgclass__app1,2.6089,47.069,24.432,0
ecgclass,2.6323,47.243,24.488,0
ecgclass__app1,2.6560,47.293,24.454,0
ecgclass,2.6796,47.513,24.598,0
ecgclass__app1,2.7033,47.402,24.341,0
ecgclass,2.7271,47.115,24.280,0
ecgclass__app1,2.7507,46.944,24.171,0
ecgclass,2.7742,46.959,24.246,0
ecgclass__app1,2.7977,47.277,24.440,0
ecgclass,2.8212,47.550,24.491,0
ecgclass__app1,2.8450,47.407,24.397,0
ecgclass,2.8688,47.400,24.519,0
ecgclass__app1,2.8924,47.471,24.525,0
ecgclass,2.9162,47.507,24.577,0
ecgclass__app1,2.9399,47.747,24.635,0
ecgclass,2.9637,48.136,25.053,0
ecgclass__app1,2.9876,48.089,25.075,0
ecgclass,3.0119,47.645,24.455,0
ecgclass__app1,3.0357,47.393,24.331,0
ecgclass,3.0595,47.442,24.576,0
ecgclass__app1,3.0832,47.463,24.463,0
ecgclass,3.1070,47.500,24.583,0
ecgclass__app1,3.1306,47.429,24.369,0
ecgclass,3.1545,47.314,24.519,0
ecgclass__app1,3.1781,47.644,24.682,0
ecgclass,3.2018,47.775,24.542,0
ecgclass__app1,3.2258,47.310,24.243,0
ecgclass,3.2496,47.016,24.235,0
ecgclass__app1,3.2731,47.243,24.389,0
ecgclass,3.2967,47.247,24.333,0
ecgclass__app1,3.3203,47.044,24.126,0
ecgclass,3.3439,46.996,24.335,0
ecgclass__app1,3.3674,46.973,24.155,0
ecgclass,3.3909,47.429,24.808,0
ecgclass__app1,3.4144,47.605,24.366,0
ecgclass,3.4384,47.630,24.780,0
ecgclass__app1,3.4620,47.736,24.879,0
ecgclass,3.4860,47.278,24.335,0
ecgclass__app1,3.5098,47.403,24.583,0
ecgclass,3.5333,47.442,24.353,0
ecgclass__app1,3.5572,47.106,24.153,0
ecgclass,3.5808,47.098,24.350,0
ecgclass__app1,3.6043,47.137,24.295,0
