batch_start_ns,observed_batch_size,send_time_rel_first
1775258685574955306,1,10.00156
1775258685633191070,6,10.001576
1775258685690385266,8,10.012944
1775258685740655517,8,10.025041
1775258685783883941,5,10.042773
1775258685847216548,7,10.067131
1775258685909722223,9,10.089477
1775258685963422010,8,10.104035
1775258686021422338,6,10.125833
1775258686085951920,9,10.134474
1775258686135657685,7,10.152176
1775258686196828952,9,10.168332
1775258686255644283,7,10.182615
1775258686303658191,5,10.204738
1775258686358046068,5,10.214311
1775258686423597688,9,10.225006
1775258686479593869,9,10.246753
1775258686541734214,6,10.28748
1775258686594488785,8,10.31864
1775258686654418737,6,10.332763
1775258686705551783,8,10.343349
1775258686757085419,6,10.361076
1775258686810313923,5,10.384002
1775258686865420240,9,10.391398
1775258686933743868,10,10.416205
1775258687003090875,9,10.428817
1775258687060002622,8,10.44168
1775258687105418397,7,10.4489
1775258687158584349,5,10.465734
1775258687213135020,9,10.475079
1775258687264329667,6,10.511812
1775258687322210612,7,10.518471
1775258687378596105,6,10.527313
1775258687441655805,10,10.541612
1775258687503239954,7,10.571297
1775258687560170622,8,10.589602
1775258687609666931,7,10.607154
1775258687674071219,8,10.617149
1775258687731145041,9,10.632376
1775258687777274446,5,10.64268
1775258687835674075,7,10.657844
1775258687885489833,6,10.675251
1775258687946271300,7,10.691132
1775258687997931960,7,10.707096
1775258688058576992,64,10.721857
1775258688211718501,33,10.875903
1775258688304595768,9,10.951693
1775258688375931980,9,10.97538
1775258688430822761,8,11.00214
1775258688487590345,7,11.021629
1775258688543365250,7,11.036563
1775258688618409107,8,11.050712
1775258688670778847,8,11.064039
1775258688729840055,8,11.081075
1775258688791708331,5,11.097832
1775258688860671217,9,11.104173
1775258688925913858,8,11.11573
1775258688986702495,8,11.140598
1775258689055965009,9,11.157498
1775258689125633504,9,11.167612
1775258689193158490,9,11.191344
1775258689255475709,9,11.208022
1775258689306289766,6,11.220366
1775258689366673551,10,11.237323
1775258689427681333,9,11.255896
1775258689489701694,6,11.284222
1775258689546355084,8,11.289469
1775258689612274505,6,11.313673
1775258689665410866,8,11.340355
1775258689732107139,6,11.36937
1775258689797670289,6,11.381601
1775258689867282453,6,11.396275
1775258689936951398,9,11.412057
1775258689987133567,5,11.429478
1775258690046076532,6,11.432692
1775258690116058476,7,11.440468
1775258690165420351,8,11.474925
1775258690222712080,6,11.493466
1775258690286713566,6,11.503201
1775258690349131148,7,11.515313
1775258690417994932,10,11.537099
1775258690484787267,8,11.55366
1775258690546357964,5,11.576977
1775258690606237015,7,11.588474
1775258690669033018,9,11.607488
1775258690744949069,9,11.633545
1775258690794963073,5,11.647937
1775258690851278884,6,11.665463
1775258690908788178,6,11.683204
1775258690954982675,4,11.697031
1775258691016531182,7,11.703186
1775258691083836742,6,11.721449
1775258691142640262,8,11.733314
1775258691201015871,7,11.748212
1775258691276866160,38,11.77385
1775258691383381130,15,11.857671
1775258691452074768,9,11.893489
1775258691511010812,8,11.916201
1775258691579859715,7,11.937903
1775258691644217152,9,11.955929
1775258691694207955,5,11.972681
1775258691761369970,7,11.982115
1775258691827579928,8,11.996472
1775258691875403971,7,12.007384
1775258691941911788,6,12.026398
1775258692006964754,8,12.042741
1775258692051795812,7,12.059875
1775258692116280622,6,12.078771
1775258692186932406,6,12.088332
1775258692260757738,9,12.09892
1775258692324768595,7,12.120933
1775258692384307266,9,12.136801
1775258692445955877,6,12.153819
1775258692510167889,7,12.163607
1775258692585796812,8,12.178834
1775258692634557861,5,12.191686
1775258692707152218,7,12.212474
1775258692750489225,5,12.23118
1775258692818599957,7,12.233773
1775258692882436459,9,12.248198
1775258692955161910,8,12.276457
1775258693023343974,8,12.290914
1775258693095625873,9,12.306883
1775258693157853130,9,12.340334
1775258693215742005,6,12.355025
1775258693277089917,7,12.368892
1775258693340411064,6,12.374769
1775258693404172554,6,12.384547
1775258693467784330,8,12.395143
1775258693534854862,8,12.411108
1775258693591558294,7,12.424261
1775258693658815982,9,12.451848
1775258693715869584,8,12.471411
1775258693773011777,5,12.513633
1775258693832293421,9,12.52884
1775258693890272019,6,12.551888
1775258693955390687,7,12.580498
1775258694017038417,6,12.597841
1775258694058521642,5,12.60328
1775258694113542046,6,12.613626
1775258694177574193,8,12.628238
1775258694231976031,8,12.657344
1775258694298119127,8,12.676721
1775258694358721628,8,12.689546
1775258694419352091,6,12.718968
1775258694475204638,8,12.738752
1775258694536982702,7,12.781696
1775258694607012428,8,12.809787
1775258694664837901,8,12.826318
1775258694721824111,6,12.844476
1775258694782426412,7,12.864032
1775258694854449334,7,12.874027
1775258694911200547,7,12.888113
1775258694986218352,9,12.898102
1775258695049871139,9,12.923614
1775258695124924986,9,12.95818
1775258695195055124,8,12.97385
1775258695268527177,9,12.997144
1775258695322567124,8,13.015101
1775258695381006844,5,13.031798
1775258695448585001,7,13.044257
1775258695512243358,9,13.069221
1775258695599632311,7,13.096748
1775258695672131686,8,13.103122
1775258695718292262,6,13.119567
1775258695777855004,5,13.129222
1775258695861612275,9,13.135658
1775258695920122258,7,13.166859
1775258695975720478,4,13.200094
1775258696040512457,9,13.210561
1775258696105306485,8,13.225021
1775258696179277442,8,13.23713
1775258696244287857,6,13.271782
1775258696304111836,8,13.277215
1775258696363081312,5,13.306954
1775258696427037117,6,13.316717
1775258696500247842,7,13.328297
1775258696565802472,8,13.357507
1775258696645684184,9,13.380063
1775258696708710383,8,13.393355
1775258696765348443,8,13.41099
1775258696832395615,8,13.429271
1775258696894005635,9,13.439171
1775258696951460497,5,13.460633
1775258697009519797,6,13.473389
1775258697059325765,6,13.487941
1775258697114972947,6,13.503354
1775258697169106057,6,13.525283
1775258697238399692,7,13.549601
1775258697291178223,7,13.559603
1775258697352019281,8,13.575218
1775258697415389530,9,13.585056
1775258697481455954,9,13.612661
1775258697539869414,8,13.632673
1775258697591711919,7,13.654814
1775258697655230092,7,13.690687
1775258697725790263,7,13.714523
1775258697784660105,8,13.732829
1775258697843868257,4,13.743881
1775258697908160782,9,13.759658
1775258697972082056,6,13.792254
1775258698033031357,9,13.80371
1775258698104794342,7,13.82163
1775258698168155400,9,13.850655
1775258698226789716,8,13.869892
1775258698285497004,8,13.886652
1775258698341393863,6,13.909622
1775258698410144533,7,13.929453
1775258698475608240,8,13.943913
1775258698536169030,8,13.971597
1775258698596687979,8,13.982287
1775258698653844123,8,13.996066
1775258698714792194,6,14.009729
1775258698772269448,8,14.019219
1775258698835813711,5,14.030655
1775258698896975128,8,14.043134
1775258698960877212,9,14.053162
1775258699004952899,4,14.074109
1775258699058552054,7,14.084188
1775258699120657527,6,14.09898
1775258699180103226,9,14.108121
1775258699242100876,7,14.136699
1775258699302255484,7,14.197615
1775258699363936596,7,14.256912
1775258699430788612,9,14.45707
1775258699491044794,5,14.457109
1775258699562877800,9,14.457126
1775258699633015599,10,14.508633
1775258699694480064,7,14.596899
1775258699772309859,10,14.653345
1775258699841618124,9,14.720733
1775258699904134450,9,14.788727
1775258699969509485,7,14.862345
1775258700045512137,10,14.925463
1775258700109938795,9,14.996189
1775258700181690885,7,15.061129
1775258700247033098,9,15.128545
1775258700327227103,7,15.204173
1775258700392209686,9,15.274379
1775258700458706691,8,15.344313
1775258700512979886,8,15.410585
1775258700579575224,8,15.46946
1775258700635345671,7,15.536578
1775258700700572071,7,15.587601
1775258700756379479,6,15.652154
1775258700825928629,9,15.710387
1775258700889150543,8,15.777157
1775258700949078686,7,15.848645
1775258701014339496,7,15.907569
1775258701076742227,7,15.966593
1775258701154475444,9,16.029209
1775258701210138948,9,16.100756
1775258701282930028,8,16.166768
1775258701350504683,8,16.230816
1775258701382911272,7,16.303332
1775258701446692311,23,16.360655
1775258701535426228,9,16.414175
1775258701620608853,7,16.481168
1775258701696451135,8,16.55381
1775258701766274138,9,16.638486
1775258701840523046,8,16.716252
1775258701908676272,9,16.785822
1775258701983143435,6,16.857393
1775258702058977028,9,16.925871
1775258702144141842,9,17.010566
1775258702206683640,8,17.090909
1775258702254300329,5,17.159339
1775258702313331789,7,17.209682
1775258702386237059,8,17.264378
1775258702454619091,9,17.332119
1775258702520590166,6,17.405812
1775258702595587965,7,17.478279
1775258702665995554,9,17.54571
1775258702738248526,10,17.620517
1775258702808390278,9,17.681357
