req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,client_infer_submit_time,device_start_time,device_end_time,client_receive_time,client_prep_time(ms),client_submit_to_backend_start(ms),backend_exec_time(ms),backend_to_client_return(ms),end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),gpu_alloc_peak_mb
66,0.0,site2,172.31.46.11:8070,papageissvri,etth1fore__app31,1777074344.4434886,1777074344.4434896,1777074344.6672986,1777074344.6850736,1777074345.1341474,0.00095367431640625,217.07892417907715,17.77505874633789,455.80387115478516,690.6588077545166,13.058194,0.001641,4.241827,27.6416015625
0,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777074344.440144,1777074344.4401498,1777074344.6637585,1777074344.6852038,1777074345.1342204,0.0057220458984375,222.46980667114258,21.445274353027344,450.15549659729004,694.0762996673584,17.090905,0.003344,3.720189,27.51708984375
55,0.0,site2,172.31.46.11:8050,papageissvri,etth1fore__app23,1777074344.4430428,1777074344.4430442,1777074344.6692102,1777074344.6860025,1777074345.1342766,0.001430511474609375,221.8191623687744,16.79229736328125,452.6209831237793,691.2338733673096,15.190966,0.002829,0.510025,27.6435546875
56,0.0,site2,172.31.46.11:8050,papageissvri,etth1fore__app23,1777074344.4430864,1777074344.4430873,1777074344.6692102,1777074344.6860025,1777074345.1343267,0.00095367431640625,221.77600860595703,16.79229736328125,452.6710510253906,691.2403106689453,15.190966,0.002829,0.510025,27.6435546875
36,0.0,site2,172.31.46.11:8010,papageissvri,etth1fore,1777074344.4422414,1777074344.442243,1777074344.666656,1777074344.685315,1777074345.134381,0.0016689300537109375,223.3281135559082,18.658876419067383,450.1509666442871,692.1396255493164,15.00752,0.002713,3.02939,27.6416015625
45,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777074344.4426076,1777074344.442609,1777074344.6659317,1777074344.6857476,1777074345.134432,0.001430511474609375,211.0058069229126,19.815921783447266,461.00127696990967,691.8244361877441,16.831628000000002,0.002255,2.379178,27.6416015625
18,0.0,site2,172.31.46.11:8040,papageissvri,diasbp__app19,1777074344.4414268,1777074344.441428,1777074344.6660376,1777074344.685871,1777074345.13447,0.0011920928955078125,223.3893871307373,19.83332633972168,449.81932640075684,693.0432319641113,17.334058,0.003552,1.883187,27.51708984375
9,0.0,site2,172.31.46.11:8020,papageissvri,diasbp__app11,1777074344.440746,1777074344.4407473,1777074344.664431,1777074344.7000809,1777074345.1345057,0.0011920928955078125,222.4597930908203,35.649776458740234,435.64891815185547,693.7596797943115,34.610205,0.0040539999999999994,0.42622,27.51708984375
27,0.0,site2,172.31.46.11:8060,papageissvri,diasbp__app27,1777074344.4418638,1777074344.441865,1777074344.6650884,1777074344.6987052,1777074345.1345398,0.0011920928955078125,222.0444679260254,33.61678123474121,437.0136260986328,692.6760673522949,32.543133000000005,0.0027860000000000003,0.476996,27.51708984375
37,0.0,site2,172.31.46.11:8010,papageissvri,etth1fore,1777074344.4422846,1777074344.4422855,1777074344.685923,1777074344.7050138,1777074345.1345856,0.00095367431640625,242.5527572631836,19.090652465820312,430.65667152404785,692.3010349273682,17.728009999999998,0.0020700000000000002,0.106173,27.6552734375
38,0.0,site2,172.31.46.11:8010,papageissvri,etth1fore,1777074344.4423237,1777074344.4423246,1777074344.685923,1777074344.7050138,1777074345.1347303,0.00095367431640625,242.51365661621094,19.090652465820312,430.8013916015625,692.4066543579102,17.728009999999998,0.0020700000000000002,0.106173,27.6552734375
39,0.0,site2,172.31.46.11:8010,papageissvri,etth1fore,1777074344.4423716,1777074344.4423726,1777074344.685923,1777074344.7050138,1777074345.1347795,0.00095367431640625,242.46573448181152,19.090652465820312,430.8505058288574,692.4078464508057,17.728009999999998,0.0020700000000000002,0.106173,27.6552734375
40,0.0,site2,172.31.46.11:8010,papageissvri,etth1fore,1777074344.4424105,1777074344.4424114,1777074344.685923,1777074344.7050138,1777074345.1348276,0.00095367431640625,242.42687225341797,19.090652465820312,430.89866638183594,692.4171447753906,17.728009999999998,0.0020700000000000002,0.106173,27.6552734375
41,0.0,site2,172.31.46.11:8010,papageissvri,etth1fore,1777074344.4424505,1777074344.4424515,1777074344.685923,1777074344.7050138,1777074345.1348727,0.00095367431640625,242.3868179321289,19.090652465820312,430.94372749328613,692.4221515655518,17.728009999999998,0.0020700000000000002,0.106173,27.6552734375
42,0.0,site2,172.31.46.11:8010,papageissvri,etth1fore,1777074344.4424887,1777074344.4424896,1777074344.685923,1777074344.7050138,1777074345.134919,0.00095367431640625,242.34867095947266,19.090652465820312,430.98998069763184,692.4302577972412,17.728009999999998,0.0020700000000000002,0.106173,27.6552734375
43,0.0,site2,172.31.46.11:8010,papageissvri,etth1fore,1777074344.4425273,1777074344.4425282,1777074344.685923,1777074344.7050138,1777074345.1349792,0.00095367431640625,242.3100471496582,19.090652465820312,431.05030059814453,692.4519538879395,17.728009999999998,0.0020700000000000002,0.106173,27.6552734375
44,0.0,site2,172.31.46.11:8010,papageissvri,etth1fore,1777074344.442569,1777074344.44257,1777074344.685923,1777074344.7050138,1777074345.1350288,0.00095367431640625,242.26832389831543,19.090652465820312,431.09989166259766,692.4598217010498,17.728009999999998,0.0020700000000000002,0.106173,27.6552734375
67,0.0,site2,172.31.46.11:8070,papageissvri,etth1fore__app31,1777074344.443533,1777074344.443534,1777074344.685647,1777074344.7122066,1777074345.1350768,0.00095367431640625,235.3830337524414,26.55959129333496,429.6002388000488,691.5438175201416,25.590857000000003,0.003108,0.056882,27.6552734375
68,0.0,site2,172.31.46.11:8070,papageissvri,etth1fore__app31,1777074344.443571,1777074344.4435723,1777074344.685647,1777074344.7122066,1777074345.1351237,0.0011920928955078125,235.34464836120605,26.55959129333496,429.64720726013184,691.5526390075684,25.590857000000003,0.003108,0.056882,27.6552734375
69,0.0,site2,172.31.46.11:8070,papageissvri,etth1fore__app31,1777074344.4436102,1777074344.443611,1777074344.685647,1777074344.7122066,1777074345.1351707,0.0007152557373046875,235.3060245513916,26.55959129333496,429.69417572021484,691.5605068206787,25.590857000000003,0.003108,0.056882,27.6552734375
1,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777074344.440364,1777074344.4403656,1777074344.6857731,1777074344.7116857,1777074345.1352093,0.0016689300537109375,244.26865577697754,25.91252326965332,424.66259002685547,694.84543800354,24.916817,0.003252,0.047067000000000005,27.53076171875
70,0.0,site2,172.31.46.11:8070,papageissvri,etth1fore__app31,1777074344.4436493,1777074344.4436502,1777074344.685647,1777074344.7122066,1777074345.1352544,0.00095367431640625,235.26668548583984,26.55959129333496,429.7778606414795,691.6050910949707,25.590857000000003,0.003108,0.056882,27.6552734375
2,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777074344.4404404,1777074344.4404418,1777074344.6857731,1777074344.7116857,1777074345.1352875,0.001430511474609375,244.19236183166504,25.91252326965332,424.7407913208008,694.8471069335938,24.916817,0.003252,0.047067000000000005,27.53076171875
3,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777074344.4404905,1777074344.440492,1777074344.6857731,1777074344.7116857,1777074345.1353219,0.001430511474609375,244.1422939300537,25.91252326965332,424.7751235961914,694.831371307373,24.916817,0.003252,0.047067000000000005,27.53076171875
71,0.0,site2,172.31.46.11:8070,papageissvri,etth1fore__app31,1777074344.4436903,1777074344.4436913,1777074344.685647,1777074344.7122066,1777074345.1353683,0.00095367431640625,235.22567749023438,26.55959129333496,429.89182472229004,691.6780471801758,25.590857000000003,0.003108,0.056882,27.6552734375
4,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777074344.4405344,1777074344.4405353,1777074344.6857731,1777074344.7116857,1777074345.1354027,0.00095367431640625,244.09890174865723,25.91252326965332,424.85594749450684,694.8683261871338,24.916817,0.003252,0.047067000000000005,27.53076171875
5,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777074344.440578,1777074344.4405792,1777074344.6857731,1777074344.7116857,1777074345.135435,0.0011920928955078125,244.05503273010254,25.91252326965332,424.88837242126465,694.857120513916,24.916817,0.003252,0.047067000000000005,27.53076171875
6,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777074344.4406211,1777074344.440622,1777074344.6857731,1777074344.7116857,1777074345.1354682,0.00095367431640625,244.01211738586426,25.91252326965332,424.92151260375977,694.8471069335938,24.916817,0.003252,0.047067000000000005,27.53076171875
7,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777074344.4406624,1777074344.4406633,1777074344.6857731,1777074344.7116857,1777074345.1355004,0.00095367431640625,243.9708709716797,25.91252326965332,424.9536991119385,694.8380470275879,24.916817,0.003252,0.047067000000000005,27.53076171875
8,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777074344.4407048,1777074344.440706,1777074344.6857731,1777074344.7116857,1777074345.1355302,0.0011920928955078125,243.9281940460205,25.91252326965332,424.9835014343262,694.8254108428955,24.916817,0.003252,0.047067000000000005,27.53076171875
72,0.0,site2,172.31.46.11:8070,papageissvri,etth1fore__app31,1777074344.4437296,1777074344.4437308,1777074344.685647,1777074344.7122066,1777074345.135578,0.0011920928955078125,235.18610000610352,26.55959129333496,430.1013946533203,691.8482780456543,25.590857000000003,0.003108,0.056882,27.6552734375
73,0.0,site2,172.31.46.11:8070,papageissvri,etth1fore__app31,1777074344.4437687,1777074344.44377,1777074344.685647,1777074344.7122066,1777074345.135625,0.0011920928955078125,235.14699935913086,26.55959129333496,430.1483631134033,691.8561458587646,25.590857000000003,0.003108,0.056882,27.6552734375
74,0.0,site2,172.31.46.11:8070,papageissvri,etth1fore__app31,1777074344.443814,1777074344.4438152,1777074344.685647,1777074344.7122066,1777074345.1356685,0.0011920928955078125,235.10169982910156,26.55959129333496,430.1919937133789,691.8544769287109,25.590857000000003,0.003108,0.056882,27.6552734375
75,0.0,site2,172.31.39.15:8010,swinsmall,eurosatclass,1777074344.4438548,1777074344.4438574,1777074344.6713972,1777074344.718875,1777074345.135703,0.0026226043701171875,219.1457748413086,47.47772216796875,425.22215843200684,691.8482780456543,45.657261999999996,0.004216,1.158781,195.9267578125
46,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777074344.4426527,1777074344.4426537,1777074344.6921139,1777074344.7231796,1777074345.1357515,0.00095367431640625,237.1433973312378,31.065702438354492,424.8887300491333,693.098783493042,29.868546,0.002604,0.062549,27.6572265625
47,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777074344.4426918,1777074344.4426928,1777074344.6921139,1777074344.7231796,1777074345.135795,0.00095367431640625,237.10429668426514,31.065702438354492,424.9323606491089,693.1033134460449,29.868546,0.002604,0.062549,27.6572265625
48,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777074344.4427323,1777074344.442733,1777074344.6921139,1777074344.7231796,1777074345.1358387,0.0007152557373046875,237.06400394439697,31.065702438354492,424.9759912490845,693.1064128875732,29.868546,0.002604,0.062549,27.6572265625
49,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777074344.4427705,1777074344.4427714,1777074344.6921139,1777074344.7231796,1777074345.1358838,0.00095367431640625,237.02561855316162,31.065702438354492,425.02105236053467,693.1133270263672,29.868546,0.002604,0.062549,27.6572265625
50,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777074344.4428093,1777074344.4428103,1777074344.6921139,1777074344.7231796,1777074345.1359286,0.00095367431640625,236.98675632476807,31.065702438354492,425.06587505340576,693.1192874908447,29.868546,0.002604,0.062549,27.6572265625
51,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777074344.4428494,1777074344.44285,1777074344.6921139,1777074344.7231796,1777074345.1360116,0.0007152557373046875,236.9469404220581,31.065702438354492,425.1488447189331,693.162202835083,29.868546,0.002604,0.062549,27.6572265625
52,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777074344.442887,1777074344.442888,1777074344.6921139,1777074344.7231796,1777074345.1360795,0.00095367431640625,236.90903186798096,31.065702438354492,425.21679401397705,693.1924819946289,29.868546,0.002604,0.062549,27.6572265625
53,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777074344.4429426,1777074344.4429436,1777074344.6921139,1777074344.7231796,1777074345.1361241,0.00095367431640625,236.8534803390503,31.065702438354492,425.26137828826904,693.1815147399902,29.868546,0.002604,0.062549,27.6572265625
54,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777074344.4430027,1777074344.4430037,1777074344.6921139,1777074344.7231796,1777074345.1361682,0.00095367431640625,236.7933988571167,31.065702438354492,425.30548572540283,693.1655406951904,29.868546,0.002604,0.062549,27.6572265625
22,0.0,site2,172.31.46.11:8040,papageissvri,diasbp__app19,1777074344.4416258,1777074344.441627,1777074344.6924744,1777074344.7236552,1777074345.136203,0.0011920928955078125,249.62711334228516,31.180858612060547,413.76805305480957,694.5772171020508,29.769363,0.003932,0.094323,27.53076171875
10,0.0,site2,172.31.46.11:8020,papageissvri,diasbp__app11,1777074344.440804,1777074344.4408052,1777074344.7007658,1777074344.7239096,1777074345.1362364,0.0011920928955078125,258.73661041259766,23.143768310546875,413.55085372924805,695.4324245452881,21.808239,0.004026,0.081966,27.53076171875
11,0.0,site2,172.31.46.11:8020,papageissvri,diasbp__app11,1777074344.4408443,1777074344.440845,1777074344.7007658,1777074344.7239096,1777074345.1362677,0.0007152557373046875,258.6967945098877,23.143768310546875,413.58208656311035,695.4233646392822,21.808239,0.004026,0.081966,27.53076171875
12,0.0,site2,172.31.46.11:8020,papageissvri,diasbp__app11,1777074344.4408834,1777074344.4408846,1777074344.7007658,1777074344.7239096,1777074345.1362994,0.0011920928955078125,258.65721702575684,23.143768310546875,413.61379623413086,695.4159736633301,21.808239,0.004026,0.081966,27.53076171875
19,0.0,site2,172.31.46.11:8040,papageissvri,diasbp__app19,1777074344.4414861,1777074344.441487,1777074344.6924744,1777074344.7236552,1777074345.1363342,0.00095367431640625,249.76706504821777,31.180858612060547,413.89918327331543,694.8480606079102,29.769363,0.003932,0.094323,27.53076171875
20,0.0,site2,172.31.46.11:8040,papageissvri,diasbp__app19,1777074344.4415252,1777074344.4415264,1777074344.6924744,1777074344.7236552,1777074345.1363642,0.0011920928955078125,249.72772598266602,31.180858612060547,413.9292240142822,694.8390007019043,29.769363,0.003932,0.094323,27.53076171875
21,0.0,site2,172.31.46.11:8040,papageissvri,diasbp__app19,1777074344.4415667,1777074344.4415674,1777074344.6924744,1777074344.7236552,1777074345.1363933,0.0007152557373046875,249.68671798706055,31.180858612060547,413.9583110809326,694.826602935791,29.769363,0.003932,0.094323,27.53076171875
13,0.0,site2,172.31.46.11:8020,papageissvri,diasbp__app11,1777074344.4409232,1777074344.440924,1777074344.7007658,1777074344.7239096,1777074345.1364825,0.0007152557373046875,258.6178779602051,23.143768310546875,413.79690170288086,695.5592632293701,21.808239,0.004026,0.081966,27.53076171875
23,0.0,site2,172.31.46.11:8040,papageissvri,diasbp__app19,1777074344.4416947,1777074344.4416964,1777074344.6924744,1777074344.7236552,1777074345.1365402,0.0016689300537109375,249.5577335357666,31.180858612060547,414.1051769256592,694.84543800354,29.769363,0.003932,0.094323,27.53076171875
24,0.0,site2,172.31.46.11:8040,papageissvri,diasbp__app19,1777074344.44174,1777074344.441741,1777074344.6924744,1777074344.7236552,1777074345.1365767,0.00095367431640625,249.5131492614746,31.180858612060547,414.1416549682617,694.8366165161133,29.769363,0.003932,0.094323,27.53076171875
