task,n_requests,throughput_rps,avg_latency_ms
ecgclass,941,15.683333333333334,63.7684179062675
sysbp,929,15.483333333333333,64.5954480657376
gestureclass,970,16.166666666666668,61.86610710586316
eclfore,955,15.916666666666666,62.838066324923204
diasbp,933,15.55,64.32457388671153
heartrate,936,15.6,64.12024541984862
