task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing,595,59.5,108.302,32.36,758.526,1007.061,27.171,13.681,0.002,0.774,54.318,81.131
vocseg,no_sharing,595,59.5,39.423,28.213,103.486,293.77,11.391,9.263,0.004,0.776,15.013,28.032
