task,send_elapsed_s,latency_ms,server_exec_ms,worker_id
ecgclass,0.0002,404.387,402.275,0
ecgclass__app1,0.0003,477.954,92.215,0
ecgclass__app2,0.0004,480.782,95.245,0
ecgclass__app3,0.0005,487.446,102.026,0
ecgclass__app1,0.4783,92.597,86.808,0
ecgclass,0.4046,166.455,86.985,0
ecgclass__app2,0.4812,90.208,87.488,0
ecgclass__app3,0.4880,128.883,50.269,0
ecgclass,0.5710,127.908,85.661,0
ecgclass__app1,0.5709,128.469,86.257,0
ecgclass__app2,0.5714,128.323,86.633,0
ecgclass__app3,0.6169,127.736,49.719,0
ecgclass__app1,0.6994,126.597,85.059,0
ecgclass,0.6990,127.381,85.379,0
ecgclass__app2,0.6998,126.903,85.836,0
ecgclass__app3,0.7446,127.479,50.354,0
ecgclass__app2,0.8267,127.761,86.070,0
ecgclass__app1,0.8260,128.793,86.394,0
ecgclass,0.8264,128.708,86.788,0
ecgclass__app3,0.8721,128.053,49.925,0
ecgclass__app1,0.9548,127.923,86.009,0
ecgclass__app2,0.9545,128.418,86.207,0
ecgclass,0.9551,128.023,86.751,0
ecgclass__app3,1.0002,127.774,49.811,0
ecgclass__app1,1.0828,127.847,86.183,0
ecgclass__app2,1.0829,128.204,86.768,0
ecgclass,1.0831,128.082,86.857,0
ecgclass__app3,1.1280,127.906,49.574,0
ecgclass__app1,1.2106,127.216,85.327,0
ecgclass,1.2112,126.770,85.452,0
ecgclass__app2,1.2111,127.226,85.951,0
ecgclass__app3,1.2559,127.029,49.401,0
ecgclass__app1,1.3378,127.317,85.556,0
ecgclass,1.3380,127.312,85.739,0
ecgclass__app2,1.3383,126.996,85.770,0
ecgclass__app3,1.3829,127.209,49.374,0
ecgclass,1.4653,126.835,85.344,0
ecgclass__app1,1.4652,127.387,85.802,0
ecgclass__app2,1.4653,127.318,85.905,0
ecgclass__app3,1.5102,127.544,49.832,0
ecgclass,1.5922,127.497,85.606,0
ecgclass__app2,1.5927,127.369,85.852,0
ecgclass__app1,1.5926,127.542,85.938,0
ecgclass__app3,1.6377,127.717,50.076,0
ecgclass,1.7197,127.607,85.839,0
ecgclass__app1,1.7201,127.560,86.309,0
ecgclass__app2,1.7200,127.997,86.843,0
ecgclass__app3,1.7655,127.895,50.304,0
ecgclass,1.8473,127.615,85.312,0
ecgclass__app1,1.8477,127.692,85.811,0
ecgclass__app2,1.8481,128.161,86.554,0
ecgclass__app3,1.8934,127.301,49.883,0
ecgclass__app1,1.9754,126.604,84.850,0
ecgclass,1.9749,127.576,85.330,0
ecgclass__app2,1.9762,126.524,85.480,0
ecgclass__app3,2.0207,126.642,49.398,0
ecgclass__app2,2.1028,126.590,85.608,0
ecgclass,2.1025,127.012,85.721,0
ecgclass__app1,2.1021,127.782,86.087,0
ecgclass__app3,2.1473,126.780,49.250,0
ecgclass__app2,2.2294,126.325,85.187,0
ecgclass,2.2295,126.303,85.278,0
ecgclass__app1,2.2298,126.316,85.854,0
ecgclass__app3,2.2741,126.542,49.511,0
ecgclass__app1,2.3562,126.150,85.132,0
ecgclass__app2,2.3557,126.966,85.531,0
ecgclass,2.3559,127.081,85.918,0
ecgclass__app3,2.4007,127.892,50.509,0
ecgclass,2.4829,127.732,85.584,0
ecgclass__app1,2.4823,128.726,86.073,0
ecgclass__app2,2.4827,128.630,86.482,0
