task,send_elapsed_s,latency_ms,server_exec_ms,worker_id
ecgclass__app3,0.0005,796.150,791.213,0
ecgclass__app6,0.0020,794.801,791.899,0
ecgclass,0.0002,818.228,811.279,0
ecgclass__app2,0.0004,823.598,819.929,0
ecgclass__app5,0.0019,822.612,819.825,0
ecgclass__app4,0.0018,824.843,822.356,0
ecgclass__app7,0.0021,826.435,824.161,0
ecgclass__app1,0.0003,829.711,824.348,0
ecgclass__app3,0.7967,255.648,253.526,0
ecgclass__app6,0.7968,258.830,255.319,0
ecgclass,0.8184,288.246,284.962,0
ecgclass__app2,0.8240,293.050,290.665,0
ecgclass__app4,0.8267,291.582,289.943,0
ecgclass__app5,0.8246,295.490,293.509,0
ecgclass__app1,0.8301,291.325,289.580,0
ecgclass__app7,0.8285,293.500,291.373,0
ecgclass__app3,1.0523,286.432,283.967,0
ecgclass__app6,1.0557,287.824,286.279,0
ecgclass,1.1067,286.111,284.424,0
ecgclass__app4,1.1182,286.266,283.964,0
ecgclass__app2,1.1171,288.414,287.003,0
ecgclass__app5,1.1201,292.997,290.426,0
ecgclass__app1,1.1214,294.316,289.047,0
ecgclass__app7,1.1220,294.911,292.803,0
ecgclass__app3,1.3388,293.753,291.862,0
ecgclass__app6,1.3435,293.281,290.276,0
ecgclass,1.3928,291.320,288.859,0
ecgclass__app4,1.4045,286.722,284.972,0
ecgclass__app2,1.4056,287.240,285.851,0
ecgclass__app5,1.4131,290.723,289.011,0
ecgclass__app7,1.4170,287.892,285.208,0
ecgclass__app1,1.4157,290.647,288.752,0
ecgclass__app3,1.6326,294.799,293.206,0
ecgclass__app6,1.6368,295.315,289.768,0
ecgclass,1.6842,286.886,285.210,0
ecgclass__app4,1.6913,290.748,289.035,0
ecgclass__app2,1.6928,289.640,286.481,0
ecgclass__app5,1.7038,287.245,285.792,0
ecgclass__app7,1.7049,292.974,289.688,0
ecgclass__app1,1.7064,291.647,289.042,0
ecgclass__app3,1.9274,294.840,291.141,0
ecgclass__app6,1.9322,290.248,288.289,0
ecgclass,1.9711,286.196,284.201,0
ecgclass__app4,1.9820,290.309,288.742,0
ecgclass__app2,1.9825,291.288,289.965,0
ecgclass__app5,1.9911,291.199,289.730,0
ecgclass__app1,1.9981,289.173,286.249,0
ecgclass__app7,1.9979,291.092,289.645,0
ecgclass__app3,2.2222,288.824,287.053,0
ecgclass__app6,2.2224,289.127,287.570,0
ecgclass,2.2573,295.523,293.914,0
ecgclass__app4,2.2724,289.462,287.870,0
ecgclass__app2,2.2738,288.561,287.040,0
ecgclass__app5,2.2823,290.003,288.507,0
ecgclass__app1,2.2873,290.442,289.029,0
ecgclass__app7,2.2890,291.933,290.390,0
ecgclass__app3,2.5111,292.566,290.393,0
ecgclass__app6,2.5116,292.775,289.080,0
ecgclass,2.5529,291.211,289.572,0
ecgclass__app4,2.5619,292.268,290.116,0
ecgclass__app2,2.5623,292.236,290.808,0
ecgclass__app5,2.5723,290.204,288.774,0
ecgclass__app1,2.5777,292.393,290.803,0
