req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,device_end_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),pred,true
0,0.0,site2,10.100.20.53:8000,momentbase,ecgclass,1771448997.665584,1771448997.687495,1771448997.9434159,281.77905082702637,236.18185499999998,0.001072,19.687374000000002,0.0,0.0
1,0.10002778549597109,site2,10.100.20.53:8000,momentbase,ecgclass,1771448997.7643034,1771448997.9480152,1771448997.9631097,201.91049575805664,8.078216,0.000511,6.825591,0.0,0.0
2,0.20005557099194218,site2,10.100.20.53:8000,momentbase,ecgclass,1771448997.8651698,1771448997.9480152,1771448997.9631097,101.09543800354004,8.078216,0.000591,0.169558,0.0,0.0
3,0.30008335648791334,site2,10.100.20.53:8000,momentbase,ecgclass,1771448997.964728,1771448997.9664087,1771448997.9755957,12.995243072509766,6.968258,0.0006209999999999999,2.20246,0.0,0.0
4,0.40011114198388437,site2,10.100.20.53:8000,momentbase,ecgclass,1771448998.0662382,1771448998.0678763,1771448998.077694,13.912677764892578,7.528501,0.000731,2.2631919999999996,0.0,0.0
5,0.5001389274798556,site2,10.100.20.53:8000,momentbase,ecgclass,1771448998.1645947,1771448998.1662612,1771448998.1760566,13.778924942016602,7.441578,0.00061,2.326408,0.0,0.0
6,0.6001667129758267,site2,10.100.20.53:8000,momentbase,ecgclass,1771448998.2648842,1771448998.2666526,1771448998.2764578,14.057636260986328,7.4233199999999995,0.000441,2.356604,0.0,0.0
7,0.7001944984717977,site2,10.100.20.53:8000,momentbase,ecgclass,1771448998.3644478,1771448998.3661244,1771448998.375946,13.907670974731445,7.5578449999999995,0.00043099999999999996,2.238525,0.0,0.0
8,0.8002222839677687,site2,10.100.20.53:8000,momentbase,ecgclass,1771448998.46481,1771448998.4664748,1771448998.4762568,13.76485824584961,7.452694999999999,0.000591,2.304174,0.0,0.0
9,0.9002500694637399,site2,10.100.20.53:8000,momentbase,ecgclass,1771448998.5650537,1771448998.5667143,1771448998.5765007,13.762950897216797,7.444203,0.00039000000000000005,2.319247,0.0,0.0
10,1.000277854959711,site2,10.100.20.53:8000,momentbase,ecgclass,1771448998.6652741,1771448998.666932,1771448998.6767147,13.88096809387207,7.493588,0.000611,2.2625710000000003,0.0,0.0
11,1.1003056404556821,site2,10.100.20.53:8000,momentbase,ecgclass,1771448998.7646024,1771448998.7662215,1771448998.776111,14.003992080688477,7.497523,0.000511,2.367741,0.0,0.0
12,1.2003334259516534,site2,10.100.20.53:8000,momentbase,ecgclass,1771448998.865113,1771448998.8667955,1771448998.8765953,14.188766479492188,7.395419,0.000401,2.380221,0.0,0.0
13,1.3003612114476244,site2,10.100.20.53:8000,momentbase,ecgclass,1771448998.9647825,1771448998.96644,1771448998.9762282,13.843774795532227,7.6310270000000004,0.000721,2.131502,0.0,0.0
14,1.4003889969435954,site2,10.100.20.53:8000,momentbase,ecgclass,1771448999.0651293,1771448999.0667207,1771448999.0765085,13.858556747436523,7.55483,0.00044,2.209781,0.0,0.0
15,1.5004167824395667,site2,10.100.20.53:8000,momentbase,ecgclass,1771448999.1654646,1771448999.1671236,1771448999.1769214,13.782501220703125,7.463201,0.000451,2.3097730000000003,0.0,0.0
16,1.6004445679355375,site2,10.100.20.53:8000,momentbase,ecgclass,1771448999.264718,1771448999.2663865,1771448999.276152,13.782501220703125,7.401798,0.000471,2.338556,0.0,0.0
17,1.7004723534315087,site2,10.100.20.53:8000,momentbase,ecgclass,1771448999.3649964,1771448999.3665864,1771448999.3765473,14.090776443481445,7.584195,0.000501,2.352448,0.0,0.0
18,1.8005001389274797,site2,10.100.20.53:8000,momentbase,ecgclass,1771448999.4655561,1771448999.4671834,1771448999.476955,13.73434066772461,7.509391,0.00046100000000000004,2.237082,0.0,0.0
19,1.900527924423451,site2,10.100.20.53:8000,momentbase,ecgclass,1771448999.5647595,1771448999.5664625,1771448999.5762532,13.914346694946289,7.469741,0.000511,2.298326,0.0,0.0
20,2.000555709919422,site2,10.100.20.53:8000,momentbase,ecgclass,1771448999.6654384,1771448999.6671007,1771448999.6769233,14.150857925415039,7.503643,0.00053,2.293859,0.0,0.0
21,2.100583495415393,site2,10.100.20.53:8000,momentbase,ecgclass,1771448999.7650592,1771448999.7666888,1771448999.776484,14.51730728149414,7.539948,0.000591,2.227788,0.0,0.0
22,2.2006112809113643,site2,10.100.20.53:8000,momentbase,ecgclass,1771448999.8650732,1771448999.866687,1771448999.876462,13.784408569335938,7.538506,0.00042,2.211363,0.0,0.0
23,2.3006390664073355,site2,10.100.20.53:8000,momentbase,ecgclass,1771448999.965319,1771448999.9670076,1771448999.976786,13.714790344238281,7.730308,0.000441,2.024449,0.0,0.0
24,2.4006668519033068,site2,10.100.20.53:8000,momentbase,ecgclass,1771449000.0654948,1771449000.0672216,1771449000.077021,13.823270797729492,7.46921,0.0006309999999999999,2.306478,0.0,0.0
25,2.5006946373992776,site2,10.100.20.53:8000,momentbase,ecgclass,1771449000.165782,1771449000.1674771,1771449000.1772494,13.99540901184082,7.504404,0.000571,2.24236,0.0,0.0
26,2.600722422895249,site2,10.100.20.53:8000,momentbase,ecgclass,1771449000.2652493,1771449000.2668986,1771449000.2766836,13.78941535949707,7.536693,0.000791,2.220748,0.0,0.0
27,2.7007502083912196,site2,10.100.20.53:8000,momentbase,ecgclass,1771449000.365482,1771449000.3671236,1771449000.376893,13.786077499389648,7.478585000000001,0.000511,2.265806,0.0,0.0
