task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,stfq,4114,24.2,21600.174,21696.018,43104.516,44983.641,22.399,20.185,0.002,1.078,21573.678,0.0,21577.775
vocseg,stfq,10170,59.8235,85420.58,112055.317,119229.997,119329.277,20.245,17.418,0.002,0.948,85397.164,0.0,85400.335
