task,n_requests,throughput_rps,avg_latency_ms
eclfore,53,5.3,189.350041245337
heartrate,53,5.3,189.43151566035561
diasbp,53,5.3,189.78338154709422
sysbp,53,5.3,189.79129518869877
gestureclass,53,5.3,189.96051243388104
ecgclass,53,5.3,190.1466941508089
exchangefore,54,5.4,186.66631462967956
etth1fore,54,5.4,186.6953986850772
