task,n_requests,throughput_rps,avg_latency_ms
heartrate,295,4.916666666666667,203.4227775152816
ecgclass,294,4.9,204.22175358168164
eclfore,296,4.933333333333334,202.88411018933598
diasbp,294,4.9,204.3544256017895
sysbp,295,4.916666666666667,203.67297978997252
gestureclass,294,4.9,204.3823995338157
