batch_start_ns,observed_batch_size,send_time_rel_first
1775261292444804093,1,10.000941
1775261292494141381,5,10.000952
1775261292547287056,6,10.005016
1775261292603181142,6,10.013285
1775261292660913590,8,10.027626
1775261292728304821,9,10.035224
1775261292778209134,8,10.051349
1775261292829039828,4,10.066896
1775261292887714346,6,10.078366
1775261292929071594,5,10.085506
1775261292974726390,6,10.089499
1775261293041586638,7,10.100178
1775261293096919579,8,10.113243
1775261293148051966,8,10.262281
1775261293199650414,7,10.262311
1775261293260232696,7,10.262338
1775261293314417988,8,10.262363
1775261293379204094,8,10.262392
1775261293439881061,10,10.262422
1775261293496449897,8,10.262458
1775261293556221283,6,10.262493
1775261293620194385,9,10.262515
1775261293678991249,9,10.275527
1775261293740163697,7,10.2867
1775261293792862993,6,10.306004
1775261293846390085,5,10.315355
1775261293908993026,9,10.327939
1775261293963495761,7,10.341294
1775261294015637862,8,10.348986
1775261294073368819,6,10.370265
1775261294137922456,9,10.389895
1775261294194508663,9,10.408937
1775261294252722831,7,10.425062
1775261294304211333,8,10.430644
1775261294363121582,8,10.448062
1775261294433633251,11,10.462407
1775261294489757477,6,10.48069
1775261294553178784,7,10.495014
1775261294601419104,7,10.511659
1775261294658212050,7,10.530775
1775261294724003641,8,10.539651
1775261294762106805,6,10.558373
1775261294815944291,6,10.560476
1775261294867387182,8,10.569156
1775261294919109675,8,10.594246
1775261294969849364,7,10.615244
1775261295037718037,8,10.634765
1775261295092234382,9,10.660456
1775261295150588627,7,10.674765
1775261295199159321,7,10.687436
1775261295253536901,8,10.692199
1775261295305546616,6,10.71134
1775261295372234027,9,10.724064
1775261295423181066,8,10.737587
1775261295472171989,6,10.750396
1775261295522900928,8,10.766873
1775261295581792136,7,10.774887
1775261295641041609,8,10.779078
1775261295703813958,9,10.792205
1775261295763359014,8,10.807251
1775261295816901067,7,10.824782
1775261295870056973,5,10.838795
1775261295912593892,6,10.845021
1775261295979747914,7,10.859973
1775261296031424365,7,10.877032
1775261296095307572,7,10.885328
1775261296147535927,7,10.900299
1775261296206172674,8,10.917717
1775261296278653579,10,10.936149
1775261296343858724,9,11.00907
1775261296404325891,9,11.071645
1775261296476896070,9,11.138781
1775261296538588191,9,11.204729
1775261296603179200,9,11.277378
