task,condition,elapsed_sec,latency_ms
ecgclass,no_sharing,0.0001,427.5336
ecgclass,no_sharing,0.0412,402.4105
ecgclass,no_sharing,0.0795,395.9658
ecgclass,no_sharing,0.1208,354.6724
ecgclass,no_sharing,0.1242,351.2871
ecgclass,no_sharing,0.1255,349.9787
ecgclass,no_sharing,0.1492,326.3412
ecgclass,no_sharing,0.1736,333.0812
ecgclass,no_sharing,0.2254,281.9233
ecgclass,no_sharing,0.2269,280.3979
ecgclass,no_sharing,0.2441,263.1605
ecgclass,no_sharing,0.2456,261.6761
ecgclass,no_sharing,0.2634,274.2424
ecgclass,no_sharing,0.2922,246.1848
ecgclass,no_sharing,0.2986,239.7404
ecgclass,no_sharing,0.3191,219.2478
ecgclass,no_sharing,0.3215,216.8386
ecgclass,no_sharing,0.3229,246.1712
ecgclass,no_sharing,0.3285,240.6385
ecgclass,no_sharing,0.3432,226.1586
ecgclass,no_sharing,0.3505,218.8253
ecgclass,no_sharing,0.3712,198.1821
ecgclass,no_sharing,0.3747,226.3336
ecgclass,no_sharing,0.4051,196.2183
ecgclass,no_sharing,0.4257,175.8006
ecgclass,no_sharing,0.4377,163.7664
ecgclass,no_sharing,0.4434,158.1106
ecgclass,no_sharing,0.4511,179.4367
ecgclass,no_sharing,0.4524,178.2436
ecgclass,no_sharing,0.4559,174.752
ecgclass,no_sharing,0.4676,163.1627
ecgclass,no_sharing,0.4734,157.4688
ecgclass,no_sharing,0.4946,165.2572
ecgclass,no_sharing,0.5064,153.6336
ecgclass,no_sharing,0.5108,149.2176
ecgclass,no_sharing,0.5181,141.9213
ecgclass,no_sharing,0.5285,131.6202
ecgclass,no_sharing,0.5344,154.9137
ecgclass,no_sharing,0.5395,149.9691
ecgclass,no_sharing,0.5541,135.4694
ecgclass,no_sharing,0.5596,130.2342
ecgclass,no_sharing,0.5829,106.9715
ecgclass,no_sharing,0.605,110.7397
ecgclass,no_sharing,0.6243,91.5279
ecgclass,no_sharing,0.6243,91.5191
ecgclass,no_sharing,0.6435,72.3214
ecgclass,no_sharing,0.6652,69.0317
ecgclass,no_sharing,0.6859,48.4538
ecgclass,no_sharing,0.6891,45.3227
ecgclass,no_sharing,0.694,64.1377
ecgclass,no_sharing,0.6976,60.6389
ecgclass,no_sharing,0.7033,54.9893
ecgclass,no_sharing,0.7033,55.0168
ecgclass,no_sharing,0.7067,51.7139
ecgclass,no_sharing,0.7281,49.0484
ecgclass,no_sharing,0.7951,20.2913
ecgclass,no_sharing,0.8045,30.1692
ecgclass,no_sharing,0.8087,40.7481
ecgclass,no_sharing,0.8151,51.4228
ecgclass,no_sharing,0.821,45.63
ecgclass,no_sharing,0.8233,43.3507
ecgclass,no_sharing,0.842,39.5937
ecgclass,no_sharing,0.8643,32.7682
ecgclass,no_sharing,0.8897,22.3696
ecgclass,no_sharing,0.9796,15.6157
ecgclass,no_sharing,1.0139,15.7917
ecgclass,no_sharing,1.0409,15.4736
ecgclass,no_sharing,1.0582,16.1552
ecgclass,no_sharing,1.0685,21.3306
ecgclass,no_sharing,1.0685,35.9814
ecgclass,no_sharing,1.0852,34.4696
ecgclass,no_sharing,1.0949,39.959
ecgclass,no_sharing,1.1197,29.6721
ecgclass,no_sharing,1.1545,15.8148
ecgclass,no_sharing,1.16,25.5733
ecgclass,no_sharing,1.16,40.7426
ecgclass,no_sharing,1.1757,39.7761
ecgclass,no_sharing,1.2186,15.1358
ecgclass,no_sharing,1.2331,15.4383
ecgclass,no_sharing,1.2672,15.9748
ecgclass,no_sharing,1.2796,18.8305
ecgclass,no_sharing,1.3016,16.5536
ecgclass,no_sharing,1.3069,26.2861
ecgclass,no_sharing,1.3091,40.9718
ecgclass,no_sharing,1.3115,38.8596
ecgclass,no_sharing,1.3138,36.5777
ecgclass,no_sharing,1.3138,36.5705
ecgclass,no_sharing,1.3429,22.7623
ecgclass,no_sharing,1.3499,31.6448
ecgclass,no_sharing,1.3564,40.2019
ecgclass,no_sharing,1.3723,41.7943
ecgclass,no_sharing,1.3756,38.5442
ecgclass,no_sharing,1.4079,21.6494
ecgclass,no_sharing,1.4293,16.6314
ecgclass,no_sharing,1.435,26.9401
ecgclass,no_sharing,1.4377,39.5532
ecgclass,no_sharing,1.447,46.9892
ecgclass,no_sharing,1.4523,41.6989
ecgclass,no_sharing,1.4528,41.1971
ecgclass,no_sharing,1.4615,48.0497
ecgclass,no_sharing,1.4992,25.7099
ecgclass,no_sharing,1.5159,24.7991
ecgclass,no_sharing,1.5673,15.5542
ecgclass,no_sharing,1.6009,15.099
ecgclass,no_sharing,1.6204,15.5206
ecgclass,no_sharing,1.6518,16.0739
ecgclass,no_sharing,1.6628,20.426
ecgclass,no_sharing,1.6811,19.9771
ecgclass,no_sharing,1.6873,32.439
ecgclass,no_sharing,1.6906,44.3327
ecgclass,no_sharing,1.7268,22.8302
ecgclass,no_sharing,1.7291,37.5156
ecgclass,no_sharing,1.7314,35.2559
ecgclass,no_sharing,1.737,45.0711
ecgclass,no_sharing,1.7528,45.599
ecgclass,no_sharing,1.7604,37.9984
ecgclass,no_sharing,1.7718,42.0599
ecgclass,no_sharing,1.8085,20.4256
ecgclass,no_sharing,1.833,15.2943
ecgclass,no_sharing,1.8524,15.9693
ecgclass,no_sharing,1.8551,28.4026
ecgclass,no_sharing,1.875,27.2853
ecgclass,no_sharing,1.8833,37.8103
ecgclass,no_sharing,1.8847,52.8893
ecgclass,no_sharing,1.8913,46.3786
ecgclass,no_sharing,1.8926,45.1369
ecgclass,no_sharing,1.9084,43.905
ecgclass,no_sharing,1.9242,43.6387
ecgclass,no_sharing,1.9296,38.4359
ecgclass,no_sharing,1.9296,38.4312
ecgclass,no_sharing,1.9751,15.8122
ecgclass,no_sharing,1.989,16.6948
ecgclass,no_sharing,2.0138,17.9546
ecgclass,no_sharing,2.0201,30.9181
ecgclass,no_sharing,2.0479,22.1035
ecgclass,no_sharing,2.0751,19.717
ecgclass,no_sharing,2.0764,36.3686
ecgclass,no_sharing,2.1669,19.4547
ecgclass,no_sharing,2.178,27.2114
ecgclass,no_sharing,2.2014,22.203
ecgclass,no_sharing,2.2051,33.5557
ecgclass,no_sharing,2.2224,31.6899
ecgclass,no_sharing,2.2267,42.8979
ecgclass,no_sharing,2.2538,31.0669
ecgclass,no_sharing,2.2612,42.0849
ecgclass,no_sharing,2.2746,48.9714
ecgclass,no_sharing,2.2829,40.7274
ecgclass,no_sharing,2.2959,42.1724
ecgclass,no_sharing,2.3031,55.1996
ecgclass,no_sharing,2.3138,44.7299
ecgclass,no_sharing,2.3138,44.7233
ecgclass,no_sharing,2.3412,32.0222
ecgclass,no_sharing,2.3839,15.7573
ecgclass,no_sharing,2.3922,23.2649
ecgclass,no_sharing,2.4492,15.5649
ecgclass,no_sharing,2.4515,28.08
ecgclass,no_sharing,2.4982,16.6297
ecgclass,no_sharing,2.5038,26.2675
ecgclass,no_sharing,2.5149,30.5986
ecgclass,no_sharing,2.5556,16.3691
ecgclass,no_sharing,2.5585,29.3365
ecgclass,no_sharing,2.5618,41.553
ecgclass,no_sharing,2.5834,35.5446
ecgclass,no_sharing,2.5998,34.6234
ecgclass,no_sharing,2.6044,46.2036
ecgclass,no_sharing,2.6126,38.0194
ecgclass,no_sharing,2.6243,45.7745
ecgclass,no_sharing,2.6567,33.4935
ecgclass,no_sharing,2.662,43.5283
ecgclass,no_sharing,2.6755,47.1666
ecgclass,no_sharing,2.6814,41.3952
ecgclass,no_sharing,2.6857,37.4684
ecgclass,no_sharing,2.7215,16.8862
ecgclass,no_sharing,2.7308,22.6648
ecgclass,no_sharing,2.753,15.9435
ecgclass,no_sharing,2.7585,25.6236
ecgclass,no_sharing,2.7618,37.0903
ecgclass,no_sharing,2.7804,36.8495
ecgclass,no_sharing,2.804,32.2814
ecgclass,no_sharing,2.8203,34.7393
ecgclass,no_sharing,2.8394,34.4443
ecgclass,no_sharing,2.8571,31.7173
ecgclass,no_sharing,2.8749,29.1529
ecgclass,no_sharing,2.9121,15.3487
ecgclass,no_sharing,2.9596,16.3696
ecgclass,no_sharing,2.9709,20.3497
ecgclass,no_sharing,2.9722,34.0905
ecgclass,no_sharing,2.9956,25.7747
ecgclass,no_sharing,3.0094,26.6433
ecgclass,no_sharing,3.0502,15.9647
ecgclass,no_sharing,3.0672,15.8036
ecgclass,no_sharing,3.0698,28.8315
ecgclass,no_sharing,3.0871,26.7537
ecgclass,no_sharing,3.0974,31.332
ecgclass,no_sharing,3.0984,46.2472
ecgclass,no_sharing,3.103,41.677
ecgclass,no_sharing,3.1612,16.8071
ecgclass,no_sharing,3.1685,24.5275
ecgclass,no_sharing,3.1728,34.8871
ecgclass,no_sharing,3.1801,46.5751
ecgclass,no_sharing,3.2142,32.5923
ecgclass,no_sharing,3.2327,29.2194
ecgclass,no_sharing,3.236,42.8784
ecgclass,no_sharing,3.236,42.9509
ecgclass,no_sharing,3.2434,35.8012
ecgclass,no_sharing,3.2457,33.4535
ecgclass,no_sharing,3.2803,16.2339
ecgclass,no_sharing,3.2815,30.1819
ecgclass,no_sharing,3.2938,33.2341
ecgclass,no_sharing,3.3104,31.3716
ecgclass,no_sharing,3.3579,19.0091
ecgclass,no_sharing,3.3633,28.7185
ecgclass,no_sharing,3.3918,15.5501
ecgclass,no_sharing,3.4042,17.946
ecgclass,no_sharing,3.4336,16.2339
ecgclass,no_sharing,3.4394,25.2979
ecgclass,no_sharing,3.4447,36.8466
ecgclass,no_sharing,3.449,32.5928
ecgclass,no_sharing,3.4668,30.3986
ecgclass,no_sharing,3.4774,34.8847
ecgclass,no_sharing,3.4923,34.9932
ecgclass,no_sharing,3.5133,29.0492
ecgclass,no_sharing,3.5324,25.1443
ecgclass,no_sharing,3.5495,22.6398
ecgclass,no_sharing,3.5732,16.0544
ecgclass,no_sharing,3.5732,31.6551
ecgclass,no_sharing,3.5994,20.1974
ecgclass,no_sharing,3.6207,15.8603
ecgclass,no_sharing,3.628,23.756
ecgclass,no_sharing,3.6316,35.6619
ecgclass,no_sharing,3.6439,38.7409
ecgclass,no_sharing,3.6773,20.5958
ecgclass,no_sharing,3.6825,31.1112
ecgclass,no_sharing,3.7064,21.9259
ecgclass,no_sharing,3.7564,15.6794
ecgclass,no_sharing,3.7627,23.751
ecgclass,no_sharing,3.8346,15.945
ecgclass,no_sharing,3.8359,29.6388
ecgclass,no_sharing,3.836,45.0385
ecgclass,no_sharing,3.8677,28.5552
ecgclass,no_sharing,3.8783,32.9542
ecgclass,no_sharing,3.8881,42.4151
ecgclass,no_sharing,3.9206,29.1007
ecgclass,no_sharing,3.9617,15.8195
ecgclass,no_sharing,3.9752,17.3707
ecgclass,no_sharing,4.0108,15.6088
ecgclass,no_sharing,4.0275,16.8054
ecgclass,no_sharing,4.0358,23.5124
ecgclass,no_sharing,4.0395,35.3663
ecgclass,no_sharing,4.0634,26.7155
ecgclass,no_sharing,4.099,15.6331
ecgclass,no_sharing,4.1432,15.8367
ecgclass,no_sharing,4.1478,27.3156
ecgclass,no_sharing,4.1651,24.8456
ecgclass,no_sharing,4.1736,35.331
ecgclass,no_sharing,4.2021,26.0506
ecgclass,no_sharing,4.2064,38.1126
ecgclass,no_sharing,4.2067,37.9381
ecgclass,no_sharing,4.213,48.1892
ecgclass,no_sharing,4.2143,46.9744
ecgclass,no_sharing,4.2216,39.681
ecgclass,no_sharing,4.2302,48.1339
ecgclass,no_sharing,4.2325,45.8484
ecgclass,no_sharing,4.2832,16.1896
ecgclass,no_sharing,4.2885,26.7763
ecgclass,no_sharing,4.3095,22.2621
ecgclass,no_sharing,4.3119,35.0766
ecgclass,no_sharing,4.3203,44.7707
ecgclass,no_sharing,4.3216,43.5934
ecgclass,no_sharing,4.3239,41.3063
ecgclass,no_sharing,4.3239,41.3055
ecgclass,no_sharing,4.3511,30.0605
ecgclass,no_sharing,4.3567,40.0844
ecgclass,no_sharing,4.3683,43.3483
ecgclass,no_sharing,4.3833,44.5745
