task,condition,elapsed_sec,latency_ms,server_exec_ms,server_start_ns
ecgclass,no_sharing_tpc,1.1755,14.0636,12.6564,1775516922667870088
ecgclass,no_sharing_tpc,1.2009,12.9359,11.5612,1775516922693355765
ecgclass,no_sharing_tpc,1.215,19.8789,18.4182,1775516922707645166
ecgclass,no_sharing_tpc,1.238,19.4905,18.1595,1775516922730465028
ecgclass,no_sharing_tpc,1.2469,33.0703,19.8525,1775516922751266422
ecgclass,no_sharing_tpc,1.261,31.368,11.8316,1775516922771508122
ecgclass,no_sharing_tpc,1.2653,27.1177,11.8316,1775516922771508122
ecgclass,no_sharing_tpc,1.2686,23.8152,11.8316,1775516922771508122
ecgclass,no_sharing_tpc,1.2945,12.866,11.9672,1775516922786612338
ecgclass,no_sharing_tpc,1.2968,27.2145,13.7194,1775516922801146360
ecgclass,no_sharing_tpc,1.299,24.9562,13.7194,1775516922801146360
ecgclass,no_sharing_tpc,1.3033,20.6647,13.7194,1775516922801146360
ecgclass,no_sharing_tpc,1.3155,27.7727,12.7062,1775516922821533216
ecgclass,no_sharing_tpc,1.3201,23.1829,12.7062,1775516922821533216
ecgclass,no_sharing_tpc,1.3291,31.3442,12.3422,1775516922839297668
ecgclass,no_sharing_tpc,1.3556,19.4621,11.8524,1775516922854335381
ecgclass,no_sharing_tpc,1.3749,12.9611,12.0027,1775516922867047064
ecgclass,no_sharing_tpc,1.3899,13.5212,11.7224,1775516922882908763
ecgclass,no_sharing_tpc,1.3914,24.3928,11.9944,1775516922894968687
ecgclass,no_sharing_tpc,1.4065,23.3197,13.6157,1775516922907327535
ecgclass,no_sharing_tpc,1.4128,17.3514,13.6157,1775516922907327535
ecgclass,no_sharing_tpc,1.4141,16.0546,13.6157,1775516922907327535
ecgclass,no_sharing_tpc,1.4189,29.2096,13.0301,1775516922925325647
ecgclass,no_sharing_tpc,1.4202,27.8749,13.0301,1775516922925325647
ecgclass,no_sharing_tpc,1.4312,29.0842,12.5394,1775516922938754370
ecgclass,no_sharing_tpc,1.4438,16.4261,12.5394,1775516922938754370
ecgclass,no_sharing_tpc,1.4472,30.818,12.1072,1775516922957047165
ecgclass,no_sharing_tpc,1.4472,30.8514,12.1072,1775516922957047165
ecgclass,no_sharing_tpc,1.4822,12.9838,11.6558,1775516922974680522
ecgclass,no_sharing_tpc,1.4919,15.4638,11.877,1775516922986729526
ecgclass,no_sharing_tpc,1.5105,16.3887,12.5944,1775516923005488771
ecgclass,no_sharing_tpc,1.5149,34.1496,18.0392,1775516923022201067
ecgclass,no_sharing_tpc,1.5353,26.0251,11.9173,1775516923040618928
ecgclass,no_sharing_tpc,1.5562,23.4544,11.8707,1775516923058958395
ecgclass,no_sharing_tpc,1.5576,22.1512,11.8707,1775516923058958395
ecgclass,no_sharing_tpc,1.6252,17.236,12.4166,1775516923121222461
ecgclass,no_sharing_tpc,1.6336,21.261,11.9628,1775516923133993506
ecgclass,no_sharing_tpc,1.6526,22.3074,12.5438,1775516923153507544
ecgclass,no_sharing_tpc,1.6539,21.1108,12.5438,1775516923153507544
ecgclass,no_sharing_tpc,1.6668,31.9622,19.1454,1775516923170551804
ecgclass,no_sharing_tpc,1.6701,28.7416,19.1454,1775516923170551804
ecgclass,no_sharing_tpc,1.6904,29.4759,20.786,1775516923190113685
ecgclass,no_sharing_tpc,1.6957,24.2517,20.786,1775516923190113685
ecgclass,no_sharing_tpc,1.706,31.409,12.4372,1775516923214872981
ecgclass,no_sharing_tpc,1.7123,25.0795,12.4372,1775516923214872981
ecgclass,no_sharing_tpc,1.7221,31.6305,12.3789,1775516923232462665
ecgclass,no_sharing_tpc,1.7275,26.396,12.3789,1775516923232462665
ecgclass,no_sharing_tpc,1.7351,18.7826,12.3789,1775516923232462665
ecgclass,no_sharing_tpc,1.7354,38.6021,12.0949,1775516923253114533
ecgclass,no_sharing_tpc,1.7561,30.2358,11.8683,1775516923265549923
ecgclass,no_sharing_tpc,1.7875,14.339,12.9505,1775516923280059984
ecgclass,no_sharing_tpc,1.7945,20.6473,12.9401,1775516923293351392
ecgclass,no_sharing_tpc,1.8365,12.8245,11.6587,1775516923328804902
ecgclass,no_sharing_tpc,1.8391,27.8196,12.3405,1775516923345735888
ecgclass,no_sharing_tpc,1.874,16.8049,15.7531,1775516923366301332
ecgclass,no_sharing_tpc,1.8787,25.954,13.2585,1775516923382411532
ecgclass,no_sharing_tpc,1.8863,18.4309,13.2585,1775516923382411532
ecgclass,no_sharing_tpc,1.9174,13.5522,12.4977,1775516923409677567
ecgclass,no_sharing_tpc,1.9188,31.5793,12.7257,1775516923428637311
ecgclass,no_sharing_tpc,1.9211,29.5181,12.7257,1775516923428637311
ecgclass,no_sharing_tpc,1.9376,27.0078,13.8665,1775516923441830345
ecgclass,no_sharing_tpc,1.9501,34.888,16.3819,1775516923459637528
ecgclass,no_sharing_tpc,1.9537,31.2941,16.3819,1775516923459637528
ecgclass,no_sharing_tpc,1.9591,26.0787,16.3819,1775516923459637528
ecgclass,no_sharing_tpc,1.969,44.6324,20.7484,1775516923483878192
ecgclass,no_sharing_tpc,1.992,41.682,19.5495,1775516923505235620
ecgclass,no_sharing_tpc,1.9973,36.449,19.5495,1775516923505235620
ecgclass,no_sharing_tpc,2.0062,27.8931,19.5495,1775516923505235620
ecgclass,no_sharing_tpc,2.0107,23.381,19.5495,1775516923505235620
ecgclass,no_sharing_tpc,2.0147,32.2397,12.6825,1775516923525474500
ecgclass,no_sharing_tpc,2.0412,29.8178,19.5048,1775516923542609585
ecgclass,no_sharing_tpc,2.0481,41.4693,13.2628,1775516923567192023
ecgclass,no_sharing_tpc,2.0647,24.8599,13.2628,1775516923567192023
ecgclass,no_sharing_tpc,2.0689,22.4309,13.2628,1775516923567192023
ecgclass,no_sharing_tpc,2.0709,36.4988,12.6089,1775516923585810012
ecgclass,no_sharing_tpc,2.0853,22.048,12.6089,1775516923585810012
ecgclass,no_sharing_tpc,2.1028,31.2431,20.0819,1775516923605139972
ecgclass,no_sharing_tpc,2.1148,37.1485,17.33,1775516923625515338
ecgclass,no_sharing_tpc,2.13,21.8861,17.33,1775516923625515338
ecgclass,no_sharing_tpc,2.1425,28.1098,12.2516,1775516923649408096
ecgclass,no_sharing_tpc,2.1561,33.4578,12.2375,1775516923668506666
ecgclass,no_sharing_tpc,2.1844,20.5643,11.3068,1775516923684770283
ecgclass,no_sharing_tpc,2.2198,21.8892,17.6499,1775516923715198465
ecgclass,no_sharing_tpc,2.2284,25.9643,12.2372,1775516923733234019
ecgclass,no_sharing_tpc,2.2287,25.7387,12.2372,1775516923733234019
ecgclass,no_sharing_tpc,2.2468,29.8445,19.2161,1775516923748552715
ecgclass,no_sharing_tpc,2.2577,32.227,12.8961,1775516923768202859
ecgclass,no_sharing_tpc,2.289,19.7029,12.4819,1775516923787310109
ecgclass,no_sharing_tpc,2.3004,25.8925,13.4605,1775516923803947252
ecgclass,no_sharing_tpc,2.3028,23.556,13.4605,1775516923803947252
ecgclass,no_sharing_tpc,2.3155,25.0928,12.3114,1775516923817815185
ecgclass,no_sharing_tpc,2.3232,17.4296,12.3114,1775516923817815185
ecgclass,no_sharing_tpc,2.3244,16.1591,12.3114,1775516923817815185
ecgclass,no_sharing_tpc,2.3274,26.1137,11.8327,1775516923832914451
ecgclass,no_sharing_tpc,2.3716,13.4068,12.2801,1775516923863852216
ecgclass,no_sharing_tpc,2.376,28.1167,12.1797,1775516923883102963
ecgclass,no_sharing_tpc,2.3793,24.8432,12.1797,1775516923883102963
ecgclass,no_sharing_tpc,2.3847,31.8677,11.9357,1775516923895755062
ecgclass,no_sharing_tpc,2.4107,18.9095,12.6595,1775516923908040816
ecgclass,no_sharing_tpc,2.425,20.3805,14.9764,1775516923921083903
ecgclass,no_sharing_tpc,2.4273,18.0333,14.9764,1775516923921083903
ecgclass,no_sharing_tpc,2.4274,18.028,14.9764,1775516923921083903
ecgclass,no_sharing_tpc,2.433,26.4435,14.0173,1775516923936608718
ecgclass,no_sharing_tpc,2.4345,25.0978,14.0173,1775516923936608718
ecgclass,no_sharing_tpc,2.4606,18.1274,17.2124,1775516923952750570
ecgclass,no_sharing_tpc,2.4619,29.8886,12.5575,1775516923970329103
ecgclass,no_sharing_tpc,2.4702,21.6148,12.5575,1775516923970329103
ecgclass,no_sharing_tpc,2.4832,26.8974,11.286,1775516923990067131
ecgclass,no_sharing_tpc,2.5183,16.7508,11.4778,1775516924014743054
ecgclass,no_sharing_tpc,2.5229,26.844,11.8888,1775516924029089577
ecgclass,no_sharing_tpc,2.5454,16.2125,11.4068,1775516924041342760
ecgclass,no_sharing_tpc,2.5539,19.4485,11.3861,1775516924053023748
ecgclass,no_sharing_tpc,2.5748,20.5507,19.3356,1775516924067159802
ecgclass,no_sharing_tpc,2.5796,28.9254,12.4885,1775516924086946822
ecgclass,no_sharing_tpc,2.5838,24.7319,12.4885,1775516924086946822
ecgclass,no_sharing_tpc,2.5871,21.4477,12.4885,1775516924086946822
ecgclass,no_sharing_tpc,2.6004,28.7578,12.8102,1775516924107557928
ecgclass,no_sharing_tpc,2.6081,34.1039,12.5077,1775516924120769032
ecgclass,no_sharing_tpc,2.6194,22.7447,12.5077,1775516924120769032
ecgclass,no_sharing_tpc,2.6353,27.9009,17.9033,1775516924136227504
ecgclass,no_sharing_tpc,2.6499,27.6368,11.5304,1775516924156938434
ecgclass,no_sharing_tpc,2.6623,15.3146,11.5304,1775516924156938434
ecgclass,no_sharing_tpc,2.6798,13.5832,12.0103,1775516924172540322
ecgclass,no_sharing_tpc,2.68,13.4587,12.0103,1775516924172540322
ecgclass,no_sharing_tpc,2.6988,18.0025,16.9934,1775516924190990884
ecgclass,no_sharing_tpc,2.7153,14.2229,12.4082,1775516924208342698
ecgclass,no_sharing_tpc,2.7209,27.498,13.4551,1775516924226028436
ecgclass,no_sharing_tpc,2.7245,23.8469,13.4551,1775516924226028436
ecgclass,no_sharing_tpc,2.7329,29.1538,13.0101,1775516924240075877
ecgclass,no_sharing_tpc,2.7585,25.1408,18.7193,1775516924256114294
ecgclass,no_sharing_tpc,2.7619,34.1663,11.9112,1775516924275203184
ecgclass,no_sharing_tpc,2.7799,16.1753,11.9112,1775516924275203184
ecgclass,no_sharing_tpc,2.817,14.3049,12.8072,1775516924309471893
ecgclass,no_sharing_tpc,2.8225,24.1594,11.4315,1775516924326359067
ecgclass,no_sharing_tpc,2.8762,14.2512,12.7994,1775516924368796821
ecgclass,no_sharing_tpc,2.8764,28.5711,14.0954,1775516924381985655
ecgclass,no_sharing_tpc,2.8778,27.23,14.0954,1775516924381985655
ecgclass,no_sharing_tpc,2.9009,21.0819,13.1674,1775516924399945665
ecgclass,no_sharing_tpc,2.9089,33.1047,19.214,1775516924413459653
ecgclass,no_sharing_tpc,2.9162,25.8257,19.214,1775516924413459653
ecgclass,no_sharing_tpc,2.9412,14.6449,11.58,1775516924435423767
ecgclass,no_sharing_tpc,2.9719,22.8615,18.0961,1775516924467790144
ecgclass,no_sharing_tpc,2.9815,33.1802,16.0022,1775516924489814031
ecgclass,no_sharing_tpc,3.0078,29.8581,18.8271,1775516924509940086
ecgclass,no_sharing_tpc,3.021,36.8295,19.759,1775516924529152281
ecgclass,no_sharing_tpc,3.0273,30.7963,19.759,1775516924529152281
ecgclass,no_sharing_tpc,3.0306,27.5397,19.759,1775516924529152281
ecgclass,no_sharing_tpc,3.0471,34.8105,19.694,1775516924553403495
ecgclass,no_sharing_tpc,3.0738,21.0018,12.5252,1775516924573445686
ecgclass,no_sharing_tpc,3.1072,15.8796,14.7616,1775516924599437155
ecgclass,no_sharing_tpc,3.1118,31.9822,13.5084,1775516924621389319
ecgclass,no_sharing_tpc,3.1242,37.2932,13.3158,1775516924638914421
ecgclass,no_sharing_tpc,3.1307,30.7584,13.3158,1775516924638914421
ecgclass,no_sharing_tpc,3.1519,23.3395,13.5239,1775516924652668799
ecgclass,no_sharing_tpc,3.1542,20.9816,13.5239,1775516924652668799
ecgclass,no_sharing_tpc,3.1558,19.4516,13.5239,1775516924652668799
ecgclass,no_sharing_tpc,3.1602,29.6161,13.621,1775516924666881847
ecgclass,no_sharing_tpc,3.1604,29.3601,13.621,1775516924666881847
ecgclass,no_sharing_tpc,3.1666,23.2236,13.621,1775516924666881847
ecgclass,no_sharing_tpc,3.1727,17.128,13.621,1775516924666881847
ecgclass,no_sharing_tpc,3.1741,15.7316,13.621,1775516924666881847
ecgclass,no_sharing_tpc,3.2124,13.5195,12.4845,1775516924704692360
ecgclass,no_sharing_tpc,3.2165,25.8873,13.4177,1775516924720160572
ecgclass,no_sharing_tpc,3.2313,26.0036,14.104,1775516924734074257
ecgclass,no_sharing_tpc,3.234,23.3371,14.104,1775516924734074257
ecgclass,no_sharing_tpc,3.2403,16.9618,14.104,1775516924734074257
ecgclass,no_sharing_tpc,3.2418,15.7585,14.104,1775516924734074257
ecgclass,no_sharing_tpc,3.2435,31.8696,13.9361,1775516924752263337
ecgclass,no_sharing_tpc,3.2435,31.8825,13.9361,1775516924752263337
ecgclass,no_sharing_tpc,3.2636,25.7211,13.5086,1775516924766703585
ecgclass,no_sharing_tpc,3.2674,21.9886,13.5086,1775516924766703585
ecgclass,no_sharing_tpc,3.2765,31.4553,12.6095,1775516924786326508
ecgclass,no_sharing_tpc,3.2875,20.4208,12.6095,1775516924786326508
ecgclass,no_sharing_tpc,3.2891,37.6482,18.5332,1775516924799384855
ecgclass,no_sharing_tpc,3.326,19.244,13.1117,1775516924823292164
ecgclass,no_sharing_tpc,3.3333,25.9869,13.3657,1775516924836784141
ecgclass,no_sharing_tpc,3.3336,25.95,13.3657,1775516924836784141
ecgclass,no_sharing_tpc,3.3349,24.6196,13.3657,1775516924836784141
ecgclass,no_sharing_tpc,3.3413,18.2712,13.3657,1775516924836784141
ecgclass,no_sharing_tpc,3.3434,16.108,13.3657,1775516924836784141
ecgclass,no_sharing_tpc,3.3473,29.4147,13.5382,1775516924854257690
ecgclass,no_sharing_tpc,3.3561,20.6835,13.5382,1775516924854257690
ecgclass,no_sharing_tpc,3.3576,19.2199,13.5382,1775516924854257690
ecgclass,no_sharing_tpc,3.3616,15.4917,13.5382,1775516924854257690
ecgclass,no_sharing_tpc,3.3812,20.1991,17.1472,1775516924875335626
ecgclass,no_sharing_tpc,3.3825,40.3101,20.8935,1775516924892864188
ecgclass,no_sharing_tpc,3.394,28.7499,20.8935,1775516924892864188
ecgclass,no_sharing_tpc,3.3943,28.5976,20.8935,1775516924892864188
ecgclass,no_sharing_tpc,3.4283,14.3557,13.3665,1775516924920483268
ecgclass,no_sharing_tpc,3.432,25.2993,14.14,1775516924934210195
ecgclass,no_sharing_tpc,3.4346,22.7587,14.14,1775516924934210195
ecgclass,no_sharing_tpc,3.4477,21.9262,11.9515,1775516924948868062
ecgclass,no_sharing_tpc,3.4761,17.2856,16.0717,1775516924968398671
ecgclass,no_sharing_tpc,3.5163,21.6336,20.4946,1775516925008509394
ecgclass,no_sharing_tpc,3.5336,18.3589,11.3679,1775516925031777915
ecgclass,no_sharing_tpc,3.555,13.0076,11.9817,1775516925047299960
ecgclass,no_sharing_tpc,3.5691,13.3162,12.3487,1775516925061220875
ecgclass,no_sharing_tpc,3.5714,33.3869,18.5331,1775516925077493802
ecgclass,no_sharing_tpc,3.5861,32.6099,13.2077,1775516925096384243
ecgclass,no_sharing_tpc,3.5883,30.3254,13.2077,1775516925096384243
ecgclass,no_sharing_tpc,3.6006,18.049,13.2077,1775516925096384243
ecgclass,no_sharing_tpc,3.6099,24.9979,13.1826,1775516925112779346
ecgclass,no_sharing_tpc,3.6143,20.7777,13.1826,1775516925112779346
ecgclass,no_sharing_tpc,3.6228,25.1727,12.4519,1775516925126392117
ecgclass,no_sharing_tpc,3.6347,35.836,18.3202,1775516925143342134
ecgclass,no_sharing_tpc,3.6372,33.4036,18.3202,1775516925143342134
ecgclass,no_sharing_tpc,3.6425,28.2021,18.3202,1775516925143342134
ecgclass,no_sharing_tpc,3.6475,37.8649,13.8037,1775516925162152121
ecgclass,no_sharing_tpc,3.6492,36.217,13.8037,1775516925162152121
ecgclass,no_sharing_tpc,3.6526,32.8112,13.8037,1775516925162152121
ecgclass,no_sharing_tpc,3.6669,18.5359,13.8037,1775516925162152121
ecgclass,no_sharing_tpc,3.6803,25.7254,14.4678,1775516925182598380
ecgclass,no_sharing_tpc,3.6875,18.7817,14.4678,1775516925182598380
ecgclass,no_sharing_tpc,3.6956,32.2695,21.1043,1775516925197877494
ecgclass,no_sharing_tpc,3.7002,27.6928,21.1043,1775516925197877494
ecgclass,no_sharing_tpc,3.7164,25.9826,13.827,1775516925219437741
ecgclass,no_sharing_tpc,3.7197,22.6815,13.827,1775516925219437741
ecgclass,no_sharing_tpc,3.732,32.3329,18.2446,1775516925237283407
ecgclass,no_sharing_tpc,3.7404,24.0395,18.2446,1775516925237283407
ecgclass,no_sharing_tpc,3.7479,28.3256,11.4084,1775516925255987240
ecgclass,no_sharing_tpc,3.7833,15.5478,14.4704,1775516925275577771
ecgclass,no_sharing_tpc,3.8104,12.9411,11.9704,1775516925302537883
ecgclass,no_sharing_tpc,3.8217,17.7355,12.1777,1775516925318424253
ecgclass,no_sharing_tpc,3.8371,20.9339,11.7038,1775516925337500922
ecgclass,no_sharing_tpc,3.8385,19.6214,11.7038,1775516925337500922
ecgclass,no_sharing_tpc,3.8446,32.4442,12.3372,1775516925355807558
ecgclass,no_sharing_tpc,3.8612,28.2991,12.1118,1775516925368491599
ecgclass,no_sharing_tpc,3.8741,15.5153,12.1118,1775516925368491599
ecgclass,no_sharing_tpc,3.8769,32.5489,16.8171,1775516925383685789
ecgclass,no_sharing_tpc,3.9156,12.9879,11.918,1775516925407831359
ecgclass,no_sharing_tpc,3.9156,36.494,17.3713,1775516925425816651
ecgclass,no_sharing_tpc,3.9296,48.4176,18.4334,1775516925450692622
ecgclass,no_sharing_tpc,3.9309,47.354,18.4334,1775516925450692622
ecgclass,no_sharing_tpc,3.962,34.2517,17.7377,1775516925469626555
ecgclass,no_sharing_tpc,3.9626,33.7431,17.7377,1775516925469626555
ecgclass,no_sharing_tpc,3.9823,35.9397,19.3397,1775516925490057192
ecgclass,no_sharing_tpc,3.9847,33.6287,19.3397,1775516925490057192
ecgclass,no_sharing_tpc,4.0409,13.3073,12.2565,1775516925533170497
ecgclass,no_sharing_tpc,4.0483,17.8256,11.5212,1775516925545806735
ecgclass,no_sharing_tpc,4.0643,21.2843,13.04,1775516925563778916
ecgclass,no_sharing_tpc,4.0755,34.2112,19.7101,1775516925581159152
ecgclass,no_sharing_tpc,4.0842,25.6462,19.7101,1775516925581159152
ecgclass,no_sharing_tpc,4.1017,22.0008,12.9909,1775516925601471275
ecgclass,no_sharing_tpc,4.111,25.0001,12.2829,1775516925614842816
ecgclass,no_sharing_tpc,4.1451,16.0384,14.7942,1775516925637415397
ecgclass,no_sharing_tpc,4.1465,33.6089,18.6114,1775516925652647689
ecgclass,no_sharing_tpc,4.2129,14.1521,12.9445,1775516925705189642
ecgclass,no_sharing_tpc,4.2235,22.5739,12.1901,1775516925725075057
ecgclass,no_sharing_tpc,4.2269,41.0891,20.977,1775516925737637012
ecgclass,no_sharing_tpc,4.2341,33.9086,20.977,1775516925737637012
ecgclass,no_sharing_tpc,4.2502,34.7235,12.8827,1775516925763160392
ecgclass,no_sharing_tpc,4.2627,22.2294,12.8827,1775516925763160392
ecgclass,no_sharing_tpc,4.2891,13.1028,11.9182,1775516925781473698
ecgclass,no_sharing_tpc,4.3171,15.0216,13.9777,1775516925809315388
ecgclass,no_sharing_tpc,4.3294,25.8274,22.6587,1775516925823691152
ecgclass,no_sharing_tpc,4.3485,28.131,16.9049,1775516925850932216
ecgclass,no_sharing_tpc,4.357,19.8152,16.9049,1775516925850932216
ecgclass,no_sharing_tpc,4.3588,30.5426,12.2145,1775516925868305871
