task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,fifo,344,17.2,2746.948,2717.446,5300.998,5418.163,134.49,132.143,0.001,0.636,2611.453,0.0,2612.458
gestureclass,fifo,647,32.35,3204.397,3461.799,4928.354,5014.498,104.177,102.488,0.001,0.397,3099.199,0.0,3100.219
