task,slot,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,slot_0:ecgclass,no_sharing_tpc,5993,10.1576,346.761,260.031,938.5,1314.168,220.664,213.809,0.001,0.903,124.762,126.098
gestureclass,slot_1:gestureclass,no_sharing_tpc,5855,9.9237,320.013,247.006,792.392,1271.288,204.144,196.405,0.002,0.985,114.485,115.869
