task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,stfq,27415,161.2647,189737.613,193173.545,347060.003,357461.775,386.517,373.727,0.003,0.083,189347.574,0.0,189351.096
gestureclass,stfq,10157,59.7471,79260.92,64628.553,209651.927,222424.219,296.137,285.684,0.003,0.22,78962.237,0.0,78964.783
