req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),pred,true
0,0.0,site2,10.100.20.45:8040,papageissvri,diasbp,1770569651.7851145,1770569651.8193138,814.5649433135986,755.1283199999999,0.013896,56.23134231567383,56.0
1,0.10002778549597109,site2,10.100.20.45:8000,chronostiny,ecgclass,1770569651.8861244,1770569651.9081564,865.9875392913818,833.212858,0.011419,0.0,0.0
2,0.20005557099194218,site2,10.100.20.45:8000,chronostiny,ecgclass,1770569651.9856489,1770569652.7529655,788.1190776824951,11.013195,0.003219,0.0,0.0
3,0.30008335648791334,site2,10.100.20.45:8020,chronostiny,gestureclass,1770569652.0861647,1770569652.1307044,985.4428768157959,931.738647,0.011551,4.0,4.0
4,0.40011114198388437,site2,10.100.20.45:8000,chronostiny,ecgclass,1770569652.1870334,1770569652.7743618,601.2208461761475,11.844772,0.002994,0.0,0.0
5,0.5001389274798556,site2,10.100.20.45:8040,papageissvri,diasbp,1770569652.2855117,1770569652.6071646,352.8399467468262,18.640795,0.003813,56.23134231567383,56.0
6,0.6001667129758267,site2,10.100.20.45:8000,chronostiny,ecgclass,1770569652.3860142,1770569652.7886155,414.6735668182373,7.134756,0.0024820000000000003,0.0,0.0
7,0.7001944984717977,site2,10.100.20.45:8030,papageip,heartrate,1770569652.4855137,1770569652.5277202,933.556079864502,886.4397120000001,0.013586,61.573177337646484,69.0
8,0.8002222839677687,site2,10.100.20.45:8000,chronostiny,ecgclass,1770569652.5856464,1770569652.8010361,231.31489753723145,2.965015,0.002324,0.0,0.0
9,0.9002500694637399,site2,10.100.20.45:8000,chronostiny,ecgclass,1770569652.6856084,1770569652.8173633,144.21987533569336,10.717599,0.002357,0.0,0.0
10,1.000277854959711,site2,10.100.20.45:8000,chronostiny,ecgclass,1770569652.7860112,1770569652.8306172,49.10850524902344,2.932913,0.0022819999999999997,0.0,0.0
11,1.1003056404556821,site2,10.100.20.45:8010,papageissvri,sysbp,1770569652.886344,1770569652.9188938,693.8097476959229,657.528258,0.02879,98.12061309814453,98.0
12,1.2003334259516534,site2,10.100.20.45:8030,papageip,heartrate,1770569652.9861817,1770569653.4211633,448.0741024017334,11.176346,0.003615,61.573177337646484,69.0
13,1.3003612114476244,site2,10.100.20.45:8030,papageip,heartrate,1770569653.0857828,1770569653.4367325,362.6728057861328,8.371148999999999,0.002481,61.573177337646484,69.0
14,1.4003889969435954,site2,10.100.20.45:8040,papageissvri,diasbp,1770569653.1862583,1770569653.1881135,23.828744888305664,11.57011,0.004086,56.23134231567383,56.0
15,1.5004167824395667,site2,10.100.20.45:8000,chronostiny,ecgclass,1770569653.2862976,1770569653.294088,21.98958396911621,10.668794,0.004448,0.0,0.0
16,1.6004445679355375,site2,10.100.20.45:8000,chronostiny,ecgclass,1770569653.3865283,1770569653.3930793,20.659446716308594,12.0035,0.0041849999999999995,0.0,0.0
17,1.7004723534315087,site2,10.100.20.45:8000,chronostiny,ecgclass,1770569653.4858155,1770569653.4872794,10.690927505493164,6.877386,0.0032890000000000003,0.0,0.0
18,1.8005001389274797,site2,10.100.20.45:8020,chronostiny,gestureclass,1770569653.5863855,1770569653.588193,7.957696914672852,3.964448,0.0027010000000000003,4.0,4.0
19,1.900527924423451,site2,10.100.20.45:8000,chronostiny,ecgclass,1770569653.68664,1770569653.6900015,13.072967529296875,6.71179,0.004471999999999999,0.0,0.0
20,2.000555709919422,site2,10.100.20.45:8010,papageissvri,sysbp,1770569653.7860868,1770569653.790449,13.166189193725586,6.71038,0.008025000000000001,98.12061309814453,98.0
21,2.100583495415393,site2,10.100.20.45:8000,chronostiny,ecgclass,1770569653.8875642,1770569653.8914897,15.577077865600586,8.319023999999999,0.008681999999999999,0.0,0.0
