task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,29,1,0.0,0.3315,331.429,331.429,317.3012,217.9302,0.0022,98.9792,7.0236,14.1278,1775522072921136569,0
nyudepth,29,1,0.3315,0.3554,23.9542,23.9542,13.209,12.4219,0.0013,0.4248,5.8641,10.7452,1775522073251416373,0
nyudepth,29,1,0.3554,0.3775,22.0466,22.0466,12.6559,11.958,0.0011,0.4274,4.4689,9.3907,1775522073273983143,0
nyudepth,29,1,0.3775,0.402,24.4639,24.4639,15.3231,14.7103,0.001,0.3982,4.4055,9.1408,1775522073295973929,0
nyudepth,29,1,0.402,0.4307,28.6908,28.6908,20.2345,19.627,0.001,0.4147,3.8626,8.4564,1775522073319901902,0
nyudepth,29,1,0.4307,0.4598,29.134,29.134,20.3964,19.6451,0.0011,0.4014,3.9506,8.7377,1775522073348686761,0
nyudepth,29,1,0.4598,0.4879,28.0957,28.0957,17.3204,16.6155,0.0008,0.3995,5.9102,10.7753,1775522073379786945,0
nyudepth,29,1,0.4879,0.5163,28.3561,28.3561,18.3823,17.7137,0.0009,0.4093,5.5103,9.9737,1775522073407490088,0
nyudepth,29,1,0.5163,0.5452,28.9664,28.9664,23.014,22.4233,0.0011,0.3968,1.0886,5.9525,1775522073431430591,0
nyudepth,29,1,0.5452,0.5744,29.1445,29.1445,17.8576,17.2093,0.001,0.4,6.6521,11.2869,1775522073465966627,0
nyudepth,29,1,0.5744,0.6028,28.4455,28.4455,18.5599,17.9488,0.0011,0.4073,4.9558,9.8856,1775522073493420744,0
nyudepth,29,1,0.6028,0.6315,28.6562,28.6562,19.8154,19.1866,0.0009,0.4158,4.1876,8.8409,1775522073521104697,0
nyudepth,29,1,0.6315,0.6601,28.574,28.574,20.0121,19.2352,0.001,0.5704,3.8557,8.5619,1775522073549434915,0
nyudepth,29,1,0.6601,0.6892,29.1452,29.1452,18.7134,18.002,0.0009,0.3959,5.6002,10.4319,1775522073579759561,0
nyudepth,29,1,0.6892,0.7174,28.1775,28.1775,19.4358,18.8183,0.0009,0.4081,4.1239,8.7417,1775522073607434823,0
nyudepth,29,1,0.7174,0.7471,29.6292,29.6292,18.7422,18.0787,0.0009,0.3937,5.8846,10.887,1775522073637379209,0
nyudepth,29,1,0.7471,0.7753,28.2176,28.2176,18.7349,18.083,0.0009,0.3801,4.8666,9.4826,1775522073665996594,0
nyudepth,29,1,0.7753,0.8034,28.1456,28.1456,18.3101,17.6229,0.0009,0.4175,5.2731,9.8355,1775522073694626609,0
nyudepth,29,1,0.8034,0.8328,29.3527,29.3527,23.5792,22.9941,0.001,0.3972,0.988,5.7735,1775522073718492550,0
nyudepth,29,1,0.8328,0.8607,27.8611,27.8611,18.947,18.3697,0.001,0.3995,4.2298,8.9141,1775522073751093610,0
nyudepth,29,1,0.8607,0.8901,29.48,29.48,21.1165,20.5578,0.001,0.3756,3.6938,8.3635,1775522073778424055,0
nyudepth,29,1,0.8901,0.9189,28.7905,28.7905,15.2052,14.3249,0.0009,0.6317,8.9464,13.5852,1775522073813163186,0
nyudepth,29,1,0.9189,0.9479,28.9991,28.9991,20.253,19.6532,0.0009,0.3743,4.1323,8.7461,1775522073837145240,0
nyudepth,29,1,0.948,0.9772,29.2652,29.2652,19.2662,18.7154,0.0009,0.3705,5.0242,9.999,1775522073867042285,0
nyudepth,29,1,0.9772,1.0054,28.2114,28.2114,22.6387,22.0509,0.0009,0.4048,1.0905,5.5727,1775522073892380051,0
nyudepth,29,1,1.0054,1.0351,29.6991,29.6991,18.2683,17.5982,0.0009,0.3837,6.7873,11.4308,1775522073926294773,0
nyudepth,29,1,1.0351,1.0632,28.0318,28.0318,19.4112,18.8462,0.001,0.386,3.9134,8.6206,1775522073953125555,0
nyudepth,29,1,1.0632,1.0927,29.4743,29.4743,23.5459,22.9394,0.001,0.4083,1.2691,5.9284,1775522073978519513,0
nyudepth,29,1,1.0927,1.1203,27.6234,27.6234,21.6989,21.1343,0.0009,0.3788,1.3037,5.9245,1775522074008034019,0
nyudepth,29,1,1.1203,1.15,29.7091,29.7091,20.4317,19.8171,0.0009,0.3799,4.5993,9.2774,1775522074038959009,0
nyudepth,29,1,1.15,1.1792,29.2418,29.2418,18.4227,17.7698,0.001,0.3793,6.0282,10.8191,1775522074070102915,0
nyudepth,29,1,1.1793,1.2085,29.2847,29.2847,20.3131,19.7155,0.0009,0.3958,4.4363,8.9716,1775522074097759537,0
nyudepth,29,1,1.2085,1.238,29.4404,29.4404,20.2442,19.6901,0.0013,0.3726,4.5135,9.1962,1775522074127127299,0
nyudepth,29,1,1.238,1.2685,30.4999,30.4999,20.3649,19.7399,0.0009,0.3891,5.5783,10.1351,1775522074157638899,0
nyudepth,29,1,1.2685,1.2983,29.8319,29.8319,19.0165,18.3327,0.0008,0.407,5.8665,10.8153,1775522074188433766,0
nyudepth,29,1,1.2983,1.3276,29.2733,29.2733,18.4214,17.6833,0.001,0.4047,6.2521,10.8518,1775522074218658080,0
nyudepth,29,1,1.3276,1.3569,29.3012,29.3012,19.1076,18.5048,0.0008,0.3988,5.3773,10.1935,1775522074247061969,0
nyudepth,29,1,1.3569,1.3862,29.2802,29.2802,20.3079,19.7432,0.0008,0.378,4.2429,8.9723,1775522074275234693,0
nyudepth,29,1,1.3862,1.4152,28.9853,28.9853,20.8449,20.292,0.001,0.3769,3.5741,8.1404,1775522074303852378,0
nyudepth,29,1,1.4152,1.4435,28.306,28.306,19.6059,19.0212,0.0008,0.3811,3.8962,8.7001,1775522074333165690,0
nyudepth,29,1,1.4435,1.4724,28.8627,28.8627,23.1262,22.5518,0.0008,0.376,1.0376,5.7365,1775522074358619859,0
nyudepth,29,1,1.4724,1.5011,28.7278,28.7278,18.5735,17.8711,0.0009,0.3726,5.2271,10.1543,1775522074391678560,0
nyudepth,29,1,1.5011,1.5305,29.3407,29.3407,20.7524,19.8746,0.0012,0.3972,3.8991,8.5883,1775522074419084476,0
nyudepth,29,1,1.5305,1.5583,27.8273,27.8273,17.3862,16.7119,0.0011,0.3694,5.6984,10.4411,1775522074450230021,0
nyudepth,29,1,1.5583,1.5881,29.7949,29.7949,24.171,23.6212,0.0008,0.3763,1.0095,5.6239,1775522074473375045,0
nyudepth,29,1,1.5881,1.6174,29.2709,29.2709,16.9967,16.3215,0.0009,0.4001,7.7038,12.2742,1775522074509871828,0
nyudepth,29,1,1.6174,1.6465,29.0914,29.0914,20.2228,19.5074,0.0009,0.3988,4.2357,8.8686,1775522074535680706,0
nyudepth,29,1,1.6465,1.6762,29.6943,29.6943,18.918,18.3446,0.0008,0.383,6.1378,10.7763,1775522074566680148,0
nyudepth,29,1,1.6762,1.7054,29.1781,29.1781,19.9521,19.3444,0.001,0.3945,4.5083,9.2261,1775522074594750920,0
nyudepth,29,1,1.7054,1.7348,29.4142,29.4142,17.5802,16.886,0.0009,0.4158,6.9845,11.834,1775522074626411217,0
nyudepth,29,1,1.7348,1.7621,27.3345,27.3345,18.4282,17.7453,0.0009,0.4033,4.1947,8.9063,1775522074653041665,0
nyudepth,29,1,1.7621,1.7911,29.0189,29.0189,18.1934,17.5123,0.0009,0.3842,6.17,10.8255,1775522074682358636,0
nyudepth,29,1,1.7911,1.8199,28.7657,28.7657,18.1081,17.0874,0.0009,0.7399,5.9965,10.6576,1775522074711210057,0
nyudepth,29,1,1.8199,1.8493,29.372,29.372,18.7576,18.158,0.0008,0.3886,5.985,10.6144,1775522074739970815,0
nyudepth,29,1,1.8493,1.8787,29.4411,29.4411,19.9182,19.2539,0.0009,0.3827,4.9491,9.5229,1775522074768312793,0
nyudepth,29,1,1.8787,1.9082,29.4333,29.4333,23.5051,22.9346,0.0008,0.3809,1.0347,5.9282,1775522074793847264,0
nyudepth,29,1,1.9082,1.937,28.8334,28.8334,23.087,22.5101,0.001,0.383,1.0302,5.7464,1775522074823281648,0
nyudepth,29,1,1.937,1.9664,29.4011,29.4011,19.5402,18.8492,0.001,0.4041,5.3527,9.8609,1775522074856443912,0
nyudepth,29,1,1.9664,1.9954,28.9552,28.9552,23.4696,22.8562,0.0009,0.4108,1.0164,5.4856,1775522074881515172,0
nyudepth,29,1,1.9954,2.024,28.5597,28.5597,22.7211,22.1396,0.0015,0.377,1.0304,5.8386,1775522074910491175,0
nyudepth,29,1,2.024,2.0562,32.2011,32.2011,18.9372,18.1421,0.0016,0.4878,7.1328,13.2638,1775522074945158785,0
nyudepth,29,1,2.0562,2.0822,26.0534,26.0534,16.9033,16.1491,0.001,0.4455,4.4754,9.1501,1775522074974712123,0
