task,slot,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns
ecgclass,slot_0:ecgclass,sharing,0.0001,288.4891,284.7615,271.0488,0.0033,13.1833,2.2142,3.7276,1775947354596397844
ecgclass,slot_0:ecgclass,sharing,0.2412,134.8622,86.8416,39.1139,0.0016,0.5833,46.6299,48.0205,1775947354881910233
ecgclass,slot_0:ecgclass,sharing,0.4745,41.8286,39.4632,38.546,0.0018,0.6182,1.5178,2.3654,1775947355070109283
ecgclass,slot_0:ecgclass,sharing,0.7136,76.1855,45.4889,43.8214,0.0018,0.664,29.6352,30.6966,1775947355337305062
ecgclass,slot_0:ecgclass,sharing,0.7413,48.485,45.4889,43.8214,0.0018,0.664,1.9119,2.9962,1775947355337305062
ecgclass,slot_0:ecgclass,sharing,0.7498,84.4908,43.7681,42.7878,0.002,0.6228,39.7708,40.7226,1775947355383613534
ecgclass,slot_0:ecgclass,sharing,0.8955,49.69,47.2649,46.3264,0.002,0.6374,1.5492,2.4251,1775947355491063795
ecgclass,slot_0:ecgclass,sharing,1.036,45.2859,42.8088,41.5862,0.002,0.9155,1.5426,2.4771,1775947355631546906
ecgclass,slot_0:ecgclass,sharing,1.3485,48.3048,45.8052,44.8689,0.002,0.6317,1.6057,2.4996,1775947355944171716
ecgclass,slot_0:ecgclass,sharing,1.3563,86.9596,45.7283,43.4381,0.0019,1.3053,40.323,41.2313,1775947355990629622
ecgclass,slot_0:ecgclass,sharing,1.4613,92.8047,64.6202,43.3562,0.0096,10.1398,26.9346,28.1845,1775947356082268242
ecgclass,slot_0:ecgclass,sharing,1.468,86.1478,64.6202,43.3562,0.0096,10.1398,20.221,21.5276,1775947356082268242
ecgclass,slot_0:ecgclass,sharing,1.5773,63.7209,42.6326,41.6377,0.002,0.6422,20.1406,21.0884,1775947356191529338
ecgclass,slot_0:ecgclass,sharing,1.75,89.1752,45.9867,44.495,0.0019,0.5637,42.1867,43.1885,1775947356386195265
ecgclass,slot_0:ecgclass,sharing,1.7887,50.6268,45.9867,44.495,0.0019,0.5637,3.4852,4.6401,1775947356386195265
ecgclass,slot_0:ecgclass,sharing,1.9121,61.569,46.133,44.3178,0.0019,0.8626,14.5175,15.436,1775947356520620987
ecgclass,slot_0:ecgclass,sharing,1.9269,112.0937,64.3882,43.331,0.0019,6.8989,46.5891,47.7055,1775947356567539190
ecgclass,slot_0:ecgclass,sharing,1.9377,101.3696,64.3882,43.331,0.0019,6.8989,35.8405,36.9814,1775947356567539190
ecgclass,slot_0:ecgclass,sharing,1.9683,70.8795,64.3882,43.331,0.0019,6.8989,5.1501,6.4912,1775947356567539190
ecgclass,slot_0:ecgclass,sharing,2.0581,110.4248,83.4556,43.4858,0.0017,1.0654,25.5878,26.9692,1775947356677773177
ecgclass,slot_0:ecgclass,sharing,2.0992,112.5774,42.671,41.6907,0.002,0.6057,68.9912,69.9064,1775947356762265763
ecgclass,slot_0:ecgclass,sharing,2.224,45.8076,43.4069,42.4927,0.002,0.6202,1.5166,2.4007,1775947356819600404
ecgclass,slot_0:ecgclass,sharing,2.2467,67.9021,44.1528,43.192,0.002,0.6102,22.862,23.7493,1775947356863649033
ecgclass,slot_0:ecgclass,sharing,2.4318,46.49,44.0268,43.1157,0.002,0.6222,1.5237,2.4632,1775947357027332946
ecgclass,slot_0:ecgclass,sharing,2.5532,67.4174,43.2703,42.2972,0.002,0.6262,23.1485,24.1471,1775947357170395671
ecgclass,slot_0:ecgclass,sharing,2.6189,45.5329,42.8076,41.9069,0.002,0.618,1.7815,2.7253,1775947357214709889
ecgclass,slot_0:ecgclass,sharing,2.6608,47.9939,43.7827,42.1852,0.0018,1.2376,3.2907,4.2112,1775947357258159209
ecgclass,slot_0:ecgclass,sharing,2.7053,50.3435,46.1152,43.8766,0.002,0.6061,3.1512,4.2283,1775947357302534638
ecgclass,slot_0:ecgclass,sharing,2.713,89.1106,45.4905,43.5744,0.002,0.7799,42.3565,43.6201,1775947357349422506
ecgclass,slot_0:ecgclass,sharing,2.7327,69.4325,45.4905,43.5744,0.002,0.7799,22.6555,23.942,1775947357349422506
ecgclass,slot_0:ecgclass,sharing,2.7999,46.9534,44.1783,43.2131,0.0019,0.6173,1.894,2.7752,1775947357395816500
ecgclass,slot_0:ecgclass,sharing,2.839,54.3549,45.6846,43.0794,0.0018,0.6196,7.5374,8.6703,1775947357440634155
