task,slot,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,slot_0:ecgclass,sharing,5993,10.1576,71.909,66.164,120.952,158.827,51.057,43.817,0.002,2.257,19.716,20.852
gestureclass,slot_1:gestureclass,sharing,5855,9.9237,72.38,67.396,122.528,159.551,51.151,43.787,0.002,2.269,20.169,21.229
