task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,sharing,103,10.3,48.471,35.187,91.06,118.168,33.876,3.798,0.002,23.47,10.075,14.595
vocseg,sharing,86,8.6,53.193,43.318,102.227,140.507,35.938,3.77,0.002,25.317,12.663,17.255
