task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing_tpc,589,0.9983,106.146,93.83,153.023,249.665,84.812,66.324,0.005,16.756,6.547,21.334
vocseg,no_sharing_tpc,593,1.0051,107.893,94.904,157.689,220.841,85.247,66.095,0.004,17.724,7.339,22.646
