task,n_requests,throughput_rps,avg_latency_ms
eclfore,216,3.6,277.85672234744266
diasbp,215,3.5833333333333335,279.3089627114674
sysbp,214,3.566666666666667,280.6492511262719
ecgclass,215,3.5833333333333335,279.44180590708385
heartrate,215,3.5833333333333335,279.4632219256993
gestureclass,215,3.5833333333333335,279.49207002320054
exchangefore,217,3.6166666666666667,276.93605958517645
etth1fore,217,3.6166666666666667,276.97284350726
